fold_id,test_date,candidate_name,num_leaves,max_depth,min_child_samples,best_iteration,validation_mean_ic,validation_valid_months,validation_ndcg_at_10,selected
60,2024-12-31,balanced,15,4,60,73,0.06571428571428571,12,0.470170932223569,False
60,2024-12-31,flexible,31,5,40,7,0.09239423515180402,12,0.4497342804618616,True
60,2024-12-31,regularized,15,4,40,18,0.08572645410012818,12,0.47007982515132185,False
61,2025-01-31,shallow,7,3,80,11,0.06603488812396978,12,0.4592140109119239,False
61,2025-01-31,balanced,15,4,60,73,0.06571428571428571,12,0.470170932223569,False
61,2025-01-31,flexible,31,5,40,7,0.09239423515180402,12,0.4497342804618616,True
61,2025-01-31,regularized,15,4,40,18,0.08572645410012818,12,0.47007982515132185,False
62,2025-02-28,shallow,7,3,80,7,0.1126923640736292,12,0.4757402983538988,True
62,2025-02-28,balanced,15,4,60,23,0.0645491031378153,12,0.4717674352884988,False
62,2025-02-28,flexible,31,5,40,51,0.06479391756702682,12,0.47938143878717093,False
62,2025-02-28,regularized,15,4,40,14,0.08919022352415233,12,0.46814394315458646,False
63,2025-03-31,shallow,7,3,80,10,0.010866829787017038,12,0.43761372855795666,False
63,2025-03-31,balanced,15,4,60,9,0.013862875411764841,12,0.44345372998325305,False
63,2025-03-31,flexible,31,5,40,101,0.0396078431372549,12,0.43530223614280844,False
63,2025-03-31,regularized,15,4,40,1,0.04186768639402447,12,0.4600317133721799,True
64,2025-04-30,shallow,7,3,80,16,0.018867499212170735,12,0.45319870881237945,False
64,2025-04-30,balanced,15,4,60,1,0.034743101581523585,12,0.4503542574109464,True
64,2025-04-30,flexible,31,5,40,102,0.011036414565826333,12,0.448908984240221,False
64,2025-04-30,regularized,15,4,40,1,0.03114421405681807,12,0.45309383114591756,False
65,2025-05-30,shallow,7,3,80,9,0.0018421615425111837,12,0.4418317459211807,False
65,2025-05-30,balanced,15,4,60,1,0.008220727598552469,12,0.44216667765836926,True
65,2025-05-30,flexible,31,5,40,13,-0.025720059733825528,12,0.40951247148811315,False
65,2025-05-30,regularized,15,4,40,14,-0.01252850889391377,12,0.43327630845041293,False
66,2025-06-30,shallow,7,3,80,9,0.0018421615425111837,12,0.4418317459211807,False
66,2025-06-30,balanced,15,4,60,1,0.008220727598552469,12,0.44216667765836926,True
66,2025-06-30,flexible,31,5,40,13,-0.025720059733825528,12,0.40951247148811315,False
66,2025-06-30,regularized,15,4,40,14,-0.01252850889391377,12,0.43327630845041293,False
67,2025-07-31,shallow,7,3,80,2,0.06730501710981197,12,0.4743970727336035,True
67,2025-07-31,balanced,15,4,60,1,0.024285559751435922,12,0.4186701488263829,False
67,2025-07-31,flexible,31,5,40,1,0.018608785198826097,12,0.41667548577011854,False
67,2025-07-31,regularized,15,4,40,9,-0.013462154031571342,12,0.409199093576349,False
68,2025-08-29,shallow,7,3,80,2,0.02144928201828926,12,0.4554611862542833,False
68,2025-08-29,balanced,15,4,60,11,0.030231059596193394,12,0.4388918528386124,False
68,2025-08-29,flexible,31,5,40,3,0.08419569299162788,12,0.44899480410374043,True
68,2025-08-29,regularized,15,4,40,1,-0.003584951989257555,12,0.4199301226441346,False
69,2025-09-30,shallow,7,3,80,4,0.08267903354327708,12,0.45214343944294155,True
