scenario,model_name,as_of_date,observations,ic,q1_mean_excess_return,q2_mean_excess_return,q3_mean_excess_return,q4_mean_excess_return,q5_mean_excess_return,top_bottom_spread,top_quintile_precision,top_quintile_turnover
full,core_percentile_ensemble,2023-10-31,50,0.3808929261851632,-0.035438849219468924,-0.02731378438050055,-0.009473030051330055,0.017484907166490215,0.02002867089271887,0.05546752011218779,0.3,0.6
full,core_percentile_ensemble,2023-11-30,50,0.0888045739455913,-0.0064681001761317854,-0.0012088024544320342,0.017122206859213417,0.029526269954731642,-0.0025081312826467084,0.003959968893485077,0.3,0.7
full,core_percentile_ensemble,2023-12-29,50,-0.12171282155778103,0.015851848412112034,0.008366808202750287,-0.009950693792934295,-0.017809852488146972,0.00828098935211663,-0.007570859059995404,0.2,0.30000000000000004
full,core_percentile_ensemble,2024-01-31,50,0.12002305586264611,0.012015528134972864,0.013761295682218067,0.00024496579214254853,0.005538813409953869,0.017024933924262808,0.005009405789289944,0.2,0.4
full,core_percentile_ensemble,2024-02-29,50,0.14797560428683978,-0.005132620677620059,-0.013894979187199152,0.02606023661739847,-0.00294494244293918,0.011320167084546329,0.01645278776216639,0.2,0.30000000000000004
full,core_percentile_ensemble,2024-03-28,50,0.1328049990266105,-0.015481147093001824,-0.006783928951506968,0.00010678812599106413,0.001029984648382265,-0.013532941383037822,0.0019482057099640022,0.1,0.6
full,core_percentile_ensemble,2024-04-30,50,0.10416866883645565,0.009466393708403941,-0.0003651983089808963,0.01883178224019918,-0.004534109676885267,0.06287724062145243,0.05341084691304849,0.4,0.30000000000000004
full,core_percentile_ensemble,2024-05-31,50,0.09250276334191933,0.019902500893889796,-0.0006030923893415308,-0.031728648678168214,0.02004953690028415,0.04769566014921377,0.02779315925532397,0.2,0.4
full,core_percentile_ensemble,2024-06-28,50,0.00917475313658646,-0.002121911869460058,0.019718621240491695,-0.03940651717707476,0.0068613057838732725,-0.008931589800368744,-0.006809677930908685,0.3,0.30000000000000004
full,core_percentile_ensemble,2024-07-31,50,-0.07267400272988948,-0.006185733874761856,-0.011130829823276733,-0.0025329496932036456,-0.006285716165899713,-0.010069927000254341,-0.0038841931254924847,0.3,0.5
full,core_percentile_ensemble,2024-08-30,50,-0.03203881319549943,0.003073178848079572,0.004742087475709633,0.01726461517000698,0.027877894384856716,5.59298014302323e-05,-0.00301724904664934,0.1,0.4
full,core_percentile_ensemble,2024-09-30,50,0.14702563014537007,0.002989649565045438,-0.02600645865493374,-0.0004265001094104437,-0.005381186722295583,0.03792286308520994,0.0349332135201645,0.4,0.4
full,core_percentile_ensemble,2024-10-31,50,0.060510013245538286,-0.026775176253911938,-0.015300879484933994,-0.003253757291084547,0.04780098989389142,-0.001992629335780005,0.024782546918131934,0.2,0.7
full,core_percentile_ensemble,2024-11-29,50,0.03756455149517073,0.021385574659384243,-0.03287603249170146,0.010972092893800633,0.013005656194270809,0.06416660327697406,0.04278102861758981,0.2,0.30000000000000004
full,core_percentile_ensemble,2024-12-31,50,0.12655188325660488,-0.01483905906717703,0.014636764192202856,-0.021128237400170592,-0.0203622657133135,0.023397642719600865,0.03823670178677789,0.4,0.4
full,core_percentile_ensemble,2025-01-31,50,-0.22657733409770736,0.02238816019252209,-0.0025376072424024955,0.01249816828557836,0.005023310955308868,-0.04327177411160108,-0.06565993430412317,0.1,0.4
full,core_percentile_ensemble,2025-02-28,50,-0.3298033329499453,0.011352685588205968,0.03456956645503734,-0.02861368838101993,-0.0011188913930026856,-0.018294858120484748,-0.029647543708690716,0.1,0.5
full,core_percentile_ensemble,2025-03-31,50,0.09295511547640184,0.01981208875254418,-0.010563256484050742,-0.036906746153771944,-0.0038456223767224353,0.05993994913730738,0.0401278603847632,0.4,0.5
full,core_percentile_ensemble,2025-04-30,50,0.24274015426473308,-0.011339417456249867,-0.016152531483740896,-0.027108016858903294,0.03734348674321464,0.021936465975933996,0.033275883432183864,0.3,0.8
full,core_percentile_ensemble,2025-05-30,50,0.4514998116192351,-0.04130420117637494,-0.035204416923655404,0.04317309289027514,0.008934393578363087,0.027901429307036818,0.06920563048341176,0.4,0.4
full,core_percentile_ensemble,2025-06-30,50,-0.05216389092178452,-0.012336008862926628,-0.012909509196317026,0.03398836502613119,-0.009242582110055497,-0.020590329924096252,-0.008254321061169623,0.2,0.19999999999999996
full,core_percentile_ensemble,2025-07-31,50,0.1090350206191997,0.007100644976211712,-0.0120595504324142,0.003701310028401439,-0.0041146353477705564,0.024459623397463624,0.017358978421251912,0.3,0.4
full,core_percentile_ensemble,2025-08-29,50,-0.0793929078844762,0.023387533277245808,0.010686095883884106,-0.0149667197739774,0.05108754443192972,0.008244789976050082,-0.015142743301195727,0.2,0.30000000000000004
full,core_percentile_ensemble,2025-09-30,50,0.1714107454345934,-0.024720258562336606,0.023522857347391245,0.00922210530004015,0.026491186900289287,0.027383691426886025,0.05210394998922263,0.4,0.30000000000000004
full,core_percentile_ensemble,2025-10-31,50,-0.019980788280314632,-0.007976858444905088,-0.0033578737869886964,0.0017841052157139936,0.032212044820540076,-0.0355294213667303,-0.02755256292182521,0.2,0.5
full,core_percentile_ensemble,2025-11-28,50,0.19613399108826535,-0.01779852396862186,-0.0024415310658139288,0.022244265437581557,-0.014309799310548455,0.008535521527063305,0.026334045495685167,0.3,0.19999999999999996
full,core_percentile_ensemble,2025-12-31,50,-0.10184963942610832,-0.019778969376413602,-0.01161097970808338,-0.0004746845244467113,0.02610208688935345,-0.04979308688201049,-0.03001411750559689,0.2,0.4
full,core_percentile_ensemble,2026-01-30,50,-0.13169080223514637,0.011445115305970689,0.006506706876020174,0.004693474004216358,0.0044136032001620305,-0.004581015814088429,-0.016026131120059118,0.2,0.09999999999999998
full,core_percentile_ensemble,2026-02-27,50,-0.03261052323766024,-0.0012327192066094671,0.013260185033023963,-0.006764977649742076,0.04628363584585856,-0.014278359483414016,-0.013045640276804549,0.1,0.5
full,core_percentile_ensemble,2026-03-31,50,0.14871548619447778,0.032850664163829,-0.023671675674795344,0.05133679015104908,0.03083868844778196,0.07172774523546493,0.038877081071635934,0.2,0.5
full,core_percentile_ensemble,2026-04-30,50,0.06968423630486607,0.022835027101647597,0.0012924720299269277,0.03775713328652308,-0.017209628032604472,0.12491826360146467,0.10208323649981707,0.4,0.5
full,core_percentile_ensemble,2026-05-29,50,-0.09156639035827772,0.0008890150518589879,-0.017079436095794875,0.045943036356819456,-0.0015714615609171423,-0.06622870703225436,-0.06711772208411335,0.1,0.4
no_fundamentals,core_percentile_ensemble,2020-01-31,50,-0.0479358310634039,-0.005122054141219001,-0.006157078539727567,0.05241074689150436,-0.009233534197342231,-0.013047244140769677,-0.007925189999550676,0.1,
no_fundamentals,core_percentile_ensemble,2020-02-28,50,-0.0767106216989694,0.01695222836979595,0.0021801783770696304,-0.011434059485450654,0.030311488404845533,-0.04293277319264867,-0.05988500156244462,0.2,0.5
no_fundamentals,core_percentile_ensemble,2020-03-31,50,0.24133128672346224,-0.038222502718314254,0.0025145313003158477,0.014476330190680087,-0.02343727453937914,0.08798818388790923,0.12621068660622348,0.5,0.6
no_fundamentals,core_percentile_ensemble,2020-04-30,50,0.13310277565926376,0.001857866693247956,0.012846292498713673,0.010101495095083003,0.015041357100796727,0.035354925683689795,0.033497058990441836,0.3,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2020-05-29,50,0.02492855342876415,0.035806637954175734,-0.006121066070118253,0.021213995963744826,0.03524620821755646,0.020360094439729325,-0.01544654351444641,0.2,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2020-06-30,50,-0.14393084507628093,0.0285695997290382,-0.00274925890268255,0.026060885961490032,0.025583892390616148,-0.01306903294607531,-0.04163863267511351,0.3,0.5
no_fundamentals,core_percentile_ensemble,2020-07-31,50,-0.2016189248860251,0.0014423694609700833,0.022138376831003437,-0.0020507176856717434,0.08196775471053341,-0.050448465061932554,-0.051890834522902635,0.0,0.5
no_fundamentals,core_percentile_ensemble,2020-08-31,50,-0.00927171493270673,-0.02756295298641741,0.006016429042608662,-0.019350002094327367,-0.014243294525221972,-0.03778383829521599,-0.01022088530879858,0.1,0.19999999999999996
no_fundamentals,core_percentile_ensemble,2020-09-30,50,0.020509619102278023,-0.013271088821023513,0.01667211677164874,0.007790610485388772,0.004584121692338861,-0.0021271750550793888,0.011143913765944124,0.1,0.6
no_fundamentals,core_percentile_ensemble,2020-10-30,50,0.17704556442856387,-0.001440743790559651,-0.0009019505284228902,0.03428752135646533,-0.023175417435148858,0.12359430295702331,0.12503504674758295,0.5,0.5
no_fundamentals,core_percentile_ensemble,2020-11-30,50,0.09375600654609173,0.005015093449228192,0.006589273708235211,-0.0022302705025998735,0.015425555130447344,0.00753796260246462,0.0025228691532364284,0.3,0.5
no_fundamentals,core_percentile_ensemble,2020-12-31,50,0.13492159264238632,-0.023502058807706127,0.0013689257800256205,0.021046232673798994,-0.022449189944278025,0.021372240231927297,0.04487429903963343,0.3,0.4
no_fundamentals,core_percentile_ensemble,2021-01-29,50,0.12545026887284177,-0.0019782415659247653,0.022926374054247155,0.028881642253805618,0.00544918161016078,0.052069204365904696,0.05404744593182946,0.4,0.5
no_fundamentals,core_percentile_ensemble,2021-02-26,50,-0.30408262164103833,0.003187475612331203,0.021293917974973132,0.003955948355064731,-0.03624759233381343,-0.040565049549782614,-0.043752525162113816,0.2,0.5
no_fundamentals,core_percentile_ensemble,2021-03-31,50,-0.06752959980978435,-0.0013719381457471425,0.02966763767799967,0.006443188051519766,-0.02003072432258831,0.015433184893155694,0.016805123038902837,0.2,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2021-04-30,50,0.2155360803144307,-0.014762602249255196,-0.008876197531406105,-0.02109959351315066,0.007222052583603955,0.022652345922017057,0.03741494817127225,0.5,0.5
no_fundamentals,core_percentile_ensemble,2021-05-28,50,0.24782671798769665,0.009513776911385673,-0.01590768472171287,0.03730744368960539,0.004707637518349428,0.037503326982846606,0.027989550071460933,0.2,0.7
no_fundamentals,core_percentile_ensemble,2021-06-30,50,-0.04050548551117966,-0.002458931038813128,0.003265157419997222,0.007798651760705854,-0.014409651796598278,-0.022757797874842445,-0.020298866836029317,0.2,0.4
no_fundamentals,core_percentile_ensemble,2021-07-30,50,0.2564361265110573,-0.02842176036214472,0.007043871442237315,0.0013135589797123371,-0.005402769163602749,0.023634452110806625,0.05205621247295135,0.4,0.4
no_fundamentals,core_percentile_ensemble,2021-08-31,50,0.03630949589122067,0.012293414998369844,0.023349053773299745,0.015570996886378974,0.007534520263980627,0.06386613613071082,0.05157272113234097,0.4,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2021-09-30,50,0.23641866585361276,-0.0009288260143049953,-0.03224235930483258,-0.02548963856790921,0.020045054806778772,0.034349707796768714,0.03527853381107371,0.3,0.5
no_fundamentals,core_percentile_ensemble,2021-10-29,50,-0.030450758377953968,0.0033966591612081265,0.024128496339448958,-0.0024798929662014136,-0.004877889072172614,0.05582182450764457,0.052425165346436445,0.3,0.4
no_fundamentals,core_percentile_ensemble,2021-11-30,50,-0.09432784382322407,0.013196411700076793,0.007304023455663733,0.009327835062891565,-0.02496037282226591,-0.002281545180516076,-0.015477956880592869,0.2,0.5
no_fundamentals,core_percentile_ensemble,2021-12-31,50,-0.03669724923042668,0.008044943092069512,0.0007441415789140148,-0.0023683754216779263,0.03667702792519266,0.00527427400078978,-0.002770669091279732,0.3,0.5
no_fundamentals,core_percentile_ensemble,2022-01-31,50,0.03189011403506097,0.02892487018760248,8.957227236946474e-05,-0.02408197818332223,0.02429056739178518,0.016853844668413533,-0.012071025519188948,0.3,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2022-02-28,50,0.14970462790070743,-0.0052310195986751355,-0.012593936650160198,-0.03217119830253827,0.026344294565638693,0.02648137904864304,0.031712398647318174,0.4,0.7
no_fundamentals,core_percentile_ensemble,2022-03-31,50,0.042073918515911156,-0.030643414942906056,-0.002234155182346431,0.004758614399998895,-0.024865676975199702,-0.03355175753858682,-0.0029083425956807664,0.2,0.6
no_fundamentals,core_percentile_ensemble,2022-04-29,50,0.1665906196742354,0.009679544147871588,-0.027051738677106363,-0.024501934854555985,0.013959674599966776,0.02106454157050509,0.011384997422633502,0.3,0.5
no_fundamentals,core_percentile_ensemble,2022-05-31,50,-0.07362935740284453,0.02923055388312341,-0.03001489717936424,-0.00979190538364295,0.03583296280678262,-0.025011907898673035,-0.054242461781796446,0.1,0.6
no_fundamentals,core_percentile_ensemble,2022-06-30,50,0.23491835451687232,-0.027007487375735773,0.03071314110450727,-0.044721784442091315,0.059515262746594355,-0.002508007193279915,0.024499480182455857,0.2,0.4
no_fundamentals,core_percentile_ensemble,2022-07-29,50,0.06788374552315615,-0.004971693494583107,-0.0005491285722702743,0.01189357690699545,0.018249584584539902,0.006964405973747567,0.011936099468330675,0.2,0.5
no_fundamentals,core_percentile_ensemble,2022-08-31,50,-0.12148725497193848,0.0069122663524562086,0.004485769741597989,5.234922338546166e-05,-0.008484468809708956,0.008028896169181687,0.001116629816725478,0.3,0.5
no_fundamentals,core_percentile_ensemble,2022-09-30,50,0.05009485960284856,0.0001990736126904702,0.024173938615245683,-0.03651758502309679,-0.0401423145098674,0.03798887004956274,0.03778979643687227,0.3,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2022-10-31,50,0.2084814160530447,-0.03497702025773951,-0.02102734561295172,0.021524476685159222,-0.012222750810487603,0.01408961681476223,0.04906663707250174,0.4,0.6
no_fundamentals,core_percentile_ensemble,2022-11-30,50,-0.22121896570762223,-0.00898739548388502,0.01776009077884554,-0.01654937433407556,0.004552378858984385,-0.07717558684647009,-0.06818819136258507,0.1,0.4
no_fundamentals,core_percentile_ensemble,2022-12-30,50,0.3203727386702445,-0.026035436122427126,-0.017084355144944552,0.01471655155653997,0.0036002942110697654,0.13103771673124812,0.15707315285367524,0.5,0.19999999999999996
no_fundamentals,core_percentile_ensemble,2023-01-31,50,-0.022718540520646202,0.016653926927488027,-0.008162185264246224,0.01188810118207111,0.0015144782168429183,0.03831739326564422,0.021663466338156193,0.3,0.7
no_fundamentals,core_percentile_ensemble,2023-02-28,50,0.00999135420109939,0.040817682748161756,-0.03225415927612121,-0.053677810046584715,0.0003901397807321239,0.0365030590316094,-0.004314623716552356,0.4,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2023-03-31,50,-0.14442843836275504,-0.01044396261590701,0.011210819144601036,-0.011744829619861997,0.010084692908717552,-0.041835673562811496,-0.03139171094690449,0.1,0.5
no_fundamentals,core_percentile_ensemble,2023-04-28,50,0.07392286199689353,0.011612165763289184,0.0636781724315418,0.01052080732559325,0.012836270183925103,0.07233195078514382,0.060719785021854634,0.2,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2023-05-31,50,-0.032808148650725406,-0.003201255673068293,-0.012589055291564576,0.016370109580677285,0.00663545743727807,0.0011307722019227695,0.004332027874991063,0.2,0.4
no_fundamentals,core_percentile_ensemble,2023-06-30,50,0.3839873275797742,-0.02680054465603656,0.0075422311717712855,2.0488841538712776e-05,0.007622367709714128,0.06428586138701212,0.09108640604304868,0.6,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2023-07-31,50,-0.2056873975437865,0.019100263640577632,-0.004095356030529818,0.0030869888123611355,-0.006701392768009895,0.006790376460072034,-0.012309887180505599,0.2,0.4
no_fundamentals,core_percentile_ensemble,2023-08-31,50,0.023966764086118343,0.009700390032436713,-0.006474376825891271,-0.009310023671051836,-0.013301390712553929,0.006073906890403058,-0.0036264831420336546,0.1,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2023-09-29,50,0.0658965938399887,0.001429725393335335,0.012517975278612415,-0.011513530066809352,-0.027050342237968227,0.028752850960778807,0.02732312556744347,0.3,0.5
no_fundamentals,core_percentile_ensemble,2023-10-31,50,0.35691643680533186,0.00011381728433768057,-0.0727280092549711,-0.006170105233814993,0.015663755457336413,0.028408456155021543,0.028294638870683862,0.4,0.5
no_fundamentals,core_percentile_ensemble,2023-11-30,50,0.1799274781197505,-0.010197328936415128,0.0012415297988404793,0.02036586281956405,0.015011628657578513,0.010041750561166619,0.020239079497581747,0.4,0.5
no_fundamentals,core_percentile_ensemble,2023-12-29,50,-0.08535882891996932,0.011481738189920876,0.015729812832930602,-0.007901503900638929,-0.010274058625315819,-0.004296888810999044,-0.01577862700091992,0.3,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2024-01-31,50,0.2113200327624522,-0.026721542670840683,0.02193873878583359,0.022093888672810667,0.016183205066819573,0.015091247088927007,0.04181278975976769,0.2,0.4
no_fundamentals,core_percentile_ensemble,2024-02-29,50,0.19063401126098267,-0.01699976357442321,-0.011782895052700536,0.044775028596513854,-0.03405327363304359,0.03346876505783989,0.0504685286322631,0.3,0.4
no_fundamentals,core_percentile_ensemble,2024-03-28,50,0.12578344677383235,-0.02241231715954245,-0.015747970379829855,0.023692437075482676,-0.006660452806245831,-0.013532941383037822,0.008879375776504628,0.1,0.5
no_fundamentals,core_percentile_ensemble,2024-04-30,50,0.1357674910463123,0.01638018489156782,-0.006532003144014598,0.0012278486878898542,0.011013327434726017,0.0641867507140203,0.04780656582245248,0.4,0.19999999999999996
no_fundamentals,core_percentile_ensemble,2024-05-31,50,0.04866332401942898,0.02312039326328217,-0.005944075921910863,-0.031014822778226137,0.01586638208039981,0.05328808023233299,0.030167686969050818,0.2,0.4
no_fundamentals,core_percentile_ensemble,2024-06-28,50,0.00936689456353068,-0.004097207570724115,0.02906495893282728,-0.05428051319995462,0.000981584564899962,0.004451085450412895,0.00854829302113701,0.3,0.5
no_fundamentals,core_percentile_ensemble,2024-07-31,50,-0.07347820919810137,-0.01745098842163213,0.0001344247235935403,-0.004125803137843986,-0.002121033208658041,-0.012641756512855673,0.004809231908776456,0.3,0.4
no_fundamentals,core_percentile_ensemble,2024-08-30,50,-0.03608062146848172,0.0038885658896402166,-0.005077832639837643,0.01683039314126068,0.03849746953395037,-0.0011248902449304877,-0.005013456134570705,0.1,0.4
no_fundamentals,core_percentile_ensemble,2024-09-30,50,0.13977952983343828,0.005863249659563996,-0.011306320617818711,-0.022271664630324005,0.011730444198476853,0.025082658553717475,0.01921940889415348,0.4,0.4
no_fundamentals,core_percentile_ensemble,2024-10-31,50,0.045635781820222036,-0.022018642459409966,-0.013701251808618375,0.009088619456973012,0.005606642418906582,0.021503179920329685,0.04352182237973965,0.3,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2024-11-29,50,-0.09743443274778675,0.01385398081125604,-0.004933848554409426,0.009728743576448807,-0.001297833333523457,0.05930285203295631,0.04544887122170027,0.2,0.30000000000000004
no_fundamentals,core_percentile_ensemble,2024-12-31,50,0.12655188325660488,-0.01483905906717703,0.014636764192202856,-0.021128237400170592,-0.0203622657133135,0.023397642719600865,0.03823670178677789,0.4,0.30000000000000004
