month,strategy_name,monthly_return
2022-06-30,no_momentum,-0.09314720172713087
2022-06-30,spy_buy_and_hold,-0.08246033501617955
2022-07-31,full_ensemble,0.11301447181056967
2022-07-31,no_fundamentals,0.11058514071235548
2022-07-31,no_momentum,0.11965386720998517
2022-07-31,spy_buy_and_hold,0.09208731718815044
2022-08-31,full_ensemble,-0.029772738913604435
2022-08-31,no_fundamentals,-0.03204594132688687
2022-08-31,no_momentum,-0.032685135462317105
2022-08-31,spy_buy_and_hold,-0.040802082113971294
2022-09-30,full_ensemble,-0.08879314254173953
2022-09-30,no_fundamentals,-0.09589161586451089
2022-09-30,no_momentum,-0.08901476594548474
2022-09-30,spy_buy_and_hold,-0.09244577326810488
2022-10-31,full_ensemble,0.09483725303720458
2022-10-31,no_fundamentals,0.08478203943813245
2022-10-31,no_momentum,0.09230801778026776
2022-10-31,spy_buy_and_hold,0.08127572016460949
2022-11-30,full_ensemble,0.09111391751967113
2022-11-30,no_fundamentals,0.08670593575213026
2022-11-30,no_momentum,0.09272829831863993
2022-11-30,spy_buy_and_hold,0.0555914979447536
2022-12-31,full_ensemble,-0.06416780950136103
2022-12-31,no_fundamentals,-0.06998010397952681
2022-12-31,no_momentum,-0.06388220964616342
2022-12-31,spy_buy_and_hold,-0.05762854814249352
2023-01-31,full_ensemble,0.10086350487565277
2023-01-31,no_fundamentals,0.10646182647783808
2023-01-31,no_momentum,0.10581532046771991
2023-01-31,spy_buy_and_hold,0.06288756895121961
2023-02-28,full_ensemble,-0.02435147453020925
2023-02-28,no_fundamentals,-0.023030084798111417
2023-02-28,no_momentum,-0.03213436821572646
2023-02-28,spy_buy_and_hold,-0.025142575016329882
2023-03-31,full_ensemble,0.03275508920030701
2023-03-31,no_fundamentals,0.04940438886853782
2023-03-31,no_momentum,0.03679891167036997
2023-03-31,spy_buy_and_hold,0.03707761286041289
2023-04-30,full_ensemble,0.005469436457563148
2023-04-30,no_fundamentals,0.009247979363089076
2023-04-30,no_momentum,0.0051688822476154694
2023-04-30,spy_buy_and_hold,0.01597499793803414
2023-05-31,full_ensemble,0.032440721456651556
2023-05-31,no_fundamentals,0.007527167351795816
2023-05-31,no_momentum,0.020118040528590342
2023-05-31,spy_buy_and_hold,0.00461627734448089
2023-06-30,full_ensemble,0.07193023146783939
2023-06-30,no_fundamentals,0.07268213234713583
2023-06-30,no_momentum,0.07313866378025247
2023-06-30,spy_buy_and_hold,0.06479971073208635
2023-07-31,full_ensemble,0.05972739060801424
2023-07-31,no_fundamentals,0.05986371815707692
2023-07-31,no_momentum,0.06079969379144745
2023-07-31,spy_buy_and_hold,0.032733258256955056
2023-08-31,full_ensemble,-0.024025500819107592
2023-08-31,no_fundamentals,-0.02410246487351464
2023-08-31,no_momentum,-0.031403633599047076
2023-08-31,spy_buy_and_hold,-0.016251943528180823
2023-09-30,full_ensemble,-0.052133628502668006
2023-09-30,no_fundamentals,-0.051646929741100744
2023-09-30,no_momentum,-0.05014256174323539
2023-09-30,spy_buy_and_hold,-0.047434469020759984
2023-10-31,full_ensemble,-0.019372060518585976
2023-10-31,no_fundamentals,-0.008766825109058574
2023-10-31,no_momentum,-0.013342725261111466
2023-10-31,spy_buy_and_hold,-0.02170873513123417
2023-11-30,full_ensemble,0.08664453642039582
2023-11-30,no_fundamentals,0.09533590389419722
2023-11-30,no_momentum,0.09396062848905284
2023-11-30,spy_buy_and_hold,0.09134378602981763
2023-12-31,full_ensemble,0.059038485384879325
2023-12-31,no_fundamentals,0.05821301324154993
2023-12-31,no_momentum,0.06538389423627589
2023-12-31,spy_buy_and_hold,0.04565546814212795
2024-01-31,full_ensemble,0.008690008725987797
2024-01-31,no_fundamentals,0.009464566154543608
2024-01-31,no_momentum,0.012150101270132385
2024-01-31,spy_buy_and_hold,0.015926387625107896
2024-02-29,full_ensemble,0.06445742115628272
2024-02-29,no_fundamentals,0.06471913958624764
2024-02-29,no_momentum,0.05792385748636897
2024-02-29,spy_buy_and_hold,0.052186832260609606
2024-03-31,full_ensemble,0.03558837827137484
2024-03-31,no_fundamentals,0.03903258298728307
2024-03-31,no_momentum,0.031122852838646242
2024-03-31,spy_buy_and_hold,0.03270214795505644
2024-04-30,full_ensemble,-0.03097621360504954
2024-04-30,no_fundamentals,-0.03009875610569046
2024-04-30,no_momentum,-0.03379565115777772
2024-04-30,spy_buy_and_hold,-0.04031974376591485
2024-05-31,full_ensemble,0.0454490068507325
2024-05-31,no_fundamentals,0.059946741366391665
2024-05-31,no_momentum,0.057804485475784206
2024-05-31,spy_buy_and_hold,0.05057953788934255
2024-06-30,full_ensemble,0.02498561623393969
2024-06-30,no_fundamentals,0.030331235271007007
2024-06-30,no_momentum,0.029532281388074066
2024-06-30,spy_buy_and_hold,0.035280338618985496
2024-07-31,full_ensemble,0.02236878688282773
2024-07-31,no_fundamentals,0.025689338553868124
2024-07-31,no_momentum,0.027520294730141392
2024-07-31,spy_buy_and_hold,0.012109000174276296
2024-08-31,full_ensemble,0.03415361630727576
2024-08-31,no_fundamentals,0.03667484152495737
2024-08-31,no_momentum,0.032795091468897475
2024-08-31,spy_buy_and_hold,0.023365738515667367
2024-09-30,full_ensemble,0.02956925499878338
2024-09-30,no_fundamentals,0.02658317131565746
2024-09-30,no_momentum,0.030769502619778066
2024-09-30,spy_buy_and_hold,0.021004553657945513
2024-10-31,full_ensemble,-0.0078248448301933
2024-10-31,no_fundamentals,-0.011240434198204197
2024-10-31,no_momentum,-0.007028950731986727
2024-10-31,spy_buy_and_hold,-0.008923538766049122
2024-11-30,full_ensemble,0.07514694816563638
2024-11-30,no_fundamentals,0.07185650339932637
2024-11-30,no_momentum,0.07728261863418284
2024-11-30,spy_buy_and_hold,0.05963352849400971
2024-12-31,full_ensemble,-0.010313524022727782
2024-12-31,no_fundamentals,-0.024932449147159863
2024-12-31,no_momentum,-0.01572670132371079
2024-12-31,spy_buy_and_hold,-0.024060167942029476
2025-01-31,full_ensemble,0.054336408118837554
2025-01-31,no_fundamentals,0.053747552616200345
2025-01-31,no_momentum,0.05356585125904223
2025-01-31,spy_buy_and_hold,0.026856343038532904
2025-02-28,full_ensemble,-0.008979762521996726
2025-02-28,no_fundamentals,-0.012085185519583153
2025-02-28,no_momentum,-0.016509769109420036
2025-02-28,spy_buy_and_hold,-0.01269494148854089
2025-03-31,full_ensemble,-0.07614148858823055
2025-03-31,no_fundamentals,-0.07520301780316885
2025-03-31,no_momentum,-0.07025373242364674
2025-03-31,spy_buy_and_hold,-0.05571921225653609
2025-04-30,full_ensemble,-0.01562016872998706
2025-04-30,no_fundamentals,-0.011640159478879974
2025-04-30,no_momentum,-0.021559683977142474
2025-04-30,spy_buy_and_hold,-0.00867016718950231
2025-05-31,full_ensemble,0.06381502035492459
2025-05-31,no_fundamentals,0.05779249103819595
2025-05-31,no_momentum,0.05766488587887797
2025-05-31,spy_buy_and_hold,0.06284494004594943
2025-06-30,full_ensemble,0.07261479478028088
2025-06-30,no_fundamentals,0.07684430277109922
2025-06-30,no_momentum,0.07276741956026167
2025-06-30,spy_buy_and_hold,0.05138634041645607
2025-07-31,full_ensemble,0.003447635676144367
2025-07-31,no_fundamentals,0.012372226338114745
2025-07-31,no_momentum,-0.001072302344437781
2025-07-31,spy_buy_and_hold,0.023031446515752618
2025-08-31,full_ensemble,0.039712971548231835
2025-08-31,no_fundamentals,0.04244487307996492
2025-08-31,no_momentum,0.04711255567159944
2025-08-31,spy_buy_and_hold,0.020519484044388525
2025-09-30,full_ensemble,0.03633357099131462
2025-09-30,no_fundamentals,0.0354008495471847
2025-09-30,no_momentum,0.034369685973439035
2025-09-30,spy_buy_and_hold,0.035620434185299255
2025-10-31,full_ensemble,0.027634233210684256
2025-10-31,no_fundamentals,0.04085084275078099
2025-10-31,no_momentum,0.030532420626106394
2025-10-31,spy_buy_and_hold,0.023837393576300547
2025-11-30,full_ensemble,-0.0005399418417142421
2025-11-30,no_fundamentals,0.013827125830933928
2025-11-30,no_momentum,0.00475843889414862
2025-11-30,spy_buy_and_hold,0.0019500049129077546
2025-12-31,full_ensemble,0.0037429041279655184
2025-12-31,no_fundamentals,-0.0036338505432816914
2025-12-31,no_momentum,-0.00018743770397666726
2025-12-31,spy_buy_and_hold,0.0007975029584423865
2026-01-31,full_ensemble,0.015658786017598958
2026-01-31,no_fundamentals,0.020452964926579886
2026-01-31,no_momentum,0.015382028036162954
2026-01-31,spy_buy_and_hold,0.014737728839574693
2026-02-28,full_ensemble,0.0011643646388066475
2026-02-28,no_fundamentals,0.010117379006838956
2026-02-28,no_momentum,0.006258457736702638
2026-02-28,spy_buy_and_hold,-0.008641958340224298
2026-03-31,full_ensemble,-0.03450608541935196
2026-03-31,no_fundamentals,-0.032807750785462386
2026-03-31,no_momentum,-0.03442070056282509
2026-03-31,spy_buy_and_hold,-0.04937956664344367
2026-04-30,full_ensemble,0.1061181471287751
2026-04-30,no_fundamentals,0.10428676265408332
2026-04-30,no_momentum,0.10107206979685524
2026-04-30,spy_buy_and_hold,0.10505268686597247
2026-05-31,full_ensemble,0.04691206360268807
2026-05-31,no_fundamentals,0.04482685907826145
2026-05-31,no_momentum,0.051109772271557
2026-05-31,spy_buy_and_hold,0.05262575303750339
2026-06-30,full_ensemble,-0.034375059417782405
2026-06-30,no_fundamentals,-0.028682611794098034
2026-06-30,no_momentum,-0.027522457856898885
2026-06-30,spy_buy_and_hold,-0.010292566443839246
