fold_id,test_date,feature,gain,gain_share,split_count
8,2020-08-31,tech__reversal_1m_sector_neutral,35.71603012084961,0.02301074084605016,8
8,2020-08-31,tech__volatility_20d_sector_neutral,13.407229900360107,0.00863786629299837,5
8,2020-08-31,tech__volatility_60d_sector_neutral,149.92304369062185,0.09659081072400805,21
8,2020-08-31,tech__downside_volatility_60d_sector_neutral,32.00859256088734,0.020622152735710223,11
8,2020-08-31,tech__beta_60d_market_sector_neutral,64.17323052883148,0.041344840732754115,24
8,2020-08-31,tech__max_drawdown_126d_sector_neutral,92.31577396392822,0.059476216799538455,24
8,2020-08-31,tech__distance_sma_50d_sector_neutral,14.498219966888428,0.009340757672626902,6
8,2020-08-31,tech__distance_sma_200d_sector_neutral,20.443159699440002,0.013170899686402227,6
8,2020-08-31,tech__sma_50_200_spread_sector_neutral,181.89250075817108,0.117187749663783,27
8,2020-08-31,tech__positive_day_ratio_60d_sector_neutral,20.97979974746704,0.013516640381294113,5
8,2020-08-31,tech__average_dollar_volume_20d_sector_neutral,287.0702142715454,0.18495051893705497,50
8,2020-08-31,tech__dollar_volume_change_20d_60d_sector_neutral,13.077059864997864,0.008425147883557431,6
8,2020-08-31,tech__amihud_illiquidity_20d_sector_neutral,269.1380769610405,0.17339739382567992,52
8,2020-08-31,tech__zero_volume_ratio_60d_sector_neutral,0.0,0.0,0
9,2020-09-30,tech__momentum_12_1_sector_neutral,15.231904864311218,0.012686716299405444,7
9,2020-09-30,tech__momentum_6_1_sector_neutral,235.4578074812889,0.19611377766639018,20
9,2020-09-30,tech__return_3m_sector_neutral,42.20345950126648,0.03515143524829432,9
9,2020-09-30,tech__return_1m_sector_neutral,20.261549949645996,0.0168759284073309,6
9,2020-09-30,tech__return_1w_sector_neutral,23.4300400018692,0.01951497682236063,7
9,2020-09-30,tech__reversal_1m_sector_neutral,24.476086676120758,0.02038623340585336,6
9,2020-09-30,tech__volatility_20d_sector_neutral,1.7168300151824951,0.0014299547910096,1
9,2020-09-30,tech__volatility_60d_sector_neutral,68.43544030189514,0.05700016010271359,8
9,2020-09-30,tech__downside_volatility_60d_sector_neutral,49.32729207724333,0.04108490474281823,9
9,2020-09-30,tech__beta_60d_market_sector_neutral,22.586611926555634,0.018812482104478827,8
9,2020-09-30,tech__max_drawdown_126d_sector_neutral,87.7361592054367,0.07307580837422584,17
9,2020-09-30,tech__distance_sma_50d_sector_neutral,25.116208910942078,0.020919393851803053,7
9,2020-09-30,tech__distance_sma_200d_sector_neutral,32.17433047294617,0.026798132372135287,7
9,2020-09-30,tech__sma_50_200_spread_sector_neutral,117.13614118099213,0.09756317445576101,15
9,2020-09-30,tech__positive_day_ratio_60d_sector_neutral,9.666020035743713,0.00805086790065076,4
9,2020-09-30,tech__average_dollar_volume_20d_sector_neutral,211.42662847042084,0.1760981096874334,34
9,2020-09-30,tech__dollar_volume_change_20d_60d_sector_neutral,30.85542923025787,0.02569961409474475,10
9,2020-09-30,tech__amihud_illiquidity_20d_sector_neutral,183.38044705986977,0.15273832967259085,32
9,2020-09-30,tech__zero_volume_ratio_60d_sector_neutral,0.0,0.0,0
10,2020-10-30,tech__momentum_12_1_sector_neutral,46.822570860385895,0.026971350101647504,18
10,2020-10-30,tech__momentum_6_1_sector_neutral,150.9353876709938,0.08694377751578063,27
10,2020-10-30,tech__return_3m_sector_neutral,28.088721930980682,0.01618003324437834,11
10,2020-10-30,tech__return_1m_sector_neutral,39.46183001995087,0.022731319822087755,15
10,2020-10-30,tech__return_1w_sector_neutral,73.00551977753639,0.04205359503099392,30
10,2020-10-30,tech__reversal_1m_sector_neutral,37.277989625930786,0.02147335549524921,13
10,2020-10-30,tech__volatility_20d_sector_neutral,28.874417066574097,0.016632619639910504,12
10,2020-10-30,tech__volatility_60d_sector_neutral,104.08595708012581,0.05995695532062872,29
10,2020-10-30,tech__downside_volatility_60d_sector_neutral,39.571382492780685,0.022794425671358712,18
10,2020-10-30,tech__beta_60d_market_sector_neutral,49.0699627995491,0.028265922221310302,20
10,2020-10-30,tech__max_drawdown_126d_sector_neutral,72.32521837949753,0.041661718915608076,25
10,2020-10-30,tech__distance_sma_50d_sector_neutral,35.80517715215683,0.020624966777280734,17
10,2020-10-30,tech__distance_sma_200d_sector_neutral,46.182630717754364,0.026602723404867468,14
10,2020-10-30,tech__sma_50_200_spread_sector_neutral,269.37497651576996,0.15516889967220454,37
10,2020-10-30,tech__positive_day_ratio_60d_sector_neutral,24.071210950613022,0.013865813986495066,15
10,2020-10-30,tech__average_dollar_volume_20d_sector_neutral,370.3658773303032,0.2133430001732526,57
10,2020-10-30,tech__dollar_volume_change_20d_60d_sector_neutral,46.52467918395996,0.026799754639253787,17
10,2020-10-30,tech__amihud_illiquidity_20d_sector_neutral,274.16787600517273,0.15792976836769215,54
10,2020-10-30,tech__zero_volume_ratio_60d_sector_neutral,0.0,0.0,0
11,2020-11-30,tech__momentum_12_1_sector_neutral,46.822570860385895,0.026971350101647504,18
11,2020-11-30,tech__momentum_6_1_sector_neutral,150.9353876709938,0.08694377751578063,27
11,2020-11-30,tech__return_3m_sector_neutral,28.088721930980682,0.01618003324437834,11
11,2020-11-30,tech__return_1m_sector_neutral,39.46183001995087,0.022731319822087755,15
11,2020-11-30,tech__return_1w_sector_neutral,73.00551977753639,0.04205359503099392,30
11,2020-11-30,tech__reversal_1m_sector_neutral,37.277989625930786,0.02147335549524921,13
11,2020-11-30,tech__volatility_20d_sector_neutral,28.874417066574097,0.016632619639910504,12
11,2020-11-30,tech__volatility_60d_sector_neutral,104.08595708012581,0.05995695532062872,29
11,2020-11-30,tech__downside_volatility_60d_sector_neutral,39.571382492780685,0.022794425671358712,18
11,2020-11-30,tech__beta_60d_market_sector_neutral,49.0699627995491,0.028265922221310302,20
11,2020-11-30,tech__max_drawdown_126d_sector_neutral,72.32521837949753,0.041661718915608076,25
11,2020-11-30,tech__distance_sma_50d_sector_neutral,35.80517715215683,0.020624966777280734,17
11,2020-11-30,tech__distance_sma_200d_sector_neutral,46.182630717754364,0.026602723404867468,14
11,2020-11-30,tech__sma_50_200_spread_sector_neutral,269.37497651576996,0.15516889967220454,37
11,2020-11-30,tech__positive_day_ratio_60d_sector_neutral,24.071210950613022,0.013865813986495066,15
11,2020-11-30,tech__average_dollar_volume_20d_sector_neutral,370.3658773303032,0.2133430001732526,57
11,2020-11-30,tech__dollar_volume_change_20d_60d_sector_neutral,46.52467918395996,0.026799754639253787,17
11,2020-11-30,tech__amihud_illiquidity_20d_sector_neutral,274.16787600517273,0.15792976836769215,54
11,2020-11-30,tech__zero_volume_ratio_60d_sector_neutral,0.0,0.0,0
12,2020-12-31,tech__momentum_12_1_sector_neutral,89.70862252265215,0.02661977792682885,67
12,2020-12-31,tech__momentum_6_1_sector_neutral,416.25252416729927,0.12351710954002819,136
12,2020-12-31,tech__return_3m_sector_neutral,183.19834727048874,0.05436154500835275,135
12,2020-12-31,tech__return_1m_sector_neutral,79.12629325687885,0.02347961985637876,51
12,2020-12-31,tech__return_1w_sector_neutral,147.7084038257599,0.04383040110525866,101
12,2020-12-31,tech__reversal_1m_sector_neutral,92.87867185473442,0.027560445689460186,60
12,2020-12-31,tech__volatility_20d_sector_neutral,75.70842918753624,0.022465416539556967,61
12,2020-12-31,tech__volatility_60d_sector_neutral,241.3493798673153,0.07161704989086763,88
12,2020-12-31,tech__downside_volatility_60d_sector_neutral,131.86669862270355,0.039129596850002536,93
12,2020-12-31,tech__beta_60d_market_sector_neutral,135.97637295722961,0.04034908517855254,94
12,2020-12-31,tech__max_drawdown_126d_sector_neutral,206.10241462290287,0.06115800636733127,119
12,2020-12-31,tech__distance_sma_50d_sector_neutral,183.59372454881668,0.05447886768091688,135
12,2020-12-31,tech__distance_sma_200d_sector_neutral,126.68992668390274,0.037593462245395046,70
12,2020-12-31,tech__sma_50_200_spread_sector_neutral,249.78063318133354,0.07411890628496545,100
12,2020-12-31,tech__positive_day_ratio_60d_sector_neutral,104.63443787395954,0.031048804689873047,89
12,2020-12-31,tech__average_dollar_volume_20d_sector_neutral,418.35549917817116,0.12414113793552545,153
12,2020-12-31,tech__dollar_volume_change_20d_60d_sector_neutral,120.96851649880409,0.035895713865442325,98
12,2020-12-31,tech__amihud_illiquidity_20d_sector_neutral,366.10001105442643,0.10863505334526345,145
12,2020-12-31,tech__zero_volume_ratio_60d_sector_neutral,0.0,0.0,0
13,2021-01-29,tech__momentum_12_1_sector_neutral,89.70862252265215,0.02661977792682885,67
13,2021-01-29,tech__momentum_6_1_sector_neutral,416.25252416729927,0.12351710954002819,136
13,2021-01-29,tech__return_3m_sector_neutral,183.19834727048874,0.05436154500835275,135
13,2021-01-29,tech__return_1m_sector_neutral,79.12629325687885,0.02347961985637876,51
13,2021-01-29,tech__return_1w_sector_neutral,147.7084038257599,0.04383040110525866,101
13,2021-01-29,tech__reversal_1m_sector_neutral,92.87867185473442,0.027560445689460186,60
13,2021-01-29,tech__volatility_20d_sector_neutral,75.70842918753624,0.022465416539556967,61
13,2021-01-29,tech__volatility_60d_sector_neutral,241.3493798673153,0.07161704989086763,88
13,2021-01-29,tech__downside_volatility_60d_sector_neutral,131.86669862270355,0.039129596850002536,93
13,2021-01-29,tech__beta_60d_market_sector_neutral,135.97637295722961,0.04034908517855254,94
13,2021-01-29,tech__max_drawdown_126d_sector_neutral,206.10241462290287,0.06115800636733127,119
13,2021-01-29,tech__distance_sma_50d_sector_neutral,183.59372454881668,0.05447886768091688,135
13,2021-01-29,tech__distance_sma_200d_sector_neutral,126.68992668390274,0.037593462245395046,70
13,2021-01-29,tech__sma_50_200_spread_sector_neutral,249.78063318133354,0.07411890628496545,100
13,2021-01-29,tech__positive_day_ratio_60d_sector_neutral,104.63443787395954,0.031048804689873047,89
13,2021-01-29,tech__average_dollar_volume_20d_sector_neutral,418.35549917817116,0.12414113793552545,153
13,2021-01-29,tech__dollar_volume_change_20d_60d_sector_neutral,120.96851649880409,0.035895713865442325,98
13,2021-01-29,tech__amihud_illiquidity_20d_sector_neutral,366.10001105442643,0.10863505334526345,145
13,2021-01-29,tech__zero_volume_ratio_60d_sector_neutral,0.0,0.0,0
