signal_date,execution_date,strategy_name,pre_trade_nav,post_cost_investable_value,cash_before,cash_after,transaction_cost,transaction_cost_fraction,buy_notional,sell_notional,traded_notional,two_way_turnover,one_way_turnover,holdings_before,holdings_after,maximum_target_weight,maximum_sector_target_weight
2020-03-31,2020-04-01,universe_equal_weight,788923.7336481003,788842.7977924502,-3.6940335235158273e-09,2.9561988412751816e-09,80.93585564703756,0.0001025902152452407,40427.45989569182,40508.395751345735,80935.85564703755,0.1025902152452407,0.051346402730247334,50,50,0.02,0.16
2020-04-30,2020-05-01,elastic_net_score_weighted,933307.8274714272,932645.8000521644,1.4210854715202004e-10,1.8388846001471393e-09,662.0274192609596,0.0007093344765516041,330682.6959208484,331344.7233401111,662027.4192609596,0.7093344765516041,0.3550219055140787,25,25,0.05,0.18289722556878416
2020-04-30,2020-05-01,elastic_net_top20_equal_weight,918517.0142960835,917814.7905401012,-9.413724910700694e-09,-7.02016222930979e-10,702.2237559829408,0.0007645190508758277,350760.76611347456,351462.9898694663,702223.7559829408,0.7645190508758277,0.38264178496335655,20,20,0.05,0.15000000000000002
2020-04-30,2020-05-01,momentum_3m_top20_equal_weight,905238.830846585,905001.469143699,1.1726797310984693e-09,8.314970045830705e-09,237.361702877513,0.0002622089274004418,118562.17058731418,118799.53229019887,237361.70287751302,0.2622089274004418,0.1312355681639251,20,20,0.05,0.15000000000000002
2020-04-30,2020-05-01,ridge_top20_equal_weight,913631.9915199423,912933.5024569359,-9.322775440523401e-09,-3.7471181713044643e-10,698.4890630066184,0.0007645190508758275,348895.28697180137,349593.776034817,698489.0630066184,0.7645190508758275,0.3826417849633566,20,20,0.05,0.2
2020-04-30,2020-05-01,universe_equal_weight,911922.6395745941,911870.8934244975,2.9561988412751816e-09,-9.384280019730795e-10,51.74615009746759,5.67440129807577e-05,25847.20197368694,25898.948123780643,51746.15009746759,0.056744012980757694,0.02840037849686716,50,50,0.02,0.16
2020-05-29,2020-06-01,elastic_net_score_weighted,987940.7575053305,987149.152559175,1.8388846001471393e-09,4.1263774619437754e-09,791.6049461513239,0.0008012676267656188,395406.67060258513,396198.27554873883,791604.946151324,0.8012676267656189,0.40103444719619347,25,25,0.05,0.15755590376547995
2020-05-29,2020-06-01,elastic_net_top20_equal_weight,972049.717089564,971145.7410598684,-7.02016222930979e-10,9.338123163615819e-09,903.9760296862556,0.0009299689242160069,451536.0268282797,452440.00285797584,903976.0296862556,0.9299689242160069,0.4654494465701165,20,20,0.05,0.15000000000000002
2020-05-29,2020-06-01,momentum_3m_top20_equal_weight,962619.7749225454,962111.7765081997,8.314970045830705e-09,3.0112232707324438e-09,507.9984143426565,0.0005277248894907973,253745.20796415955,254253.20637849686,507998.41434265644,0.5277248894907973,0.26412630719014124,20,20,0.05,0.2
2020-05-29,2020-06-01,ridge_top20_equal_weight,968442.0929861217,967538.4258849004,-3.7471181713044643e-10,-8.191136657842435e-10,903.6671012218618,0.000933114233433895,451381.71706032014,452285.3841615416,903667.1012218618,0.933114233433895,0.4670236738336642,20,20,0.05,0.15000000000000002
2020-05-29,2020-06-01,universe_equal_weight,973631.2068790832,973586.6047981693,-9.384280019730795e-10,-8.334552603628254e-09,44.60208092217721,4.5810036292023264e-05,22278.739420631202,22323.341501546,44602.08092217721,0.04581003629202326,0.02292792316415385,50,50,0.02,0.16
2020-06-30,2020-07-01,elastic_net_score_weighted,1035110.3828490246,1034112.5603283148,4.1263774619437754e-09,6.298932930803858e-09,997.8225207035305,0.0009639769219173867,498412.3490914123,499410.17161211796,997822.5207035304,0.9639769219173867,0.482470449419653,25,25,0.05,0.17861776043516264
2020-06-30,2020-07-01,elastic_net_top20_equal_weight,1020110.3138741149,1019042.2503459454,9.338123163615819e-09,-8.19431988929864e-09,1068.063528177723,0.0010470078712580546,533497.7323247815,534565.7958529416,1068063.5281777228,1.0470078712580544,0.5240274395646477,20,20,0.05,0.2
2020-06-30,2020-07-01,momentum_3m_top20_equal_weight,1000726.9756408769,999707.9919383093,3.0112232707324438e-09,3.7239260564092547e-09,1018.9837025639149,0.0010182434643688366,508982.3594306751,510001.34313323966,1018983.7025639149,1.0182434643688367,0.509630853916603,20,20,0.05,0.2
2020-06-30,2020-07-01,ridge_top20_equal_weight,1014187.0086192371,1013026.3771449525,-8.191136657842435e-10,-2.724846126511693e-09,1160.6314742872964,0.001144395919513341,579735.4214065054,580896.0528807909,1160631.4742872964,1.1443959195133409,0.5727701577164261,20,20,0.05,0.2
2020-06-30,2020-07-01,universe_equal_weight,995883.5324715282,995833.4017307432,-8.334552603628254e-09,5.709850370294589e-10,50.13074078435256,5.033795534297157e-05,25040.305021779648,25090.435762572906,50130.74078435256,0.050337955342971565,0.02519414664916174,50,50,0.02,0.16
2020-07-31,2020-08-03,elastic_net_score_weighted,1091817.9326104224,1091118.9898546808,6.298932930803858e-09,-6.900677362864371e-09,698.9427557486664,0.000640164202173862,349121.90649646544,349820.8492522009,698942.7557486664,0.6401642021738619,0.32040218318801184,25,25,0.05,0.17533799134315922
