as_of_date,sector,portfolio_weight,universe_equal_weight,active_weight,positions,component_risk,risk_contribution_share
2022-04-29,Communication Services,0.05,0.08,-0.03,1,0.013712464541422737,0.07521053961396848
2022-04-29,Consumer Staples,0.05,0.1,-0.05,1,0.006594398949641059,0.036169158500579196
2022-04-29,Energy,0.05,0.06,-0.009999999999999995,1,0.004771139317688166,0.026168889011363446
2022-04-29,Industrials,0.05,0.1,-0.05,1,0.007694754264924381,0.042204420563030476
2022-04-29,Real Estate,0.05,0.02,0.030000000000000002,1,0.005758145799341693,0.03158245196814642
2022-05-31,Information Technology,0.25,0.16,0.09,5,0.0657579920135437,0.32312255844848947
2022-05-31,Communication Services,0.1,0.08,0.020000000000000004,2,0.03247224431093372,0.15956257694353326
2022-05-31,Consumer Discretionary,0.1,0.12,-0.01999999999999999,2,0.028948275260883023,0.14224644759592253
2022-05-31,Consumer Staples,0.1,0.1,0.0,2,0.011824490512843438,0.058103350024327524
2022-05-31,Financials,0.1,0.14,-0.04000000000000001,2,0.019049505212603405,0.09360573023894161
2022-05-31,Health Care,0.1,0.14,-0.04000000000000001,2,0.014031358187714196,0.06894748786105828
2022-05-31,Energy,0.05,0.06,-0.009999999999999995,1,0.006067558151115529,0.029814853727888054
2022-05-31,Industrials,0.05,0.1,-0.05,1,0.005686965426162811,0.027944691771174483
2022-05-31,Materials,0.05,0.04,0.010000000000000002,1,0.006944145803742047,0.03412224262995031
