strategy_name,as_of_date,constraint_set,holdings,weight_sum,minimum_weight,maximum_weight,maximum_sector_weight,top_ten_concentration,weight_sum_ok,long_only_ok,asset_cap_ok,sector_cap_required,sector_cap_ok,constraints_pass
elastic_net_top20_equal_weight,2023-06-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2023-06-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2023-06-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2023-06-30,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2023-07-31,active_long_only,25,1.0,0.0,0.05,0.16516940533476615,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2023-07-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2023-07-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2023-07-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2023-07-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2023-08-31,active_long_only,25,1.0,0.0,0.05,0.16229306523981185,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2023-08-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2023-08-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2023-08-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2023-08-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2023-09-29,active_long_only,25,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2023-09-29,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2023-09-29,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2023-09-29,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2023-09-29,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2023-10-31,active_long_only,25,1.0,0.0,0.05,0.16351905855384463,0.499960290159801,True,True,True,True,True,True
elastic_net_top20_equal_weight,2023-10-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2023-10-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2023-10-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2023-10-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2023-11-30,active_long_only,25,0.9999999999999999,0.0,0.05,0.16502568245360016,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2023-11-30,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2023-11-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2023-11-30,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2023-11-30,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2023-12-29,active_long_only,25,0.9999999999999998,0.0,0.05,0.17252804796936505,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2023-12-29,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2023-12-29,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2023-12-29,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2023-12-29,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2024-01-31,active_long_only,25,0.9999999999999999,0.0,0.05,0.1691371393091663,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2024-01-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2024-01-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2024-01-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2024-01-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2024-02-29,active_long_only,25,0.9999999999999999,0.0,0.05,0.14066828624484534,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2024-02-29,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2024-02-29,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2024-02-29,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2024-02-29,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2024-03-28,active_long_only,25,1.0,0.0,0.05,0.1660514011725866,0.49999999999999994,True,True,True,True,True,True
elastic_net_top20_equal_weight,2024-03-28,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2024-03-28,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2024-03-28,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2024-03-28,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2024-04-30,active_long_only,25,0.9999999999999998,0.0,0.05,0.15318152794577447,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2024-04-30,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2024-04-30,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2024-04-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2024-04-30,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2024-05-31,active_long_only,25,1.0,0.0,0.05,0.1626895596706985,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2024-05-31,active_long_only,20,1.0000000000000002,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2024-05-31,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2024-05-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2024-05-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2024-06-28,active_long_only,25,1.0,0.0,0.05,0.16426625011345095,0.4999999999999999,True,True,True,True,True,True
elastic_net_top20_equal_weight,2024-06-28,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2024-06-28,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2024-06-28,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2024-06-28,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2024-07-31,active_long_only,25,0.9999999999999998,0.0,0.05,0.18422764945336567,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2024-07-31,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2024-07-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2024-07-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2024-07-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2024-08-30,active_long_only,25,1.0,0.0,0.05,0.15447722181859963,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2024-08-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2024-08-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2024-08-30,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2024-08-30,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2024-09-30,active_long_only,25,0.9999999999999999,0.0,0.05,0.15791343782033837,0.49999999999999983,True,True,True,True,True,True
elastic_net_top20_equal_weight,2024-09-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2024-09-30,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2024-09-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2024-09-30,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2024-10-31,active_long_only,25,0.9999999999999999,0.0,0.05,0.17540628967530325,0.4999999999999998,True,True,True,True,True,True
elastic_net_top20_equal_weight,2024-10-31,active_long_only,20,1.0000000000000002,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2024-10-31,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2024-10-31,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2024-10-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2024-11-29,active_long_only,25,1.0,0.0,0.05,0.2189440001091435,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2024-11-29,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2024-11-29,active_long_only,20,1.0000000000000002,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2024-11-29,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2024-11-29,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2024-12-31,active_long_only,25,0.9999999999999999,0.0,0.05,0.17848863884953325,0.49999999999999994,True,True,True,True,True,True
elastic_net_top20_equal_weight,2024-12-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2024-12-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2024-12-31,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2024-12-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2025-01-31,active_long_only,25,0.9999999999999999,0.0,0.05,0.16774413312306677,0.49999999999999967,True,True,True,True,True,True
elastic_net_top20_equal_weight,2025-01-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2025-01-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2025-01-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2025-01-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2025-02-28,active_long_only,25,0.9999999999999999,0.0,0.05,0.15363104324850807,0.4974522808592743,True,True,True,True,True,True
elastic_net_top20_equal_weight,2025-02-28,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2025-02-28,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2025-02-28,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2025-02-28,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2025-03-31,active_long_only,25,1.0,0.0,0.05,0.16237590385660114,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2025-03-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2025-03-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2025-03-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2025-03-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2025-04-30,active_long_only,25,0.9999999999999998,0.0,0.05,0.1695746634020488,0.49999999999999967,True,True,True,True,True,True
elastic_net_top20_equal_weight,2025-04-30,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2025-04-30,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2025-04-30,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2025-04-30,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2025-05-30,active_long_only,25,0.9999999999999999,0.0,0.05,0.20582352443615912,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2025-05-30,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2025-05-30,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2025-05-30,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2025-05-30,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2025-06-30,active_long_only,25,1.0,0.0,0.05,0.22959262053812202,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2025-06-30,active_long_only,20,1.0,0.0,0.05,0.25,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2025-06-30,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2025-06-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2025-06-30,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2025-07-31,active_long_only,25,0.9999999999999999,0.0,0.05,0.21456954533191383,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2025-07-31,active_long_only,20,1.0,0.0,0.05,0.25,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2025-07-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2025-07-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2025-07-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2025-08-29,active_long_only,25,1.0,0.0,0.05,0.17290431720086583,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2025-08-29,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2025-08-29,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2025-08-29,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2025-08-29,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2025-09-30,active_long_only,25,1.0,0.0,0.05,0.1484880701473598,0.49999999999999994,True,True,True,True,True,True
elastic_net_top20_equal_weight,2025-09-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2025-09-30,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2025-09-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2025-09-30,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2025-10-31,active_long_only,25,1.0,0.0,0.05,0.14999999999999997,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2025-10-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2025-10-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2025-10-31,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2025-10-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2025-11-28,active_long_only,25,0.9999999999999999,0.0,0.05,0.17414878101596104,0.48946831823342785,True,True,True,True,True,True
elastic_net_top20_equal_weight,2025-11-28,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2025-11-28,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2025-11-28,active_long_only,20,1.0000000000000002,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2025-11-28,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2025-12-31,active_long_only,25,0.9999999999999999,0.0,0.05,0.21465808919458537,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2025-12-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2025-12-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2025-12-31,active_long_only,20,1.0000000000000002,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2025-12-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2026-01-30,active_long_only,25,1.0,0.0,0.05,0.1774672260320488,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2026-01-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2026-01-30,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2026-01-30,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2026-01-30,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2026-02-27,active_long_only,25,0.9999999999999999,0.0,0.05,0.15643709890677937,0.49999999999999983,True,True,True,True,True,True
elastic_net_top20_equal_weight,2026-02-27,active_long_only,20,1.0000000000000002,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2026-02-27,active_long_only,20,1.0000000000000002,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2026-02-27,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2026-02-27,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2026-03-31,active_long_only,25,1.0,0.0,0.05,0.17293590049694485,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2026-03-31,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2026-03-31,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2026-03-31,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2026-03-31,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2026-04-30,active_long_only,25,0.9999999999999999,0.0,0.05,0.1797511833781493,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2026-04-30,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2026-04-30,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2026-04-30,active_long_only,20,1.0000000000000002,0.0,0.05,0.2,0.5,True,True,True,True,True,True
universe_equal_weight,2026-04-30,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
elastic_net_score_weighted,2026-05-29,active_long_only,25,1.0,0.0,0.05,0.19999999999999996,0.5,True,True,True,True,True,True
elastic_net_top20_equal_weight,2026-05-29,active_long_only,20,1.0,0.0,0.05,0.2,0.5,True,True,True,True,True,True
momentum_3m_top20_equal_weight,2026-05-29,active_long_only,20,1.0,0.0,0.05,0.25,0.5,True,True,True,True,True,True
ridge_top20_equal_weight,2026-05-29,active_long_only,20,1.0,0.0,0.05,0.15000000000000002,0.5,True,True,True,True,True,True
universe_equal_weight,2026-05-29,benchmark,50,1.0,0.02,0.02,0.16,0.19999999999999998,True,True,True,False,True,True
