year,strategy_name,start_date,end_date,trading_days,initial_capital,final_portfolio_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,calmar_ratio,positive_day_ratio,beta_vs_spy,annualized_alpha_vs_spy,correlation_vs_spy,tracking_error_vs_spy,information_ratio_vs_spy,benchmark_total_return,excess_total_return,benchmark_cagr,excess_cagr,total_transaction_cost,total_traded_notional,total_two_way_turnover,mean_rebalance_two_way_turnover,window_start,window_end,partial_calendar_year
2022,alpha_risk_turnover,2022-01-03,2022-12-30,251,1000000.0,945883.0698404305,-0.05411693015956953,-0.0543265700934491,0.2471264763204662,-0.10300293465749871,-0.14797836317922172,-0.20972156102658157,-0.2590414158063766,0.4581673306772908,0.9940285628073601,0.14554347636177412,0.9751359933883285,0.05478416082114643,2.6754213889954626,-0.1817539295653512,0.12763699940578166,-0.18240758767354603,0.12808101758009693,5888.569052704408,11445446.98824048,6.9250947612820095,0.5770912301068342,2022-01-03,2022-12-30,False
2022,cvar,2022-01-03,2022-12-30,251,1000000.0,926356.5818926599,-0.0736434181073401,-0.07392569624987044,0.24939421252038194,-0.18370758950802285,-0.26105283611985075,-0.22819415460527503,-0.32395964032358937,0.46613545816733065,1.0063682707061279,0.1273053630604033,0.9782642093204263,0.05173800491915499,2.4394032686316356,-0.1817539295653512,0.1081105114580111,-0.18240758767354603,0.10848189142367559,4418.001502835424,8581820.630474333,5.252284968564041,0.43769041404700343,2022-01-03,2022-12-30,False
2022,median_mad_de,2022-01-03,2022-12-30,251,1000000.0,942383.9889951162,-0.05761601100488378,-0.05783878698077882,0.24142416846859835,-0.1265023589935979,-0.17932379564690945,-0.20813969444478952,-0.27788446185175386,0.47410358565737054,0.9710422774612189,0.1365032753323234,0.9750861650935502,0.05401242974146899,2.619484844127728,-0.1817539295653512,0.12413791856046741,-0.18240758767354603,0.12456880069276721,6256.660337476547,12156048.760756988,7.370394816077442,0.6141995680064535,2022-01-03,2022-12-30,False
2022,score_weighted,2022-01-03,2022-12-30,251,1000000.0,880864.8660037057,-0.11913513399629438,-0.1195801953675133,0.2658115157873121,-0.34669554967946176,-0.49190038806198766,-0.23146670566916627,-0.5166194205849562,0.44223107569721115,1.0747488975535795,0.09272851243365268,0.9802092947355017,0.055653965925653595,1.4351142281813256,-0.1817539295653512,0.0626187955690568,-0.18240758767354603,0.06282739230603274,5669.580885765636,11066976.08180255,6.45785922449649,0.5381549353747074,2022-01-03,2022-12-30,False
2022,top_n_equal_weight,2022-01-03,2022-12-30,251,1000000.0,888724.5354518453,-0.11127546454815473,-0.11169305968177712,0.2577696079305196,-0.3310298091635076,-0.4690311600643903,-0.22702982056315413,-0.49197528062489415,0.4541832669322709,1.0439370370200451,0.0942543331631481,0.9818116813748125,0.050085209340417006,1.730970978298068,-0.1817539295653512,0.07047846501719646,-0.18240758767354603,0.07071452799176892,5227.867082420501,10181985.769364338,6.032801233623401,0.5027334361352834,2022-01-03,2022-12-30,False
2023,alpha_risk_turnover,2023-01-03,2023-12-29,250,1000000.0,1206653.6559034095,0.20665365590340956,0.2084683874882507,0.14015556115412786,1.4212487767932445,2.1800575247423764,-0.10773997187394124,1.9349214953588858,0.516,0.962328422186656,-0.03463339913865172,0.8977852242224259,0.06192542483769662,-0.7070915901471583,0.2617581776714877,-0.05510452176807812,0.2641072937909277,-0.05563890630267698,6076.614295294623,11781414.527835231,6.482974236731976,0.540247853060998,2023-01-03,2023-12-29,False
2023,cvar,2023-01-03,2023-12-29,250,1000000.0,1202042.5932114809,0.20204259321148088,0.2038135173100455,0.14152930396776198,1.3815631167359792,2.0893351078577957,-0.10944527001877669,1.8622414406312742,0.532,0.9942724155118562,-0.04605949577118255,0.9185831934024237,0.05594131130149385,-0.8482318266582725,0.2617581776714877,-0.0597155844600068,0.2641072937909277,-0.06029377648088219,5324.068498057066,10327583.674133481,5.818246144492102,0.4848538453743418,2023-01-03,2023-12-29,False
2023,median_mad_de,2023-01-03,2023-12-29,250,1000000.0,1180805.6660100284,0.18080566601002834,0.18237668079219982,0.13801800841389297,1.2829141925875949,1.9145630183123992,-0.10295928236256102,1.7713476299298416,0.532,0.9425258646084149,-0.05195237494916782,0.8929291396097653,0.06258813562242271,-1.053196496232224,0.2617581776714877,-0.08095251166145934,0.2641072937909277,-0.08173061299872786,6964.353647228028,13479449.300907724,7.503985651923354,0.6253321376602795,2023-01-03,2023-12-29,False
2023,score_weighted,2023-01-03,2023-12-29,250,1000000.0,1365551.1781115637,0.3655511781115637,0.36895901198869807,0.15403357492737701,2.116681507563725,3.402578428199326,-0.11342946236866536,3.252761710088315,0.548,1.1071661244922022,0.0570176204514201,0.9398463728453301,0.05445135160770726,1.5253460230150435,0.2617581776714877,0.103793000440076,0.2641072937909277,0.1048517181977704,6742.439264942606,13120019.655632205,6.674584544176286,0.5562153786813572,2023-01-03,2023-12-29,False
2023,top_n_equal_weight,2023-01-03,2023-12-29,250,1000000.0,1341776.850584668,0.3417768505846681,0.3449363673815944,0.1501727007917855,2.0491975529383373,3.2664569899935185,-0.11402963802090849,3.024971168621502,0.548,1.0833198410831606,0.04450537014868816,0.9432464539574774,0.05104748338944433,1.268439885989696,0.2617581776714877,0.08001867291318043,0.2641072937909277,0.08082907359066671,6223.064198367299,12082284.072301779,6.286285193162812,0.5238570994302344,2023-01-03,2023-12-29,False
2024,alpha_risk_turnover,2024-01-02,2024-12-31,252,1000000.0,1306956.523682766,0.3069565236827658,0.3069565236827658,0.13486237557427402,2.0532728158361855,3.0693726575699833,-0.08093146091118608,3.792796030453706,0.5753968253968254,0.9707579673280677,0.053425228811760435,0.9047333144117324,0.05756591703600668,0.811126570772018,0.24886468043810983,0.058091843244655994,0.24886468043810983,0.058091843244655994,5597.790033727546,10892269.757048445,4.654279851635076,0.387856654302923,2024-01-02,2024-12-31,False
2024,cvar,2024-01-02,2024-12-31,252,1000000.0,1273477.4649698103,0.2734774649698104,0.2734774649698104,0.13489482297104438,1.8601686740132752,2.8238760738124213,-0.07585471767900254,3.6052795836258467,0.5753968253968254,0.9799687795999784,0.02532262674141875,0.9130979789963656,0.055059638063133465,0.3761579250951617,0.24886468043810983,0.02461278453170057,0.24886468043810983,0.02461278453170057,4280.415048375925,8338804.49691307,3.651051140886442,0.3042542617405368,2024-01-02,2024-12-31,False
2024,median_mad_de,2024-01-02,2024-12-31,252,1000000.0,1330054.2430279679,0.3300542430279678,0.3300542430279678,0.1357167878726276,2.170321813073569,3.365735160358006,-0.0854996193564801,3.860300730133633,0.5714285714285714,0.9729486241075859,0.07056076003465929,0.9010663265668967,0.058955959652282085,1.091206058432255,0.24886468043810983,0.08118956258985799,0.24886468043810983,0.08118956258985799,6506.472537184787,12662309.051279688,5.493941504593058,0.4578284587160882,2024-01-02,2024-12-31,False
2024,score_weighted,2024-01-02,2024-12-31,252,1000000.0,1326875.7476679578,0.3268757476679578,0.3268757476679578,0.13753596010145877,2.126035423763893,3.2490295892063443,-0.07742191947545607,4.222005213543981,0.5714285714285714,1.00988174833643,0.05991538182796887,0.9229000805576407,0.052971344939966455,1.174036991520155,0.24886468043810983,0.07801106722984796,0.24886468043810983,0.07801106722984796,6475.064498195481,12658746.537393382,4.809260363660342,0.4007716969716952,2024-01-02,2024-12-31,False
2024,top_n_equal_weight,2024-01-02,2024-12-31,252,1000000.0,1297598.6225800235,0.29759862258002356,0.29759862258002356,0.12963404325559982,2.0752030469616294,3.184945618065856,-0.06945087415930484,4.285023423857828,0.5674603174603174,0.9506985314900125,0.050150943896506775,0.9217734192738563,0.05064341737720642,0.7661599235689742,0.24886468043810983,0.04873394214191373,0.24886468043810983,0.04873394214191373,5596.826011600713,10913512.695450183,4.287329491670102,0.3572774576391751,2024-01-02,2024-12-31,False
2025,alpha_risk_turnover,2025-01-02,2025-12-31,250,1000000.0,1157696.6081067545,0.15769660810675457,0.15905359664384444,0.19464723629274433,0.854807667691213,1.278354094832325,-0.20378018092018213,0.7805155335795071,0.56,0.9386806308807436,-0.0055706060131197836,0.9397420444846797,0.06761112115274474,-0.24853423783009104,0.17719055511914594,-0.019493947012391377,0.1787278455058472,-0.019674248862002752,8699.641307672773,16831241.734145388,6.014832955188597,0.5012360795990497,2025-01-02,2025-12-31,False
2025,cvar,2025-01-02,2025-12-31,250,1000000.0,1161447.8031862173,0.16144780318621743,0.16283928241760326,0.20087726079303214,0.8506331401934998,1.2659076931905355,-0.21341238726299694,0.7630263852347505,0.548,0.9730239361472564,-0.007375038283908803,0.9439126129463171,0.0665367212173245,-0.18511241875597675,0.17719055511914594,-0.01574275193292851,0.1787278455058472,-0.015888563088243934,6352.862099580453,12314039.242579058,4.632032275563046,0.3860026896302538,2025-01-02,2025-12-31,False
2025,median_mad_de,2025-01-02,2025-12-31,250,1000000.0,1193068.5485159603,0.19306854851596045,0.19475462456677683,0.19909952447615495,0.9925573850979961,1.4767228021371026,-0.20533515879898745,0.9484718822918757,0.584,0.9777686259162223,0.01850063200622633,0.9569845315438782,0.0579287421601953,0.24906590938796933,0.17719055511914594,0.015877993396814505,0.1787278455058472,0.01602677906092964,9516.705900409903,18429303.60261596,6.4616671302905235,0.5384722608575437,2025-01-02,2025-12-31,False
2025,score_weighted,2025-01-02,2025-12-31,250,1000000.0,1208576.1975472276,0.20857619754722756,0.21040923634129682,0.20430064546732463,1.0361486103394588,1.5433238429737368,-0.20727210098291193,1.0151353479002152,0.58,1.0003473804823824,0.028432564848415744,0.9541576651279445,0.06114812852861871,0.4660191903765202,0.17719055511914594,0.03138564242808162,0.1787278455058472,0.03168139083544963,9147.541988118195,17772698.545631617,5.4879019471405694,0.4573251622617142,2025-01-02,2025-12-31,False
2025,top_n_equal_weight,2025-01-02,2025-12-31,250,1000000.0,1204676.7452336566,0.20467674523365664,0.20647267768380329,0.19658340125921117,1.0525125269416673,1.5656474217619234,-0.20387767208643648,1.0127282481245254,0.572,0.963816785103677,0.030345253567973546,0.9554031822537155,0.05847859801054747,0.4055648507059939,0.17719055511914594,0.0274861901145107,0.1787278455058472,0.02774483217795609,8270.54617616095,16027303.148710497,5.180732370256212,0.4317276975213511,2025-01-02,2025-12-31,False
2026,alpha_risk_turnover,2026-01-02,2026-06-30,123,1000000.0,1114107.9806629878,0.11410798066298788,0.24779633670342527,0.1353315828622862,1.7035965428874666,2.6247748971971827,-0.053370063761253084,4.642983711091733,0.5365853658536586,0.766893715413643,0.07175130415821583,0.8052132058418682,0.08681668021052494,0.27048330687822175,0.10091881804832759,0.0131891626146603,0.2177199861464263,0.030076350556998976,4729.9857265384435,9160083.75083838,2.808160935300686,0.46802682255011435,2026-01-02,2026-06-30,True
2026,cvar,2026-01-02,2026-06-30,123,1000000.0,1099708.0757883003,0.09970807578830021,0.21497785170485217,0.14925278351438892,1.379221720492698,2.0328606825990523,-0.07134079204458954,3.013393116948945,0.5528455284552846,0.9183773260373775,0.015686167008435486,0.874326386014238,0.07336071670324872,-0.01656571990734321,0.10091881804832759,-0.0012107422600273754,0.2177199861464263,-0.002742134441574118,3577.265755299666,6917444.359077886,2.2232654228367883,0.3705442371394647,2026-01-02,2026-06-30,True
2026,median_mad_de,2026-01-02,2026-06-30,123,1000000.0,1129845.4449647658,0.1298454449647659,0.28417547842586544,0.15403962270046986,1.7008689899128564,2.5731728973526047,-0.07788033009889117,3.648873573918139,0.5691056910569106,0.9733382150292434,0.06045406477956473,0.897854989070757,0.06792803126897377,0.8086980071517088,0.10091881804832759,0.028926626916438325,0.2177199861464263,0.06645549227943914,4996.02786094934,9658824.260923693,2.8570619555373753,0.47617699258956253,2026-01-02,2026-06-30,True
2026,score_weighted,2026-01-02,2026-06-30,123,1000000.0,1097799.3002474292,0.09779930024742911,0.21066121222890333,0.14758633708062524,1.3689381558595244,2.0355552402452015,-0.07530925574239145,2.7972818234920163,0.5528455284552846,0.9229310844116463,0.010927116825256855,0.8885829803443115,0.06858018528903122,-0.07336500794988428,0.10091881804832759,-0.0031195178008984747,0.2177199861464263,-0.007058773917522965,5571.437296137599,10818165.434634795,2.827622538268564,0.47127042304476063,2026-01-02,2026-06-30,True
2026,top_n_equal_weight,2026-01-02,2026-06-30,123,1000000.0,1086212.668380004,0.08621266838000397,0.18462712260103875,0.1433461837722475,1.2533819311454837,1.8727543187633604,-0.07691896050875002,2.4002810409799578,0.5609756097560976,0.9080990894968468,-0.008370703809125288,0.900164696363634,0.06378540421589678,-0.42957221405400836,0.10091881804832759,-0.01470614966832362,0.2177199861464263,-0.03309286354538754,4781.594962482008,9255959.412376257,2.546033789039464,0.4243389648399107,2026-01-02,2026-06-30,True
