as_of_date,positions,portfolio_value,predicted_volatility,predicted_variance,portfolio_beta_vs_spy,maximum_weight,minimum_weight,concentration_hhi,effective_positions,maximum_sector_weight,maximum_active_sector_weight,maximum_position_adv_fraction,weighted_position_adv_fraction,maximum_liquidation_days,weighted_liquidation_days,risk_contribution_sum,method
2020-01-31,25,1000000.0,0.14451888648503783,0.020885708550875248,1.1744470889781755,0.05000000000000002,0.02624201195629767,0.04140260721893375,24.15306830103907,0.24186765615337044,0.08186765615337044,0.00015930866557504144,5.870596836361259e-05,0.0015930866557504143,0.0005870596836361261,0.1445188864850378,score_weighted
2020-02-28,25,1000000.0,0.1584700132159008,0.02511274508864777,1.1418764259300092,0.05000000000000002,0.02851351351351351,0.0411445215485756,24.30457233095762,0.25000000000000006,0.09000000000000005,0.00015773644076743284,5.986258093001681e-05,0.0015773644076743285,0.000598625809300168,0.1584700132159008,score_weighted
2020-03-31,25,1000000.0,0.32895851878674315,0.10821370708236805,1.15982404428969,0.05000000000000001,0.02728501228501229,0.041375825087987254,24.16870232493158,0.2077886977886978,0.05732186732186734,0.00012253328635675203,4.2947807874028275e-05,0.00122533286356752,0.0004294780787402827,0.32895851878674315,score_weighted
2020-04-30,25,1000000.0,0.33532003965180945,0.11243952899209106,1.0944104770069576,0.05000000000000001,0.02728501228501229,0.041375825087987254,24.16870232493158,0.24480343980343983,0.12480343980343983,0.00012176472105824441,3.970272425352819e-05,0.0012176472105824441,0.00039702724253528183,0.3353200396518094,score_weighted
2020-05-29,25,1000000.0,0.3334641128495556,0.11119831455854116,1.0770383340660141,0.05000000000000002,0.028018018018018013,0.04123782566350135,24.249581152991706,0.2500000000000001,0.09000000000000011,0.00013793781969193632,4.2367445953488014e-05,0.001379378196919363,0.00042367445953488017,0.3334641128495556,score_weighted
2020-06-30,25,1000000.0,0.36513311703551776,0.1333221931560731,1.1411007268763376,0.05000000000000002,0.026583242655059836,0.041476420590105395,24.110084374989672,0.25000000000000006,0.09000000000000005,0.00016594337880448186,4.6870351574626816e-05,0.0016594337880448185,0.0004687035157462681,0.3651331170355178,score_weighted
2020-07-31,25,1000000.0,0.3452715779358737,0.11921246253032812,1.0769925071198505,0.05000000000000001,0.02728501228501229,0.04137582508798726,24.168702324931576,0.2404791154791155,0.08047911547911549,0.0002233705983120172,5.277409229918527e-05,0.002233705983120172,0.0005277409229918527,0.34527157793587376,score_weighted
2020-08-31,25,1000000.0,0.32790425284540703,0.10752119903410463,1.0420004869624149,0.050000000000000024,0.027441441441441426,0.041351271000730466,24.183053526512765,0.2500000000000001,0.09000000000000011,0.00024235455268930168,6.39045179536741e-05,0.0024235455268930167,0.0006390451795367408,0.32790425284540703,score_weighted
2020-09-30,25,1000000.0,0.33333990354910853,0.11111549129812898,1.0318938710890981,0.05,0.026679306608884068,0.041359387049859794,24.178308029431737,0.25,0.09,0.00025258058034250265,5.1246211491671286e-05,0.0025258058034250265,0.0005124621149167129,0.33333990354910864,score_weighted
2020-10-30,25,1000000.0,0.3251747929766035,0.10573864598737694,0.9913746368316411,0.05000000000000002,0.028314785373608906,0.04122559976510693,24.256772629088424,0.25000000000000006,0.09438791732909381,0.00019578695748282592,5.531455954708217e-05,0.0019578695748282593,0.0005531455954708219,0.32517479297660357,score_weighted
2020-11-30,25,1000000.0,0.3439970402098254,0.11833396367312024,1.0437508225988665,0.05000000000000001,0.028648648648648647,0.04112699050401754,24.31493254781951,0.25,0.09,0.0001946390631789491,5.517969766188566e-05,0.001946390631789491,0.0005517969766188565,0.3439970402098254,score_weighted
2020-12-31,25,1000000.0,0.3718948339004853,0.13830576748186954,1.131347031922723,0.05000000000000001,0.02728501228501229,0.04137582508798726,24.168702324931576,0.2185995085995086,0.06947174447174448,0.0002119234571794222,6.159797548351472e-05,0.002119234571794222,0.0006159797548351471,0.37189483390048533,score_weighted
