months,bootstrap_replications,block_length_months,confidence_level,observed_mean_ic,mean_ic_ci_lower,mean_ic_ci_upper,probability_mean_ic_positive,observed_annualized_ic_ir,annualized_ic_ir_ci_lower,annualized_ic_ir_ci_upper,observed_positive_ic_ratio,observed_mean_top_bottom_spread,top_bottom_spread_ci_lower,top_bottom_spread_ci_upper,probability_mean_spread_positive,observed_positive_spread_ratio,observed_mean_top_quintile_precision,top_quintile_precision_ci_lower,top_quintile_precision_ci_upper,probability_both_ic_and_spread_positive
77,10000,3,0.95,0.04051408565359972,-0.002099733605597131,0.08154330712485187,0.9682,0.6719669662391017,-0.033321059382728245,1.4116844288710477,0.5454545454545454,0.012308385588007568,0.003345314016397529,0.020912550716776588,0.9968,0.5974025974025974,0.25974025974025977,0.2350649350649351,0.2857142857142857,0.9679
