factor_1,factor_2,dates_evaluated,mean_spearman,median_spearman,mean_abs_spearman,max_abs_spearman,same_sign_ratio
current_ratio,net_income_growth_acceleration,127,-0.03424157029963343,-0.034736643407807424,0.2120135570757471,0.4528015392751566,0.5433070866141733
operating_margin,net_income_growth_acceleration,127,0.03263433025530535,0.035807631991636175,0.09307614454319188,0.3858518102715422,0.6456692913385826
current_ratio,capex_to_assets,151,-0.031887210221721356,0.05286865813181603,0.17214041745215333,0.4471330210687589,0.5827814569536424
earnings_yield,operating_cash_flow_growth_yoy,139,0.0308526036369633,0.028121842647270964,0.1784085293931512,0.490364660805634,0.5755395683453237
sales_yield,net_income_growth_acceleration,127,-0.030487927519315033,-0.03361396368823209,0.139405902164528,0.4640048571758992,0.5905511811023622
book_to_market,operating_cash_flow_growth_acceleration,127,-0.03019133647535767,-0.047665481905968754,0.14822178833992983,0.43753744256649285,0.5984251968503937
book_to_market,current_ratio,151,-0.02995543379450182,-0.04443282801881861,0.10610320938595683,0.26824920247701256,0.6357615894039735
roa,revenue_growth_acceleration,127,-0.02962015219922911,0.0028989326719922157,0.16439177901837668,0.6317871026985726,0.5275590551181102
fcf_yield,revenue_growth_acceleration,127,0.028518498364458973,0.014541200269966538,0.15522665617905343,0.5428885630498533,0.5590551181102362
book_to_market,asset_growth_yoy,139,0.02723065138575594,0.012419291079193569,0.13028080286699759,0.4020951376993016,0.5251798561151079
gross_margin,revenue_growth_yoy,139,-0.027218101794651856,-0.029644268774703556,0.12509818056258623,0.41205533596837945,0.6258992805755396
capex_to_assets,operating_cash_flow_growth_acceleration,127,-0.02621867015908474,-0.005618261889061299,0.19565275410804098,0.5341257467192739,0.5118110236220472
gross_profitability,revenue_growth_acceleration,127,-0.02535283208698433,-0.08498023715415019,0.23320590229435292,0.551948051948052,0.5433070866141733
net_margin,revenue_growth_yoy,139,0.02533466298903256,0.014272768463978252,0.1296994060898608,0.37852112873201105,0.5539568345323741
gross_profitability,revenue_growth_yoy,139,-0.024038950967685265,-0.012845849802371542,0.1508888888412689,0.44960474308300397,0.5179856115107914
earnings_yield,operating_cash_flow_growth_acceleration,127,0.02350854386275988,0.0057066618411177085,0.1548063243300829,0.42178420546530426,0.5039370078740157
net_margin,operating_cash_flow_growth_acceleration,127,0.02349962886996784,0.02620967741935484,0.17647801481776945,0.5542595313185574,0.5511811023622047
book_to_market,net_income_growth_acceleration,127,-0.022630521236439206,-0.017085055202615187,0.16942094243328096,0.41776137227228316,0.5511811023622047
debt_to_assets,net_income_growth_acceleration,127,0.02208541471063782,0.03568908174201293,0.13940718013102676,0.38491489836581705,0.5354330708661418
gross_margin,operating_cash_flow_growth_acceleration,127,-0.021797990350089346,-0.02987012987012987,0.18094474789334083,0.6911764705882353,0.5511811023622047
sales_yield,operating_cash_flow_growth_yoy,139,-0.021681266029712622,-0.01429334169577758,0.14756685951686302,0.4827638289263323,0.5539568345323741
roa,accruals,151,0.021571396617085514,-0.030776821798950117,0.13292488683866283,0.3630564289373261,0.5298013245033113
roe,asset_growth_yoy,139,0.021227253060541778,0.05166531745113912,0.13288122520486015,0.4454144156015285,0.6546762589928058
earnings_yield,asset_growth_yoy,139,0.020670069244934374,0.02752144175442406,0.12341712353511904,0.3731408099012051,0.5827338129496403
fcf_yield,net_margin,151,0.01976076411866156,0.006452263365787647,0.129730659532005,0.39019583988542883,0.5099337748344371
fcf_yield,net_income_growth_acceleration,127,0.019196700584905094,0.052441484179836,0.16966294571406995,0.41586598946234093,0.6141732283464567
fcf_yield,current_ratio,151,0.01868014058355686,0.04285714285714286,0.11303906841709882,0.34647502448340123,0.6423841059602649
net_debt_to_assets,revenue_growth_acceleration,127,0.018179142552207456,0.01551915272271592,0.11237340273233688,0.4320197044334975,0.5354330708661418
operating_margin,operating_cash_flow_growth_acceleration,127,0.01713637701318769,-0.007332020179599802,0.19585846516160546,0.6543347707930004,0.5354330708661418
gross_margin,net_income_growth_acceleration,127,0.01686237887629533,0.03359683794466403,0.22157865515090147,0.5148221343873518,0.5669291338582677
book_to_market,revenue_growth_acceleration,127,-0.01618742135309205,-0.04207147842158252,0.181930288074097,0.45236841076077017,0.5433070866141733
gross_margin,revenue_growth_acceleration,127,-0.015969002341171344,-0.02865612648221344,0.13494442301415693,0.4116883116883117,0.5905511811023622
book_to_market,operating_cash_flow_growth_yoy,139,-0.01575831530839675,-0.03219357362151423,0.13741001712249878,0.5372072342078651,0.6258992805755396
capex_to_assets,revenue_growth_yoy,139,0.014345493020302857,-0.02954694699241711,0.13104668881140866,0.39280425124139734,0.5827338129496403
earnings_yield,current_ratio,151,0.01389689321115224,0.02061622111463525,0.12956304127103016,0.4312748196774455,0.543046357615894
roe,revenue_growth_acceleration,127,0.013789726977610658,0.03706916517970364,0.17097046591467116,0.44657106585585493,0.5748031496062992
capex_to_assets,net_income_growth_yoy,139,0.01346380026388107,-0.009713812789631283,0.1046547563584685,0.3579380919954573,0.5251798561151079
roa,debt_to_assets,151,0.013330647792073644,0.027028629055837722,0.08505032365709982,0.45429666119321294,0.5894039735099338
accruals,asset_growth_yoy,139,0.012860199395673864,0.022608837259798068,0.1023131964394904,0.2994652419596144,0.5467625899280576
fcf_yield,net_income_growth_yoy,139,0.012326838175127048,-0.01673555810501171,0.17563321685173544,0.5662971973672666,0.539568345323741
cash_conversion,revenue_growth_yoy,139,-0.011818820309644335,-0.00592833138662263,0.13293063433384292,0.4474513547422006,0.5323741007194245
capex_to_assets,net_income_growth_acceleration,127,-0.011807490620810322,0.01031416723312283,0.0915083513730489,0.3462090318682978,0.5590551181102362
interest_coverage,net_income_growth_acceleration,127,-0.011794689510402356,-0.05011842019363775,0.15594392585318753,0.5035514348658117,0.6220472440944882
sales_yield,revenue_growth_acceleration,127,-0.01143494251336635,-0.03081105581961817,0.1102410641599704,0.3068319961098955,0.5748031496062992
roe,capex_to_assets,151,-0.01067557736643971,-0.014778823767587813,0.06058536506214321,0.17531188548834153,0.5827814569536424
book_to_market,net_income_growth_yoy,139,-0.009721758826057641,0.004965151421698637,0.13854574533217037,0.37099663445879927,0.5179856115107914
net_debt_to_assets,net_income_growth_acceleration,127,0.008659389971733388,-0.042046718576195775,0.17260848557251962,0.40186916882771384,0.5669291338582677
current_ratio,operating_cash_flow_growth_acceleration,127,0.00846904739091804,0.0032262615133212646,0.20398312019876202,0.6501778395506825,0.5039370078740157
interest_coverage,operating_cash_flow_growth_acceleration,127,-0.007292023971266434,-0.021893814997263273,0.18517383253162836,0.6804440037185931,0.5748031496062992
sales_yield,net_income_growth_yoy,139,-0.0050411673084409005,-0.02839052879269127,0.12079090993269564,0.424222273620909,0.5827338129496403
earnings_yield,revenue_growth_acceleration,127,0.004834630470625603,-0.01730093135138469,0.14763886361190845,0.46059298179771063,0.5354330708661418
gross_profitability,net_income_growth_acceleration,127,-0.004016523663615009,-0.042608695652173914,0.14700610710508466,0.47035573122529645,0.5669291338582677
accruals,revenue_growth_acceleration,127,0.003163810683997435,-0.02477514612074336,0.19675373461957135,0.4669384452756875,0.5433070866141733
net_margin,revenue_growth_acceleration,127,-0.002964406806667575,0.02935169330392118,0.12056958856741554,0.34348846882307604,0.5511811023622047
operating_margin,revenue_growth_acceleration,127,0.002639124594134263,-0.0010019167102282628,0.10883075187913431,0.36859139775058253,0.5039370078740157
sales_yield,operating_cash_flow_growth_acceleration,127,-0.0025938337100899237,-0.011704296609529563,0.13802025300186976,0.4392675102243821,0.5118110236220472
gross_profitability,operating_cash_flow_growth_acceleration,127,0.002316370802156326,-0.016483516483516484,0.18853057736796244,0.6738311221458034,0.5196850393700787
