strategy_name,start_date,end_date,trading_days,rebalances,initial_capital,final_portfolio_value,preliminary_total_return,total_transaction_cost,total_traded_notional,mean_two_way_turnover,mean_one_way_turnover,mean_holdings,minimum_holdings,maximum_holdings,maximum_absolute_cash,maximum_absolute_cash_weight
elastic_net_score_weighted,2020-02-03,2026-06-30,1610,77,1000000.0,4353621.353673719,3.353621353673719,81174.57939947254,81174579.39947252,0.5090769351676855,0.26127353850598495,25.0,25,25,9.771156328497455e-09,6.315905010133257e-15
elastic_net_top20_equal_weight,2020-02-03,2026-06-30,1610,77,1000000.0,4868540.214600343,3.868540214600343,93482.4260634339,93482426.06343392,0.5585606907000621,0.2860401581499394,20.0,20,20,1.0010353435063735e-08,1.2280409950666077e-14
momentum_3m_top20_equal_weight,2020-02-03,2026-06-30,1610,77,1000000.0,2615746.9037766596,1.6157469037766594,91593.73236879185,91593732.36879185,0.6661072704741158,0.33986722132685343,20.0,20,20,9.748191587277688e-09,9.288020566268991e-15
ridge_top20_equal_weight,2020-02-03,2026-06-30,1610,77,1000000.0,4377238.06752234,3.377238067522341,103356.08584899294,103356085.84899293,0.6151015912302739,0.3143388788653105,20.0,20,20,9.820723789744079e-09,1.2226791103161982e-14
universe_equal_weight,2020-02-03,2026-06-30,1610,77,1000000.0,2984877.5916885203,1.9848775916885204,8532.951189012492,8532951.189012494,0.06570304927179361,0.039364908615091114,50.0,50,50,9.117783861256612e-09,8.670690236682904e-15
