as_of_date,sector,companies,mean_percentile_score,top_group_companies,top_group_share
2023-07-31,Financials,7,0.41107871720116623,2,0.2
2023-07-31,Health Care,7,0.5276967930029154,0,0.0
2023-07-31,Industrials,5,0.4244897959183673,1,0.1
2023-07-31,Information Technology,8,0.6403061224489797,3,0.3
2023-07-31,Materials,2,0.35714285714285715,0,0.0
2023-07-31,Real Estate,1,0.8571428571428571,1,0.1
2023-07-31,Utilities,2,0.44897959183673464,0,0.0
2023-08-31,Communication Services,4,0.4948979591836735,0,0.0
2023-08-31,Consumer Discretionary,6,0.5612244897959183,3,0.3
2023-08-31,Consumer Staples,5,0.3551020408163265,0,0.0
2023-08-31,Energy,3,0.4761904761904761,1,0.1
2023-08-31,Financials,7,0.49562682215743437,3,0.3
2023-08-31,Health Care,7,0.5626822157434402,1,0.1
2023-08-31,Industrials,5,0.4,0,0.0
2023-08-31,Information Technology,8,0.6198979591836735,2,0.2
2023-08-31,Materials,2,0.3877551020408163,0,0.0
2023-08-31,Real Estate,1,0.5714285714285714,0,0.0
2023-08-31,Utilities,2,0.36734693877551017,0,0.0
2023-09-29,Communication Services,4,0.45408163265306123,1,0.1
2023-09-29,Consumer Discretionary,6,0.5952380952380952,2,0.2
2023-09-29,Consumer Staples,5,0.3591836734693878,0,0.0
2023-09-29,Energy,3,0.5102040816326531,1,0.1
2023-09-29,Financials,7,0.4664723032069971,2,0.2
2023-09-29,Health Care,7,0.5247813411078718,1,0.1
2023-09-29,Industrials,5,0.39183673469387753,0,0.0
2023-09-29,Information Technology,8,0.6224489795918366,3,0.3
2023-09-29,Materials,2,0.40816326530612246,0,0.0
2023-09-29,Real Estate,1,0.7346938775510204,0,0.0
2023-09-29,Utilities,2,0.42857142857142855,0,0.0
2023-10-31,Communication Services,4,0.40816326530612246,0,0.0
2023-10-31,Consumer Discretionary,6,0.5544217687074829,2,0.2
2023-10-31,Consumer Staples,5,0.4816326530612245,1,0.1
2023-10-31,Energy,3,0.5306122448979591,0,0.0
2023-10-31,Financials,7,0.41107871720116623,1,0.1
2023-10-31,Health Care,7,0.48104956268221566,1,0.1
2023-10-31,Industrials,5,0.42857142857142855,0,0.0
2023-10-31,Information Technology,8,0.5867346938775511,3,0.3
2023-10-31,Materials,2,0.40816326530612246,0,0.0
2023-10-31,Real Estate,1,0.9795918367346939,1,0.1
2023-10-31,Utilities,2,0.5816326530612245,1,0.1
2023-11-30,Communication Services,4,0.5051020408163265,1,0.1
2023-11-30,Consumer Discretionary,6,0.6292517006802721,3,0.3
2023-11-30,Consumer Staples,5,0.3102040816326531,0,0.0
2023-11-30,Energy,3,0.5714285714285714,1,0.1
2023-11-30,Financials,7,0.46064139941690957,2,0.2
2023-11-30,Health Care,7,0.4373177842565598,1,0.1
2023-11-30,Industrials,5,0.39591836734693875,0,0.0
2023-11-30,Information Technology,8,0.6836734693877551,2,0.2
2023-11-30,Materials,2,0.2857142857142857,0,0.0
2023-11-30,Real Estate,1,0.6938775510204082,0,0.0
2023-11-30,Utilities,2,0.4693877551020408,0,0.0
2023-12-29,Communication Services,4,0.5204081632653061,1,0.1
2023-12-29,Consumer Discretionary,6,0.5510204081632654,2,0.2
2023-12-29,Consumer Staples,5,0.35510204081632646,0,0.0
2023-12-29,Energy,3,0.5170068027210885,1,0.1
2023-12-29,Financials,7,0.45481049562682213,2,0.2
2023-12-29,Health Care,7,0.47230320699708456,1,0.1
2023-12-29,Industrials,5,0.37551020408163266,0,0.0
2023-12-29,Information Technology,8,0.6479591836734694,2,0.2
2023-12-29,Materials,2,0.37755102040816324,0,0.0
2023-12-29,Real Estate,1,0.8979591836734694,1,0.1
2023-12-29,Utilities,2,0.5408163265306123,0,0.0
2024-01-31,Communication Services,4,0.5408163265306123,0,0.0
2024-01-31,Consumer Discretionary,6,0.5136054421768707,1,0.1
2024-01-31,Consumer Staples,5,0.4122448979591836,0,0.0
2024-01-31,Energy,3,0.49659863945578236,1,0.1
2024-01-31,Financials,7,0.4927113702623906,3,0.3
2024-01-31,Health Care,7,0.46355685131195334,0,0.0
2024-01-31,Industrials,5,0.3755102040816326,1,0.1
2024-01-31,Information Technology,8,0.6301020408163265,3,0.3
2024-01-31,Materials,2,0.3877551020408163,0,0.0
2024-01-31,Real Estate,1,0.9591836734693877,1,0.1
2024-01-31,Utilities,2,0.42857142857142855,0,0.0
2024-02-29,Communication Services,4,0.41836734693877553,0,0.0
2024-02-29,Consumer Discretionary,6,0.5816326530612245,2,0.2
2024-02-29,Consumer Staples,5,0.35510204081632646,0,0.0
2024-02-29,Energy,3,0.5986394557823129,1,0.1
2024-02-29,Financials,7,0.42565597667638483,1,0.1
2024-02-29,Health Care,7,0.5014577259475218,1,0.1
2024-02-29,Industrials,5,0.4,0,0.0
2024-02-29,Information Technology,8,0.6658163265306123,3,0.3
2024-02-29,Materials,2,0.40816326530612246,1,0.1
2024-02-29,Real Estate,1,0.8367346938775511,1,0.1
2024-02-29,Utilities,2,0.3979591836734694,0,0.0
2024-03-28,Communication Services,4,0.46938775510204084,1,0.1
2024-03-28,Consumer Discretionary,6,0.5578231292517005,2,0.2
2024-03-28,Consumer Staples,5,0.3755102040816326,1,0.1
2024-03-28,Energy,3,0.4557823129251701,0,0.0
2024-03-28,Financials,7,0.466472303206997,1,0.1
2024-03-28,Health Care,7,0.5160349854227405,0,0.0
2024-03-28,Industrials,5,0.44897959183673475,2,0.2
2024-03-28,Information Technology,8,0.576530612244898,2,0.2
2024-03-28,Materials,2,0.489795918367347,1,0.1
2024-03-28,Real Estate,1,0.7959183673469388,0,0.0
2024-03-28,Utilities,2,0.5102040816326531,0,0.0
2024-04-30,Communication Services,4,0.5204081632653061,1,0.1
2024-04-30,Consumer Discretionary,6,0.5476190476190477,1,0.1
2024-04-30,Consumer Staples,5,0.33469387755102037,1,0.1
2024-04-30,Energy,3,0.6326530612244898,1,0.1
2024-04-30,Financials,7,0.48396501457725943,0,0.0
2024-04-30,Health Care,7,0.5131195335276969,1,0.1
2024-04-30,Industrials,5,0.4122448979591836,1,0.1
2024-04-30,Information Technology,8,0.5739795918367347,3,0.3
2024-04-30,Materials,2,0.35714285714285715,0,0.0
2024-04-30,Real Estate,1,0.9795918367346939,1,0.1
2024-04-30,Utilities,2,0.36734693877551017,0,0.0
2024-05-31,Communication Services,4,0.576530612244898,1,0.1
2024-05-31,Consumer Discretionary,6,0.49319727891156456,1,0.1
2024-05-31,Consumer Staples,5,0.39591836734693875,1,0.1
2024-05-31,Energy,3,0.5306122448979592,0,0.0
2024-05-31,Financials,7,0.46064139941690957,1,0.1
2024-05-31,Health Care,7,0.5276967930029154,2,0.2
2024-05-31,Industrials,5,0.42857142857142866,2,0.2
2024-05-31,Information Technology,8,0.5637755102040817,1,0.1
2024-05-31,Materials,2,0.40816326530612246,0,0.0
2024-05-31,Real Estate,1,0.9591836734693877,1,0.1
2024-05-31,Utilities,2,0.40816326530612246,0,0.0
2024-06-28,Communication Services,4,0.5510204081632653,0,0.0
2024-06-28,Consumer Discretionary,6,0.48639455782312924,2,0.2
2024-06-28,Consumer Staples,5,0.4693877551020408,1,0.1
2024-06-28,Energy,3,0.564625850340136,0,0.0
2024-06-28,Financials,7,0.3965014577259475,0,0.0
2024-06-28,Health Care,7,0.5510204081632654,1,0.1
2024-06-28,Industrials,5,0.43265306122448977,1,0.1
2024-06-28,Information Technology,8,0.5331632653061225,3,0.3
2024-06-28,Materials,2,0.3979591836734694,0,0.0
2024-06-28,Real Estate,1,0.9591836734693877,1,0.1
2024-06-28,Utilities,2,0.5102040816326531,1,0.1
2024-07-31,Communication Services,4,0.4795918367346939,0,0.0
2024-07-31,Consumer Discretionary,6,0.47278911564625853,2,0.2
2024-07-31,Consumer Staples,5,0.47346938775510206,0,0.0
2024-07-31,Energy,3,0.6054421768707482,0,0.0
2024-07-31,Financials,7,0.4752186588921283,1,0.1
2024-07-31,Health Care,7,0.5335276967930029,2,0.2
2024-07-31,Industrials,5,0.4204081632653061,1,0.1
2024-07-31,Information Technology,8,0.5255102040816326,3,0.3
2024-07-31,Materials,2,0.45918367346938777,0,0.0
2024-07-31,Real Estate,1,0.7551020408163265,0,0.0
2024-07-31,Utilities,2,0.5102040816326531,1,0.1
2024-08-30,Communication Services,4,0.5255102040816326,0,0.0
2024-08-30,Consumer Discretionary,6,0.46258503401360535,2,0.2
2024-08-30,Consumer Staples,5,0.46938775510204084,0,0.0
2024-08-30,Energy,3,0.5714285714285715,0,0.0
2024-08-30,Financials,7,0.4868804664723032,2,0.2
2024-08-30,Health Care,7,0.48396501457725943,1,0.1
2024-08-30,Industrials,5,0.4653061224489797,1,0.1
2024-08-30,Information Technology,8,0.5102040816326531,3,0.3
2024-08-30,Materials,2,0.5204081632653061,0,0.0
2024-08-30,Real Estate,1,0.6938775510204082,0,0.0
2024-08-30,Utilities,2,0.5612244897959183,1,0.1
2024-09-30,Communication Services,4,0.5153061224489797,0,0.0
2024-09-30,Consumer Discretionary,6,0.445578231292517,1,0.1
2024-09-30,Consumer Staples,5,0.47755102040816333,0,0.0
2024-09-30,Energy,3,0.6394557823129251,0,0.0
2024-09-30,Financials,7,0.466472303206997,2,0.2
2024-09-30,Health Care,7,0.4810495626822158,1,0.1
2024-09-30,Industrials,5,0.5224489795918367,2,0.2
2024-09-30,Information Technology,8,0.5025510204081634,3,0.3
2024-09-30,Materials,2,0.46938775510204084,0,0.0
2024-09-30,Real Estate,1,0.673469387755102,0,0.0
2024-09-30,Utilities,2,0.5408163265306123,1,0.1
2024-10-31,Communication Services,4,0.6173469387755102,1,0.1
2024-10-31,Consumer Discretionary,6,0.4421768707482993,2,0.2
2024-10-31,Consumer Staples,5,0.4897959183673469,0,0.0
2024-10-31,Energy,3,0.6258503401360545,1,0.1
2024-10-31,Financials,7,0.38192419825072893,0,0.0
2024-10-31,Health Care,7,0.5364431486880467,2,0.2
2024-10-31,Industrials,5,0.4571428571428572,1,0.1
2024-10-31,Information Technology,8,0.5790816326530612,2,0.2
2024-10-31,Materials,2,0.3469387755102041,0,0.0
2024-10-31,Real Estate,1,0.8979591836734694,1,0.1
2024-10-31,Utilities,2,0.3061224489795918,0,0.0
2024-11-29,Communication Services,4,0.5918367346938774,0,0.0
2024-11-29,Consumer Discretionary,6,0.4727891156462585,2,0.2
2024-11-29,Consumer Staples,5,0.40816326530612246,0,0.0
2024-11-29,Energy,3,0.5714285714285714,1,0.1
2024-11-29,Financials,7,0.4606413994169096,1,0.1
2024-11-29,Health Care,7,0.5393586005830904,2,0.2
2024-11-29,Industrials,5,0.4244897959183673,1,0.1
2024-11-29,Information Technology,8,0.596938775510204,3,0.3
2024-11-29,Materials,2,0.3163265306122449,0,0.0
2024-11-29,Real Estate,1,0.7551020408163265,0,0.0
2024-11-29,Utilities,2,0.37755102040816324,0,0.0
2024-12-31,Communication Services,4,0.5561224489795918,0,0.0
2024-12-31,Consumer Discretionary,6,0.42517006802721086,1,0.1
2024-12-31,Consumer Staples,5,0.5265306122448979,0,0.0
2024-12-31,Energy,3,0.5646258503401361,0,0.0
2024-12-31,Financials,7,0.4956268221574343,2,0.2
2024-12-31,Health Care,7,0.5014577259475219,3,0.3
2024-12-31,Industrials,5,0.4122448979591836,0,0.0
2024-12-31,Information Technology,8,0.5229591836734694,3,0.3
2024-12-31,Materials,2,0.44897959183673475,0,0.0
2024-12-31,Real Estate,1,0.8571428571428571,1,0.1
2024-12-31,Utilities,2,0.45918367346938777,0,0.0
2025-01-31,Communication Services,4,0.5612244897959183,0,0.0
2025-01-31,Consumer Discretionary,6,0.4557823129251701,1,0.1
2025-01-31,Consumer Staples,5,0.5428571428571429,0,0.0
2025-01-31,Energy,3,0.6326530612244898,0,0.0
2025-01-31,Financials,7,0.42857142857142855,2,0.2
2025-01-31,Health Care,7,0.5335276967930029,3,0.3
2025-01-31,Industrials,5,0.4448979591836735,1,0.1
2025-01-31,Information Technology,8,0.5102040816326531,3,0.3
2025-01-31,Materials,2,0.336734693877551,0,0.0
2025-01-31,Real Estate,1,0.7959183673469388,0,0.0
2025-01-31,Utilities,2,0.4489795918367347,0,0.0
2025-02-28,Communication Services,4,0.6785714285714285,1,0.1
2025-02-28,Consumer Discretionary,6,0.4183673469387755,1,0.1
2025-02-28,Consumer Staples,5,0.4122448979591836,1,0.1
2025-02-28,Energy,3,0.54421768707483,1,0.1
2025-02-28,Financials,7,0.42565597667638494,1,0.1
2025-02-28,Health Care,7,0.5422740524781341,2,0.2
2025-02-28,Industrials,5,0.44897959183673464,1,0.1
2025-02-28,Information Technology,8,0.5943877551020409,2,0.2
2025-02-28,Materials,2,0.4285714285714286,0,0.0
2025-02-28,Real Estate,1,0.7551020408163265,0,0.0
2025-02-28,Utilities,2,0.3469387755102041,0,0.0
2025-03-31,Communication Services,4,0.5816326530612246,2,0.2
2025-03-31,Consumer Discretionary,6,0.346938775510204,1,0.1
2025-03-31,Consumer Staples,5,0.4612244897959184,1,0.1
2025-03-31,Energy,3,0.5306122448979592,0,0.0
2025-03-31,Financials,7,0.5189504373177842,2,0.2
2025-03-31,Health Care,7,0.60932944606414,1,0.1
2025-03-31,Industrials,5,0.47755102040816333,1,0.1
2025-03-31,Information Technology,8,0.5102040816326531,2,0.2
2025-03-31,Materials,2,0.5,0,0.0
2025-03-31,Real Estate,1,0.3877551020408163,0,0.0
2025-03-31,Utilities,2,0.4693877551020408,0,0.0
2025-04-30,Communication Services,4,0.4744897959183673,1,0.1
2025-04-30,Consumer Discretionary,6,0.5204081632653061,2,0.2
2025-04-30,Consumer Staples,5,0.4040816326530612,0,0.0
2025-04-30,Energy,3,0.5034013605442177,1,0.1
2025-04-30,Financials,7,0.5743440233236152,2,0.2
2025-04-30,Health Care,7,0.478134110787172,2,0.2
2025-04-30,Industrials,5,0.4448979591836736,0,0.0
2025-04-30,Information Technology,8,0.5153061224489797,2,0.2
2025-04-30,Materials,2,0.4591836734693877,0,0.0
2025-04-30,Real Estate,1,0.7346938775510204,0,0.0
2025-04-30,Utilities,2,0.5408163265306123,0,0.0
2025-05-30,Communication Services,4,0.5306122448979592,1,0.1
2025-05-30,Consumer Discretionary,6,0.5102040816326531,2,0.2
2025-05-30,Consumer Staples,5,0.4204081632653061,1,0.1
2025-05-30,Energy,3,0.598639455782313,1,0.1
2025-05-30,Financials,7,0.46355685131195334,1,0.1
2025-05-30,Health Care,7,0.553935860058309,2,0.2
2025-05-30,Industrials,5,0.4326530612244898,0,0.0
2025-05-30,Information Technology,8,0.5714285714285714,2,0.2
2025-05-30,Materials,2,0.3163265306122449,0,0.0
2025-05-30,Real Estate,1,0.4897959183673469,0,0.0
2025-05-30,Utilities,2,0.4693877551020408,0,0.0
2025-06-30,Communication Services,4,0.4897959183673469,1,0.1
2025-06-30,Consumer Discretionary,6,0.5510204081632653,2,0.2
2025-06-30,Consumer Staples,5,0.36734693877551017,0,0.0
2025-06-30,Energy,3,0.49659863945578236,0,0.0
2025-06-30,Financials,7,0.4606413994169096,1,0.1
2025-06-30,Health Care,7,0.5072886297376094,1,0.1
2025-06-30,Industrials,5,0.4897959183673469,0,0.0
2025-06-30,Information Technology,8,0.6301020408163266,4,0.4
2025-06-30,Materials,2,0.29591836734693877,0,0.0
2025-06-30,Real Estate,1,0.673469387755102,0,0.0
2025-06-30,Utilities,2,0.4387755102040816,1,0.1
2025-07-31,Communication Services,4,0.4693877551020408,0,0.0
2025-07-31,Consumer Discretionary,6,0.42517006802721086,2,0.2
2025-07-31,Consumer Staples,5,0.5265306122448979,0,0.0
2025-07-31,Energy,3,0.7551020408163266,2,0.2
2025-07-31,Financials,7,0.4825072886297376,1,0.1
2025-07-31,Health Care,7,0.4518950437317784,1,0.1
2025-07-31,Industrials,5,0.4530612244897959,1,0.1
2025-07-31,Information Technology,8,0.5267857142857142,2,0.2
2025-07-31,Materials,2,0.3469387755102041,0,0.0
2025-07-31,Real Estate,1,0.673469387755102,0,0.0
2025-07-31,Utilities,2,0.6428571428571429,1,0.1
2025-08-29,Communication Services,4,0.5561224489795918,1,0.1
2025-08-29,Consumer Discretionary,6,0.5272108843537415,2,0.2
2025-08-29,Consumer Staples,5,0.4163265306122449,0,0.0
2025-08-29,Energy,3,0.54421768707483,0,0.0
2025-08-29,Financials,7,0.446064139941691,1,0.1
2025-08-29,Health Care,7,0.478134110787172,3,0.3
2025-08-29,Industrials,5,0.4326530612244898,1,0.1
2025-08-29,Information Technology,8,0.5765306122448979,2,0.2
2025-08-29,Materials,2,0.5102040816326531,0,0.0
2025-08-29,Real Estate,1,0.6938775510204082,0,0.0
2025-08-29,Utilities,2,0.46938775510204084,0,0.0
2025-09-30,Communication Services,4,0.6071428571428571,1,0.1
2025-09-30,Consumer Discretionary,6,0.42517006802721086,1,0.1
2025-09-30,Consumer Staples,5,0.44897959183673464,0,0.0
2025-09-30,Energy,3,0.4761904761904762,0,0.0
2025-09-30,Financials,7,0.4548104956268221,1,0.1
2025-09-30,Health Care,7,0.4460641399416909,3,0.3
2025-09-30,Industrials,5,0.45306122448979586,0,0.0
2025-09-30,Information Technology,8,0.7117346938775511,4,0.4
2025-09-30,Materials,2,0.3877551020408163,0,0.0
2025-09-30,Real Estate,1,0.4489795918367347,0,0.0
2025-09-30,Utilities,2,0.42857142857142855,0,0.0
2025-10-31,Communication Services,4,0.6173469387755102,2,0.2
2025-10-31,Consumer Discretionary,6,0.5510204081632654,2,0.2
2025-10-31,Consumer Staples,5,0.3795918367346939,0,0.0
2025-10-31,Energy,3,0.5170068027210885,0,0.0
2025-10-31,Financials,7,0.42565597667638483,0,0.0
2025-10-31,Health Care,7,0.41982507288629733,1,0.1
2025-10-31,Industrials,5,0.5755102040816327,0,0.0
2025-10-31,Information Technology,8,0.596938775510204,4,0.4
2025-10-31,Materials,2,0.4897959183673469,1,0.1
2025-10-31,Real Estate,1,0.5306122448979592,0,0.0
2025-10-31,Utilities,2,0.3469387755102041,0,0.0
2025-11-28,Communication Services,4,0.6989795918367347,1,0.1
2025-11-28,Consumer Discretionary,6,0.6122448979591837,2,0.2
2025-11-28,Consumer Staples,5,0.3714285714285715,0,0.0
2025-11-28,Energy,3,0.46938775510204084,0,0.0
2025-11-28,Financials,7,0.4110787172011661,0,0.0
2025-11-28,Health Care,7,0.4752186588921283,1,0.1
2025-11-28,Industrials,5,0.546938775510204,1,0.1
2025-11-28,Information Technology,8,0.5765306122448979,4,0.4
2025-11-28,Materials,2,0.46938775510204084,1,0.1
2025-11-28,Real Estate,1,0.32653061224489793,0,0.0
2025-11-28,Utilities,2,0.22448979591836732,0,0.0
2025-12-31,Communication Services,4,0.6428571428571429,1,0.1
2025-12-31,Consumer Discretionary,6,0.4489795918367347,1,0.1
2025-12-31,Consumer Staples,5,0.45714285714285713,0,0.0
2025-12-31,Energy,3,0.5374149659863946,1,0.1
2025-12-31,Financials,7,0.4373177842565597,0,0.0
2025-12-31,Health Care,7,0.5247813411078717,2,0.2
2025-12-31,Industrials,5,0.4897959183673469,1,0.1
2025-12-31,Information Technology,8,0.5459183673469388,3,0.3
2025-12-31,Materials,2,0.4489795918367347,1,0.1
2025-12-31,Real Estate,1,0.5714285714285714,0,0.0
2025-12-31,Utilities,2,0.40816326530612246,0,0.0
2026-01-30,Communication Services,4,0.6989795918367347,1,0.1
2026-01-30,Consumer Discretionary,6,0.49999999999999994,2,0.2
2026-01-30,Consumer Staples,5,0.45714285714285713,0,0.0
2026-01-30,Energy,3,0.5918367346938775,1,0.1
2026-01-30,Financials,7,0.4052478134110787,0,0.0
2026-01-30,Health Care,7,0.42857142857142866,2,0.2
2026-01-30,Industrials,5,0.4530612244897959,0,0.0
2026-01-30,Information Technology,8,0.6632653061224489,4,0.4
2026-01-30,Materials,2,0.40816326530612246,0,0.0
2026-01-30,Real Estate,1,0.32653061224489793,0,0.0
2026-01-30,Utilities,2,0.29591836734693877,0,0.0
2026-02-27,Communication Services,4,0.6377551020408163,1,0.1
2026-02-27,Consumer Discretionary,6,0.5782312925170068,2,0.2
2026-02-27,Consumer Staples,5,0.4530612244897959,0,0.0
2026-02-27,Energy,3,0.5646258503401361,1,0.1
2026-02-27,Financials,7,0.4518950437317784,2,0.2
2026-02-27,Health Care,7,0.4431486880466472,1,0.1
2026-02-27,Industrials,5,0.4367346938775511,1,0.1
2026-02-27,Information Technology,8,0.5918367346938775,2,0.2
2026-02-27,Materials,2,0.4183673469387755,0,0.0
2026-02-27,Real Estate,1,0.22448979591836735,0,0.0
2026-02-27,Utilities,2,0.3877551020408163,0,0.0
2026-03-31,Communication Services,4,0.5816326530612245,1,0.1
2026-03-31,Consumer Discretionary,6,0.5068027210884354,1,0.1
2026-03-31,Consumer Staples,5,0.47755102040816333,1,0.1
2026-03-31,Energy,3,0.40816326530612246,0,0.0
2026-03-31,Financials,7,0.41690962099125367,2,0.2
2026-03-31,Health Care,7,0.5481049562682215,1,0.1
2026-03-31,Industrials,5,0.48571428571428577,1,0.1
2026-03-31,Information Technology,8,0.653061224489796,3,0.3
2026-03-31,Materials,2,0.24489795918367346,0,0.0
2026-03-31,Real Estate,1,0.2857142857142857,0,0.0
2026-03-31,Utilities,2,0.41836734693877553,0,0.0
2026-04-30,Communication Services,4,0.6887755102040816,1,0.1
2026-04-30,Consumer Discretionary,6,0.4761904761904761,2,0.2
2026-04-30,Consumer Staples,5,0.42857142857142866,0,0.0
2026-04-30,Energy,3,0.5850340136054422,1,0.1
2026-04-30,Financials,7,0.39067055393586003,0,0.0
2026-04-30,Health Care,7,0.4985422740524781,2,0.2
2026-04-30,Industrials,5,0.5224489795918367,2,0.2
2026-04-30,Information Technology,8,0.625,2,0.2
2026-04-30,Materials,2,0.2653061224489796,0,0.0
2026-04-30,Real Estate,1,0.5306122448979592,0,0.0
2026-04-30,Utilities,2,0.29591836734693877,0,0.0
2026-05-29,Communication Services,4,0.6632653061224489,1,0.1
2026-05-29,Consumer Discretionary,6,0.5102040816326531,1,0.1
2026-05-29,Consumer Staples,5,0.4122448979591836,0,0.0
2026-05-29,Energy,3,0.5714285714285715,1,0.1
2026-05-29,Financials,7,0.41399416909620995,1,0.1
2026-05-29,Health Care,7,0.42857142857142855,1,0.1
2026-05-29,Industrials,5,0.5387755102040817,2,0.2
2026-05-29,Information Technology,8,0.5892857142857142,3,0.3
2026-05-29,Materials,2,0.5204081632653061,0,0.0
2026-05-29,Real Estate,1,0.46938775510204084,0,0.0
2026-05-29,Utilities,2,0.346938775510204,0,0.0
