model_name,months,valid_ic_months,mean_ic,median_ic,std_ic,annualized_ic_ir,positive_ic_ratio,mean_top_bottom_spread,mean_top_quintile_precision,mean_top_quintile_turnover
without_composite,77,77,0.029723470286272678,0.033565426170468184,0.22189300968094322,0.4640304873696936,0.5584415584415584,0.011203883267148131,0.2792207792207792,0.3460526315789474
without_elastic_net,77,77,0.0406294545154788,0.014357743097238897,0.21321816517318884,0.660096473932766,0.5584415584415584,0.012945840579457068,0.2519480519480519,0.4315789473684209
without_lightgbm_ranker,77,77,0.044869819055713696,0.04605042016806723,0.17598296475259267,0.8832310154585384,0.5714285714285714,0.012801310742045798,0.2519480519480519,0.3894736842105263
