signal,as_of_date,bottom_quintile_return,top_quintile_return,top_bottom_spread,quintile_monotonicity
momentum_6_1_sector_neutral,2015-02-27,-0.01464454027578338,0.019907509639272757,0.034552049915056136,0.9999999999999999
momentum_6_1_sector_neutral,2015-03-31,0.0582637880027439,-0.022703784819679294,-0.0809675728224232,-0.7
momentum_6_1_sector_neutral,2015-04-30,-0.0037480139133069914,0.03198333747173189,0.035731351385038884,0.8999999999999998
momentum_6_1_sector_neutral,2015-05-29,0.023838682638756492,0.007681102619951208,-0.016157580018805285,-0.19999999999999998
momentum_6_1_sector_neutral,2015-06-30,0.024464127899471767,0.007513295529081343,-0.016950832370390426,-0.3
momentum_6_1_sector_neutral,2015-07-31,-0.0073404427511394085,0.015400000145944847,0.022740442897084254,0.19999999999999998
momentum_6_1_sector_neutral,2015-08-31,0.009961228063658257,-0.025237471260871513,-0.03519869932452977,-0.49999999999999994
momentum_6_1_sector_neutral,2015-09-30,-0.00757017985450793,-0.02430186450215166,-0.01673168464764373,-0.7
momentum_6_1_sector_neutral,2015-10-30,-0.03018957848126529,0.04047103054955818,0.07066060903082347,0.7
momentum_6_1_sector_neutral,2015-11-30,0.006226566825408219,0.00474879272982578,-0.0014777740955824398,-0.09999999999999999
momentum_6_1_sector_neutral,2015-12-31,-0.02011294871828324,-0.016926731715206932,0.003186217003076308,0.3
momentum_6_1_sector_neutral,2016-01-29,0.030828067277186077,-0.0035076771421335474,-0.03433574441931962,-0.39999999999999997
momentum_6_1_sector_neutral,2016-02-29,0.009002037526652473,0.013670326075481154,0.004668288548828682,0.19999999999999998
momentum_6_1_sector_neutral,2016-03-31,0.012452830919768454,0.008058135994801107,-0.004394694924967347,-0.09999999999999999
momentum_6_1_sector_neutral,2016-04-29,-0.01499508768847252,0.03296074055381924,0.04795582824229176,0.6
momentum_6_1_sector_neutral,2016-05-31,-0.031843977932304104,0.01817836305030136,0.05002234098260547,0.7
momentum_6_1_sector_neutral,2016-06-30,0.01203523741932433,-0.007336290669830037,-0.019371528089154367,-0.19999999999999998
momentum_6_1_sector_neutral,2016-07-29,0.0074765126735761075,-0.011919232596617313,-0.019395745270193422,-0.49999999999999994
momentum_6_1_sector_neutral,2016-08-31,-0.0202700880864364,0.012096306870509888,0.032366394956946286,0.7999999999999999
momentum_6_1_sector_neutral,2016-09-30,0.03783968267160466,0.0009348667493106144,-0.03690481592229405,-0.09999999999999999
momentum_6_1_sector_neutral,2016-10-31,0.014632223954463475,0.0434850882704214,0.028852864315957925,0.19999999999999998
momentum_6_1_sector_neutral,2016-11-30,-0.002049530523936727,0.006447989806312826,0.008497520330249553,0.09999999999999999
momentum_6_1_sector_neutral,2016-12-30,0.029707593148848188,-0.0028439121392713094,-0.032551505288119495,-0.6
momentum_6_1_sector_neutral,2017-01-31,0.023581719544740844,-0.013384508089627534,-0.03696622763436838,-0.7999999999999999
momentum_6_1_sector_neutral,2017-02-28,0.005311013696387734,-0.006724897536056018,-0.012035911232443752,-0.8999999999999998
momentum_6_1_sector_neutral,2017-03-31,0.005088192896323296,0.002311726763442601,-0.002776466132880695,-0.09999999999999999
momentum_6_1_sector_neutral,2017-04-28,0.010650497086566957,0.022567737355324524,0.011917240268757567,0.09999999999999999
momentum_6_1_sector_neutral,2017-05-31,-0.0056334766314437455,-0.0006378564389543318,0.004995620192489413,0.09999999999999999
momentum_6_1_sector_neutral,2017-06-30,-0.010800177247048081,0.03645704042347803,0.04725721767052611,0.7
momentum_6_1_sector_neutral,2017-07-31,-0.02034294997623698,0.019154019514355837,0.039496969490592816,0.7999999999999999
momentum_6_1_sector_neutral,2017-08-31,0.03415535031894525,-0.004391023702229291,-0.03854637402117454,-0.9999999999999999
momentum_6_1_sector_neutral,2017-09-29,-0.03583671468809295,0.006565897380892793,0.04240261206898574,0.7
momentum_6_1_sector_neutral,2017-10-31,0.04079280004890469,-0.022246483119467288,-0.06303928316837198,-0.7
momentum_6_1_sector_neutral,2017-11-30,0.01094750718524241,0.015528130724364353,0.004580623539121942,0.3
momentum_6_1_sector_neutral,2017-12-29,-0.025175831165698315,0.08465939133321661,0.10983522249891492,0.8999999999999998
momentum_6_1_sector_neutral,2018-01-31,-0.008828916867804616,0.0025153441136044454,0.01134426098140906,0.49999999999999994
momentum_6_1_sector_neutral,2018-02-28,-0.02586110631435713,-0.020421485115283487,0.005439621199073642,0.3
momentum_6_1_sector_neutral,2018-03-29,0.0284695592137169,0.020507617584714966,-0.007961941629001934,-0.3
momentum_6_1_sector_neutral,2018-04-30,-0.010715313052255992,0.021488093557919495,0.03220340661017548,0.8999999999999998
momentum_6_1_sector_neutral,2018-05-31,0.01907700210411355,0.019470587349405256,0.00039358524529170547,0.09999999999999999
momentum_6_1_sector_neutral,2018-06-29,-0.015072078947370993,-0.02922363303880259,-0.014151554091431595,-0.09999999999999999
momentum_6_1_sector_neutral,2018-07-31,0.01518334051807425,0.048372234981752624,0.03318889446367837,0.3
momentum_6_1_sector_neutral,2018-08-31,0.003890846784152702,0.0125491515442685,0.008658304760115799,-0.09999999999999999
momentum_6_1_sector_neutral,2018-09-28,0.009204880981271257,-0.024533600856093362,-0.03373848183736462,-0.49999999999999994
momentum_6_1_sector_neutral,2018-10-31,-0.008605716150272214,-0.05154415234810602,-0.0429384361978338,-0.49999999999999994
momentum_6_1_sector_neutral,2018-11-30,0.008127916162391436,0.005705136624698626,-0.0024227795376928103,-0.3
momentum_6_1_sector_neutral,2018-12-31,0.04395029240734807,-0.026442004009312504,-0.07039229641666057,-0.9999999999999999
momentum_6_1_sector_neutral,2019-01-31,-0.015310807323793862,-0.004723785272715253,0.01058702205107861,0.8999999999999998
momentum_6_1_sector_neutral,2019-02-28,0.031486913315835766,0.003598057514182007,-0.027888855801653758,-0.09999999999999999
momentum_6_1_sector_neutral,2019-03-29,0.03274508781087082,-0.02223319109215699,-0.05497827890302781,-0.8999999999999998
momentum_6_1_sector_neutral,2019-04-30,-0.05384371422071643,0.004640506673906752,0.058484220894623185,0.49999999999999994
momentum_6_1_sector_neutral,2019-05-31,0.0024444626222132394,0.021392846291465983,0.018948383669252743,0.19999999999999998
momentum_6_1_sector_neutral,2019-06-28,0.01586076222465941,-0.02880394310672768,-0.04466470533138709,-0.8999999999999998
momentum_6_1_sector_neutral,2019-07-31,-0.013017186821381976,0.003281769544828317,0.016298956366210295,0.6
momentum_6_1_sector_neutral,2019-08-30,0.016095808026059255,-0.031766448578127784,-0.04786225660418704,-0.7
momentum_6_1_sector_neutral,2019-09-30,0.06527524451288504,-0.01053221407121745,-0.07580745858410248,-0.7
momentum_6_1_sector_neutral,2019-10-31,0.008996295778920527,-0.009342154824998583,-0.01833845060391911,-0.7999999999999999
momentum_6_1_sector_neutral,2019-11-29,-0.0011097581311659166,0.024857934729444996,0.025967692860610913,0.3
momentum_6_1_sector_neutral,2019-12-31,0.014145992587671163,0.022898025655806085,0.008752033068134922,0.09999999999999999
return_3m_sector_neutral,2014-04-30,0.02905788261225064,-0.0012251187643193772,-0.030283001376570015,-0.7
return_3m_sector_neutral,2014-05-30,0.006937425040220146,0.002320212002801125,-0.004617213037419021,0.09999999999999999
return_3m_sector_neutral,2014-06-30,-0.006798843184823678,-0.022532650267304777,-0.0157338070824811,-0.09999999999999999
return_3m_sector_neutral,2014-07-31,-0.004961194994090701,0.04078636657240298,0.04574756156649368,0.39999999999999997
return_3m_sector_neutral,2014-08-29,-0.008269360623083777,-0.006869612538797943,0.0013997480842858345,-0.09999999999999999
return_3m_sector_neutral,2014-09-30,-0.01921969185618715,0.011395397138611185,0.030615088994798333,0.8999999999999998
return_3m_sector_neutral,2014-10-31,-0.011977724231470454,0.014084366678020488,0.026062090909490944,0.49999999999999994
return_3m_sector_neutral,2014-11-28,-0.042824439111914546,-0.013660731487335409,0.029163707624579135,0.3
return_3m_sector_neutral,2014-12-31,0.017257304220271153,-0.005262128257479981,-0.022519432477751136,-0.19999999999999998
return_3m_sector_neutral,2015-01-30,0.006747571375346295,0.0152892718641655,0.008541700488819205,0.3
return_3m_sector_neutral,2015-02-27,-0.006676898102586881,0.010930658905175684,0.017607557007762564,0.7999999999999999
return_3m_sector_neutral,2015-03-31,0.06303745433641797,0.012399761237421092,-0.05063769309899688,-0.49999999999999994
return_3m_sector_neutral,2015-04-30,-0.015592495133413587,0.005229720534917581,0.020822215668331166,0.7999999999999999
return_3m_sector_neutral,2015-05-29,0.003888519155354331,0.028120117773546716,0.024231598618192386,0.7
return_3m_sector_neutral,2015-06-30,0.033655805769523886,0.011726675829333455,-0.02192912994019043,-0.3
return_3m_sector_neutral,2015-07-31,0.002375701493722715,0.010382265079138975,0.00800656358541626,0.39999999999999997
return_3m_sector_neutral,2015-08-31,-0.00887113410622269,-0.002541628245104055,0.006329505861118635,0.6
return_3m_sector_neutral,2015-09-30,-0.03793438479665658,0.010185331655174223,0.0481197164518308,0.49999999999999994
return_3m_sector_neutral,2015-10-30,0.0054060100450937345,0.02977816015742003,0.024372150112326296,0.3
return_3m_sector_neutral,2015-11-30,-0.00417204334330884,0.013274281501137509,0.01744632484444635,0.49999999999999994
return_3m_sector_neutral,2015-12-31,-0.0010355359045167046,-0.0002849451042578055,0.0007505908002588991,0.6
return_3m_sector_neutral,2016-01-29,0.02037929882463686,-0.005185882689136489,-0.02556518151377335,-0.49999999999999994
return_3m_sector_neutral,2016-02-29,0.014441477683454707,0.00022836682503948324,-0.014213110858415224,-0.7999999999999999
return_3m_sector_neutral,2016-03-31,0.011410594222567304,0.006682729512449426,-0.004727864710117879,0.0
return_3m_sector_neutral,2016-04-29,0.00125674410937473,0.023091428033739425,0.021834683924364696,0.3
return_3m_sector_neutral,2016-05-31,-0.007790903928444304,-0.02450790517899083,-0.016717001250546523,-0.09999999999999999
return_3m_sector_neutral,2016-06-30,0.021869484607181255,0.021702864892103223,-0.0001666197150780313,-0.3
return_3m_sector_neutral,2016-07-29,0.0037466251718583756,-0.010975920710610387,-0.014722545882468761,-0.49999999999999994
return_3m_sector_neutral,2016-08-31,-0.01082239550507601,0.02098747563768768,0.03180987114276369,0.8999999999999998
return_3m_sector_neutral,2016-09-30,-0.009535998284442937,0.01263673806516168,0.022172736349604615,0.0
return_3m_sector_neutral,2016-10-31,0.026204926354700554,0.07957101593748112,0.053366089582780565,0.3
return_3m_sector_neutral,2016-11-30,-0.002128934518781089,0.023145901056866813,0.025274835575647903,0.3
return_3m_sector_neutral,2016-12-30,0.010630645058016785,0.009278447032819537,-0.0013521980251972477,-0.49999999999999994
return_3m_sector_neutral,2017-01-31,0.0032769012192310765,-0.00929161502258814,-0.012568516241819216,-0.8999999999999998
return_3m_sector_neutral,2017-02-28,0.01573887641733853,0.010930258298077922,-0.004808618119260609,-0.39999999999999997
return_3m_sector_neutral,2017-03-31,-0.004778160914437657,0.014168506575928686,0.01894666749036634,0.49999999999999994
return_3m_sector_neutral,2017-04-28,0.02271962700422796,0.01059647718560972,-0.01212314981861824,-0.39999999999999997
return_3m_sector_neutral,2017-05-31,0.02234486579599283,0.008689204457600996,-0.013655661338391833,-0.7
return_3m_sector_neutral,2017-06-30,-0.009173584184159967,0.0026160153909474348,0.011789599575107402,0.3
return_3m_sector_neutral,2017-07-31,-0.009490655637929857,0.0009404449890464739,0.01043110062697633,0.19999999999999998
return_3m_sector_neutral,2017-08-31,0.02943452385602292,0.010036548126742062,-0.019397975729280856,-0.7
return_3m_sector_neutral,2017-09-29,-0.03235893007605215,0.021871292027762924,0.054230222103815076,0.6
return_3m_sector_neutral,2017-10-31,0.040113420613253924,0.01002099363914819,-0.030092426974105732,-0.3
return_3m_sector_neutral,2017-11-30,-0.013265820410328522,0.010011277681093911,0.023277098091422435,0.8999999999999998
return_3m_sector_neutral,2017-12-29,-0.04504056614826994,0.021969296189729558,0.06700986233799949,0.49999999999999994
return_3m_sector_neutral,2018-01-31,0.006211329082126493,0.02128679822775309,0.015075469145626597,0.49999999999999994
return_3m_sector_neutral,2018-02-28,-0.004653081265834957,-0.017358477748819944,-0.012705396482984986,-0.3
return_3m_sector_neutral,2018-03-29,0.023327641337919112,0.031564357633648954,0.008236716295729841,0.3
return_3m_sector_neutral,2018-04-30,0.013165184023115128,0.009895224527535284,-0.003269959495579844,-0.09999999999999999
return_3m_sector_neutral,2018-05-31,-0.004873593359629913,-0.0007366567126338097,0.004136936646996103,0.09999999999999999
return_3m_sector_neutral,2018-06-29,0.03093576382941925,-0.03681221741710098,-0.06774798124652023,-0.8999999999999998
return_3m_sector_neutral,2018-07-31,0.005771838817505981,0.023637660969655305,0.017865822152149324,0.3
return_3m_sector_neutral,2018-08-31,0.00017784353472743986,0.006116059131074769,0.005938215596347329,0.49999999999999994
return_3m_sector_neutral,2018-09-28,0.04098526178232714,-0.014241267630130738,-0.055226529412457884,-0.7
return_3m_sector_neutral,2018-10-31,-0.01299355498032615,-0.02581521219904631,-0.012821657218720162,-0.09999999999999999
return_3m_sector_neutral,2018-11-30,-0.003937478518067183,0.012464875462324521,0.016402353980391703,0.6
return_3m_sector_neutral,2018-12-31,0.04509934663565938,-0.04556027296802304,-0.09065961960368242,-0.8999999999999998
return_3m_sector_neutral,2019-01-31,-0.0004051413207362131,0.01047956773282488,0.010884709053561092,0.09999999999999999
return_3m_sector_neutral,2019-02-28,-0.027247060965597824,0.002370585564848571,0.029617646530446396,0.3
return_3m_sector_neutral,2019-03-29,0.044316863758671186,0.0007907037287945062,-0.04352616002987668,-0.09999999999999999
return_3m_sector_neutral,2019-04-30,-0.015795904277773797,-0.034141408019042196,-0.0183455037412684,-0.09999999999999999
return_3m_sector_neutral,2019-05-31,0.038883403805663706,0.0034065178720064982,-0.03547688593365721,-0.6
return_3m_sector_neutral,2019-06-28,0.022901517538094794,-0.015621319195078776,-0.03852283673317357,-0.6
return_3m_sector_neutral,2019-07-31,0.021398834245292465,0.010007511392420865,-0.0113913228528716,0.0
return_3m_sector_neutral,2019-08-30,0.0022070767861288366,-0.0061245198974094195,-0.008331596683538256,-0.49999999999999994
return_3m_sector_neutral,2019-09-30,0.020517302012670612,0.0029398566927618442,-0.017577445319908767,-0.8999999999999998
return_3m_sector_neutral,2019-10-31,-0.006913951393884699,0.014363305906079527,0.021277257299964228,0.19999999999999998
return_3m_sector_neutral,2019-11-29,0.013287093833659214,0.04582441150991049,0.03253731767625127,0.0
return_3m_sector_neutral,2019-12-31,-0.012042239736406913,0.029783371613724796,0.04182561135013171,0.9999999999999999
return_1m_sector_neutral,2014-02-28,-0.03340424863845746,-0.04968038977678455,-0.016276141138327094,-0.09999999999999999
return_1m_sector_neutral,2014-03-31,-0.01907180563718821,-0.007424647202854828,0.011647158434333381,0.19999999999999998
return_1m_sector_neutral,2014-04-30,0.030870267748375056,-0.0007379287054006478,-0.0316081964537757,-0.7
return_1m_sector_neutral,2014-05-30,0.0027741980855677693,0.0020425055708649166,-0.0007316925147028528,0.09999999999999999
return_1m_sector_neutral,2014-06-30,-0.0036621099472511466,0.0030811349506519536,0.0067432448979031,0.0
return_1m_sector_neutral,2014-07-31,0.045065532443319734,-0.002640849676374124,-0.04770638211969386,-0.7
return_1m_sector_neutral,2014-08-29,-0.0005129601500152182,-0.02496892079521701,-0.02445596064520179,-0.7
return_1m_sector_neutral,2014-09-30,-0.023060812810555366,-0.009392841775342697,0.013667971035212669,0.09999999999999999
return_1m_sector_neutral,2014-10-31,-0.008344736212185655,0.009964049629173476,0.01830878584135913,0.6
return_1m_sector_neutral,2014-11-28,-0.010417506719485558,-0.022004926967327733,-0.011587420247842175,-0.19999999999999998
return_1m_sector_neutral,2014-12-31,0.003989753463055634,0.004514472837503047,0.0005247193744474131,-0.09999999999999999
return_1m_sector_neutral,2015-01-30,-0.00508340731800081,0.0050083970697646805,0.01009180438776549,-0.19999999999999998
return_1m_sector_neutral,2015-02-27,0.005845251181568334,0.015822676784899938,0.009977425603331603,0.3
return_1m_sector_neutral,2015-03-31,0.0906170706608247,-0.03014458082393623,-0.12076165148476092,-0.8999999999999998
return_1m_sector_neutral,2015-04-30,0.027246220910667817,0.006923888276864953,-0.020322332633802863,0.0
return_1m_sector_neutral,2015-05-29,-0.005167178425219942,0.014458145087010965,0.019625323512230907,0.7999999999999999
return_1m_sector_neutral,2015-06-30,0.027853509838093406,-0.02627386320828695,-0.05412737304638036,-0.7
return_1m_sector_neutral,2015-07-31,-0.009948492133425968,0.004170944143347855,0.014119436276773822,-0.09999999999999999
return_1m_sector_neutral,2015-08-31,-0.03208306016402636,-0.022300324863954113,0.009782735300072246,0.39999999999999997
return_1m_sector_neutral,2015-09-30,0.0022253296151452996,-0.015353622596460082,-0.01757895221160538,0.09999999999999999
return_1m_sector_neutral,2015-10-30,0.022799600838726376,0.01955665791854686,-0.0032429429201795146,-0.3
return_1m_sector_neutral,2015-11-30,-0.014597703820606923,0.010771588043161296,0.02536929186376822,0.7
return_1m_sector_neutral,2015-12-31,-0.020816303613836695,0.02119103690654429,0.042007340520380985,0.7
return_1m_sector_neutral,2016-01-29,0.006512871532499043,-0.016115974228209505,-0.022628845760708546,-0.7999999999999999
return_1m_sector_neutral,2016-02-29,0.008720736057536416,0.005192676995133838,-0.003528059062402578,-0.6
return_1m_sector_neutral,2016-03-31,0.022075200036370146,0.008166171882667283,-0.013909028153702863,-0.7
return_1m_sector_neutral,2016-04-29,0.018998841719475378,0.03007519759239726,0.011076355872921884,0.39999999999999997
return_1m_sector_neutral,2016-05-31,-0.004641223410718998,-0.01498996422929324,-0.010348740818574242,-0.6
return_1m_sector_neutral,2016-06-30,0.026474645542383678,-0.01934217195808836,-0.045816817500472035,-0.8999999999999998
return_1m_sector_neutral,2016-07-29,0.007231013717719859,-0.0009224547732662125,-0.008153468490986072,-0.6
return_1m_sector_neutral,2016-08-31,-6.140100177067786e-05,0.012022300225989746,0.012083701227760424,0.49999999999999994
return_1m_sector_neutral,2016-09-30,0.002500276100011556,-0.003000909119820749,-0.005501185219832306,-0.6
return_1m_sector_neutral,2016-10-31,0.011233003652000561,0.057255890635427485,0.04602288698342692,0.39999999999999997
return_1m_sector_neutral,2016-11-30,0.010633349144094695,0.02240385812358363,0.011770508979488937,0.09999999999999999
return_1m_sector_neutral,2016-12-30,0.0037366601142149293,0.028568426755947774,0.024831766641732846,0.09999999999999999
return_1m_sector_neutral,2017-01-31,-0.0005900774669212794,-0.010624786129160357,-0.010034708662239078,-0.3
return_1m_sector_neutral,2017-02-28,0.02844371048037374,-0.005176585916342768,-0.03362029639671651,-0.49999999999999994
return_1m_sector_neutral,2017-03-31,-0.0012212968796993962,0.0006342742096544396,0.0018555710893538358,0.6
return_1m_sector_neutral,2017-04-28,0.014900015709941017,0.004641947954295345,-0.010258067755645672,-0.09999999999999999
return_1m_sector_neutral,2017-05-31,0.038514274315948394,0.001778977038341789,-0.036735297277606604,-0.8999999999999998
return_1m_sector_neutral,2017-06-30,0.025633975782537854,-0.010468402423266021,-0.03610237820580388,-0.6
return_1m_sector_neutral,2017-07-31,-3.1380631381860978e-06,0.0005136265659931083,0.0005167646291312943,0.3
return_1m_sector_neutral,2017-08-31,0.01309053809500893,0.0011755723355164616,-0.011914965759492469,-0.49999999999999994
return_1m_sector_neutral,2017-09-29,-0.01257091837593971,-0.002471153352462241,0.01009976502347747,0.39999999999999997
return_1m_sector_neutral,2017-10-31,0.04337958798059188,0.0018138232572478263,-0.041565764723344056,-0.7
return_1m_sector_neutral,2017-11-30,0.0012657399512236323,0.008700113781785502,0.0074343738305618695,0.3
return_1m_sector_neutral,2017-12-29,0.007056721158527801,0.0010050559301569063,-0.006051665228370895,-0.6
return_1m_sector_neutral,2018-01-31,0.005625996785948162,0.034455463758930195,0.028829466972982033,0.09999999999999999
return_1m_sector_neutral,2018-02-28,0.001920141498468042,-0.0231193673228944,-0.025039508821362442,-0.49999999999999994
return_1m_sector_neutral,2018-03-29,0.013373447228931811,0.043005356627515964,0.029631909398584153,0.09999999999999999
