date,strategy_name,portfolio_value,drawdown
2021-03-24,universe_equal_weight,1328031.741398098,-0.015406155273689492
2021-03-25,elastic_net_score_weighted,1440127.2310127898,-0.02237418377410405
2021-03-25,elastic_net_top20_equal_weight,1441736.1763206907,-0.021207172277222575
2021-03-25,momentum_3m_top20_equal_weight,1449526.9799124137,-0.01535476308196726
2021-03-25,ridge_top20_equal_weight,1433224.9472493958,-0.021207172277222797
2021-03-25,spy_buy_and_hold,1230492.8002060158,-0.015817619556263596
2021-03-25,universe_equal_weight,1336312.7422779058,-0.00926667664507752
2021-03-26,elastic_net_score_weighted,1463208.0980034291,-0.0067058102130705954
2021-03-26,elastic_net_top20_equal_weight,1465292.987180504,-0.005214483814310222
2021-03-26,momentum_3m_top20_equal_weight,1472672.55711633,0.0
2021-03-26,ridge_top20_equal_weight,1456642.6914639315,-0.005214483814310111
2021-03-26,spy_buy_and_hold,1250321.9373300516,0.0
2021-03-26,universe_equal_weight,1362444.227756644,0.0
2021-03-29,elastic_net_score_weighted,1459113.1183769705,-0.009485674181707315
2021-03-29,elastic_net_top20_equal_weight,1459749.4812139708,-0.008977962854094135
2021-03-29,momentum_3m_top20_equal_weight,1465138.76859402,-0.005115725478759492
2021-03-29,ridge_top20_equal_weight,1451131.9113524568,-0.008977962854094135
2021-03-29,spy_buy_and_hold,1249690.6594932633,-0.0005048922345042284
2021-03-29,universe_equal_weight,1362687.0745775013,0.0
2021-03-30,elastic_net_score_weighted,1458867.813264218,-0.009652198781697319
2021-03-30,elastic_net_top20_equal_weight,1461605.6732295093,-0.007717796492505036
2021-03-30,momentum_3m_top20_equal_weight,1464993.9235225103,-0.005214080724675996
2021-03-30,ridge_top20_equal_weight,1452977.145416253,-0.007717796492505369
2021-03-30,spy_buy_and_hold,1246374.9768686118,-0.003156755347241358
2021-03-30,universe_equal_weight,1356292.884217226,-0.0046923394809904595
2021-03-31,elastic_net_score_weighted,1466802.0579226383,-0.004266061888175021
2021-03-31,elastic_net_top20_equal_weight,1469762.097439119,-0.0021804106327675266
2021-03-31,momentum_3m_top20_equal_weight,1465338.1259848156,-0.004980354319819691
2021-03-31,ridge_top20_equal_weight,1461085.4185175046,-0.0021804106327674155
2021-03-31,spy_buy_and_hold,1251427.164871602,0.0
2021-03-31,universe_equal_weight,1359710.2852405193,-0.0021844995762544395
2021-04-01,elastic_net_score_weighted,1483570.5845945731,0.0
2021-04-01,elastic_net_top20_equal_weight,1485057.9272840922,0.0
2021-04-01,momentum_3m_top20_equal_weight,1479916.1982742765,0.0
2021-04-01,ridge_top20_equal_weight,1476290.950072274,0.0
2021-04-01,spy_buy_and_hold,1264941.2480071732,0.0
2021-04-01,universe_equal_weight,1373199.5683275878,0.0
2021-04-05,elastic_net_score_weighted,1495577.4926750804,0.0
2021-04-05,elastic_net_top20_equal_weight,1499091.4630720464,0.0
2021-04-05,momentum_3m_top20_equal_weight,1493807.3800164273,0.0
2021-04-05,ridge_top20_equal_weight,1490241.639470068,0.0
2021-04-05,spy_buy_and_hold,1283097.493691855,0.0
2021-04-05,universe_equal_weight,1387879.4668602354,0.0
2021-04-06,elastic_net_score_weighted,1494953.0773265108,-0.00041750785340632923
2021-04-06,elastic_net_top20_equal_weight,1499022.2192419693,-4.6190530586631695e-05
2021-04-06,momentum_3m_top20_equal_weight,1489772.9148274956,-0.002700793450951644
2021-04-06,ridge_top20_equal_weight,1490172.8044180393,-4.6190530586187606e-05
2021-04-06,spy_buy_and_hold,1282339.4017262936,-0.0005908295895584725
2021-04-06,universe_equal_weight,1387090.1023616132,-0.000568755801545251
2021-04-07,elastic_net_score_weighted,1496257.9996127372,0.0
2021-04-07,elastic_net_top20_equal_weight,1499263.6949413777,0.0
2021-04-07,momentum_3m_top20_equal_weight,1490748.9522041555,-0.0020474044064758834
2021-04-07,ridge_top20_equal_weight,1490412.85457578,0.0
2021-04-07,spy_buy_and_hold,1283823.8304065736,0.0
2021-04-07,universe_equal_weight,1388077.841107586,0.0
2021-04-08,elastic_net_score_weighted,1501094.2140234124,0.0
2021-04-08,elastic_net_top20_equal_weight,1505828.7897400255,0.0
2021-04-08,momentum_3m_top20_equal_weight,1494015.444357368,0.0
2021-04-08,ridge_top20_equal_weight,1496939.1926125293,0.0
2021-04-08,spy_buy_and_hold,1289917.6320121298,0.0
2021-04-08,universe_equal_weight,1391143.146161054,0.0
2021-04-09,elastic_net_score_weighted,1509028.3069045816,0.0
2021-04-09,elastic_net_top20_equal_weight,1513577.3529495385,0.0
2021-04-09,momentum_3m_top20_equal_weight,1502305.8703681866,0.0
2021-04-09,ridge_top20_equal_weight,1504642.0125039977,0.0
2021-04-09,spy_buy_and_hold,1299295.5678660928,0.0
2021-04-09,universe_equal_weight,1400775.3221954615,0.0
2021-04-12,elastic_net_score_weighted,1510559.8097770142,0.0
2021-04-12,elastic_net_top20_equal_weight,1515847.3391895774,0.0
2021-04-12,momentum_3m_top20_equal_weight,1499429.9570629082,-0.0019143327347669326
2021-04-12,ridge_top20_equal_weight,1506898.5979754392,0.0
2021-04-12,spy_buy_and_hold,1299769.3106962568,0.0
2021-04-12,universe_equal_weight,1402021.9543706824,0.0
2021-04-13,elastic_net_score_weighted,1521301.0147855433,0.0
2021-04-13,elastic_net_top20_equal_weight,1528196.2733212246,0.0
2021-04-13,momentum_3m_top20_equal_weight,1495015.4150905618,-0.004852843499731585
2021-04-13,ridge_top20_equal_weight,1519174.6306921763,0.0
2021-04-13,spy_buy_and_hold,1303621.4191543646,0.0
2021-04-13,universe_equal_weight,1404604.8751227492,0.0
2021-04-14,elastic_net_score_weighted,1520110.3442988878,-0.0007826659386166446
2021-04-14,elastic_net_top20_equal_weight,1524643.8514923467,-0.002324584800326379
2021-04-14,momentum_3m_top20_equal_weight,1503739.058536507,0.0
2021-04-14,ridge_top20_equal_weight,1515643.180436628,-0.002324584800326268
2021-04-14,spy_buy_and_hold,1299169.1674865163,-0.003415294964036697
2021-04-14,universe_equal_weight,1402280.5623769362,-0.0016547804916382525
2021-04-15,elastic_net_score_weighted,1539671.2691803311,0.0
2021-04-15,elastic_net_top20_equal_weight,1546604.8029649656,0.0
2021-04-15,momentum_3m_top20_equal_weight,1517536.540939397,0.0
2021-04-15,ridge_top20_equal_weight,1537474.4863529536,0.0
2021-04-15,spy_buy_and_hold,1313125.445076007,0.0
2021-04-15,universe_equal_weight,1417324.200321545,0.0
2021-04-16,elastic_net_score_weighted,1542765.6098884877,0.0
2021-04-16,elastic_net_top20_equal_weight,1550757.8197591596,0.0
2021-04-16,momentum_3m_top20_equal_weight,1528241.1559273603,0.0
2021-04-16,ridge_top20_equal_weight,1541602.9859866207,0.0
2021-04-16,spy_buy_and_hold,1317514.8068659646,0.0
2021-04-16,universe_equal_weight,1424221.090168462,0.0
2021-04-19,elastic_net_score_weighted,1532861.8863016772,-0.0064194609494350185
2021-04-19,elastic_net_top20_equal_weight,1539416.5874467033,-0.0073133484596695775
2021-04-19,momentum_3m_top20_equal_weight,1521371.9832100675,-0.004494822489664263
2021-04-19,ridge_top20_equal_weight,1530328.7061636334,-0.0073133484596695775
2021-04-19,spy_buy_and_hold,1311041.4938097815,-0.004913275374552661
2021-04-19,universe_equal_weight,1416710.6406192484,-0.005273373355484501
2021-04-20,elastic_net_score_weighted,1515004.9911390878,-0.01799406116617186
2021-04-20,elastic_net_top20_equal_weight,1524147.9746517935,-0.017159252572073957
2021-04-20,momentum_3m_top20_equal_weight,1507247.539552661,-0.013737109678845227
2021-04-20,ridge_top20_equal_weight,1515150.2309842128,-0.017159252572073957
2021-04-20,spy_buy_and_hold,1301442.7193221066,-0.012198790829599404
2021-04-20,universe_equal_weight,1406396.497653392,-0.012515326895602752
2021-04-21,elastic_net_score_weighted,1525190.3878005953,-0.011392023503273951
2021-04-21,elastic_net_top20_equal_weight,1532029.8557079423,-0.012076652983846192
2021-04-21,momentum_3m_top20_equal_weight,1515658.3152036974,-0.008233543950089128
2021-04-21,ridge_top20_equal_weight,1522985.581685999,-0.012076652983846303
2021-04-21,spy_buy_and_hold,1313757.136661992,-0.002852089543426972
2021-04-21,universe_equal_weight,1414913.2665095562,-0.0065353783363822915
2021-04-22,elastic_net_score_weighted,1507354.6131267478,-0.022952933702158118
2021-04-22,elastic_net_top20_equal_weight,1515983.201217428,-0.022424274183013404
2021-04-22,momentum_3m_top20_equal_weight,1497689.4085533698,-0.019991443925910457
2021-04-22,ridge_top20_equal_weight,1507033.6579475047,-0.022424274183013293
2021-04-22,spy_buy_and_hold,1301758.5133964494,-0.011959101626337953
2021-04-22,universe_equal_weight,1400527.8095917476,-0.016635956833016552
2021-04-23,elastic_net_score_weighted,1527262.7527414113,-0.010048744311974223
2021-04-23,elastic_net_top20_equal_weight,1534563.1543966301,-0.010443065420134068
2021-04-23,momentum_3m_top20_equal_weight,1514626.9968025107,-0.008908384041384054
2021-04-23,ridge_top20_equal_weight,1525503.9251520883,-0.010443065420134068
2021-04-23,spy_buy_and_hold,1315872.6363044619,-0.001246415260720335
2021-04-23,universe_equal_weight,1413802.6527833804,-0.00731518263351183
2021-04-26,elastic_net_score_weighted,1534470.673095015,-0.005376666902804583
2021-04-26,elastic_net_top20_equal_weight,1540664.3262370764,-0.006508749073179443
2021-04-26,momentum_3m_top20_equal_weight,1512535.6444118798,-0.010276854182709183
2021-04-26,ridge_top20_equal_weight,1531569.0789803693,-0.006508749073179665
2021-04-26,spy_buy_and_hold,1318619.41378372,0.0
2021-04-26,universe_equal_weight,1413554.5496236729,-0.00748938533379484
2021-04-27,elastic_net_score_weighted,1532683.7465112067,-0.006534928775090987
2021-04-27,elastic_net_top20_equal_weight,1537642.694462863,-0.008457236280990266
2021-04-27,momentum_3m_top20_equal_weight,1512819.6784816668,-0.010090997344156416
2021-04-27,ridge_top20_equal_weight,1528565.285282652,-0.008457236280990155
2021-04-27,spy_buy_and_hold,1318335.37496022,-0.00021540621996840592
2021-04-27,universe_equal_weight,1416873.5080294048,-0.005159017929012744
2021-04-28,elastic_net_score_weighted,1534593.9411177495,-0.005296766221881799
2021-04-28,elastic_net_top20_equal_weight,1536090.8091289492,-0.009457963353999621
2021-04-28,momentum_3m_top20_equal_weight,1512464.8632179187,-0.010323169643908892
2021-04-28,ridge_top20_equal_weight,1527022.561438743,-0.00945796335399951
2021-04-28,spy_buy_and_hold,1317956.380696089,-0.0005028236962842936
2021-04-28,universe_equal_weight,1417365.8470740851,-0.00481332788967892
2021-04-29,elastic_net_score_weighted,1542808.6132996464,0.0
2021-04-29,elastic_net_top20_equal_weight,1543645.1670250783,-0.004586565770267059
2021-04-29,momentum_3m_top20_equal_weight,1531453.295465249,0.0
2021-04-29,ridge_top20_equal_weight,1534532.3224997527,-0.00458656577026717
2021-04-29,spy_buy_and_hold,1326355.489388078,0.0
2021-04-29,universe_equal_weight,1429429.035647048,0.0
2021-04-30,elastic_net_score_weighted,1531742.2395390314,-0.007172875277735913
2021-04-30,elastic_net_top20_equal_weight,1535185.0464882979,-0.01004204078318316
2021-04-30,momentum_3m_top20_equal_weight,1516708.16366194,-0.009628195549267193
2021-04-30,ridge_top20_equal_weight,1526122.145929866,-0.01004204078318316
2021-04-30,spy_buy_and_hold,1317640.8969336436,-0.0065703293906936855
2021-04-30,universe_equal_weight,1420546.787880609,-0.006213843111433803
2021-05-03,elastic_net_score_weighted,1537086.3238124696,-0.003709007998690339
2021-05-03,elastic_net_top20_equal_weight,1540582.7954057732,-0.006561323904829108
2021-05-03,momentum_3m_top20_equal_weight,1528050.538123181,-0.002221913885421034
2021-05-03,ridge_top20_equal_weight,1531488.0294629107,-0.006561323904829108
2021-05-03,spy_buy_and_hold,1320482.5264162337,-0.004427895099641588
2021-05-03,universe_equal_weight,1428099.1471246202,-0.0009303634453079468
2021-05-04,elastic_net_score_weighted,1532222.7628120054,-0.006861415211444011
2021-05-04,elastic_net_top20_equal_weight,1533757.8551692641,-0.01096235941762691
2021-05-04,momentum_3m_top20_equal_weight,1529131.4492397972,-0.0015161064541289182
2021-05-04,ridge_top20_equal_weight,1524703.3799749485,-0.01096235941762691
2021-05-04,spy_buy_and_hold,1312335.9081715,-0.010570002784883847
2021-05-04,universe_equal_weight,1423529.1452775893,-0.004127445450125444
2021-05-05,elastic_net_score_weighted,1544759.346604634,0.0
2021-05-05,elastic_net_top20_equal_weight,1547115.1760952496,-0.0023489442500285174
2021-05-05,momentum_3m_top20_equal_weight,1536281.250699209,0.0
2021-05-05,ridge_top20_equal_weight,1537981.8465168606,-0.0023489442500285174
2021-05-05,spy_buy_and_hold,1312746.9679983715,-0.01026008600151751
2021-05-05,universe_equal_weight,1427720.2541989614,-0.0011954293675817684
2021-05-06,elastic_net_score_weighted,1555482.359388801,0.0
2021-05-06,elastic_net_top20_equal_weight,1558000.1112066966,0.0
2021-05-06,momentum_3m_top20_equal_weight,1551415.712691831,0.0
2021-05-06,ridge_top20_equal_weight,1548802.5228702344,0.0
2021-05-06,spy_buy_and_hold,1323229.7176446887,-0.0023566621229361706
2021-05-06,universe_equal_weight,1441646.8875580064,0.0
2021-05-07,elastic_net_score_weighted,1575586.5950020005,0.0
2021-05-07,elastic_net_top20_equal_weight,1577696.9994046597,0.0
2021-05-07,momentum_3m_top20_equal_weight,1568705.2107055506,0.0
2021-05-07,ridge_top20_equal_weight,1568383.1313145242,0.0
2021-05-07,spy_buy_and_hold,1332860.1439459072,0.0
2021-05-07,universe_equal_weight,1453848.098082968,0.0
2021-05-10,elastic_net_score_weighted,1562589.4533750648,-0.008249081115671242
2021-05-10,elastic_net_top20_equal_weight,1564305.9659732836,-0.008487709260034837
2021-05-10,momentum_3m_top20_equal_weight,1562886.4653066078,-0.0037092663167260786
2021-05-10,ridge_top20_equal_weight,1555071.1512875832,-0.008487709260035059
2021-05-10,spy_buy_and_hold,1319661.6480100807,-0.009902386229925564
2021-05-10,universe_equal_weight,1442990.4562749024,-0.007468209245781843
2021-05-11,elastic_net_score_weighted,1549008.0434120416,-0.016868988143381003
2021-05-11,elastic_net_top20_equal_weight,1551653.5543452865,-0.016507253971580593
2021-05-11,momentum_3m_top20_equal_weight,1542189.1024313222,-0.01690318110328859
2021-05-11,ridge_top20_equal_weight,1542493.4326411723,-0.016507253971580704
2021-05-11,spy_buy_and_hold,1307883.86337825,-0.018738860698254034
2021-05-11,universe_equal_weight,1429883.1861099228,-0.01648377984236804
2021-05-12,elastic_net_score_weighted,1522181.2053107927,-0.03389555982553916
2021-05-12,elastic_net_top20_equal_weight,1526434.2438873614,-0.032492142367414156
2021-05-12,momentum_3m_top20_equal_weight,1511463.7953081904,-0.036489593460083514
2021-05-12,ridge_top20_equal_weight,1517423.003325202,-0.032492142367414045
2021-05-12,spy_buy_and_hold,1280097.8120161446,-0.03958579763182113
2021-05-12,universe_equal_weight,1402174.7640991805,-0.035542457325441035
2021-05-13,elastic_net_score_weighted,1532092.663149425,-0.027604913617915172
2021-05-13,elastic_net_top20_equal_weight,1535522.0331398717,-0.026731981033558894
2021-05-13,momentum_3m_top20_equal_weight,1531078.4090784364,-0.02398589701260123
2021-05-13,ridge_top20_equal_weight,1526457.1431948708,-0.026731981033558783
2021-05-13,spy_buy_and_hold,1295475.1112215286,-0.02804872881388809
2021-05-13,universe_equal_weight,1418073.1228127892,-0.02460709294000618
2021-05-14,elastic_net_score_weighted,1554645.123834488,-0.013291221970244016
2021-05-14,elastic_net_top20_equal_weight,1557607.6108806839,-0.012733362953441962
2021-05-14,momentum_3m_top20_equal_weight,1549335.4875063726,-0.012347586447084113
2021-05-14,ridge_top20_equal_weight,1548412.3396534405,-0.012733362953441962
2021-05-14,spy_buy_and_hold,1315367.4485353525,-0.013124179224661914
2021-05-14,universe_equal_weight,1435678.728950757,-0.01249743295476946
2021-05-17,elastic_net_score_weighted,1558068.9372725491,-0.011118181498255941
2021-05-17,elastic_net_top20_equal_weight,1561884.4802270795,-0.010022532326262268
2021-05-17,momentum_3m_top20_equal_weight,1550659.245667793,-0.011503732450561022
2021-05-17,ridge_top20_equal_weight,1552663.9606809597,-0.010022532326262379
2021-05-17,spy_buy_and_hold,1312020.2175344564,-0.01563549372086004
2021-05-17,universe_equal_weight,1434307.1256129856,-0.013440862560365807
2021-05-18,elastic_net_score_weighted,1542716.50042859,-0.0208621313977152
2021-05-18,elastic_net_top20_equal_weight,1546143.8081308214,-0.01999952543849981
2021-05-18,momentum_3m_top20_equal_weight,1536134.643985237,-0.020762707038924466
2021-05-18,ridge_top20_equal_weight,1537016.2129824853,-0.01999952543849992
2021-05-18,spy_buy_and_hold,1300716.3826073878,-0.024116379715097835
2021-05-18,universe_equal_weight,1423765.2625719164,-0.02069186977010773
2021-05-19,elastic_net_score_weighted,1533820.9372305744,-0.026508005274932578
2021-05-19,elastic_net_top20_equal_weight,1536543.7682967905,-0.02608436925683344
2021-05-19,momentum_3m_top20_equal_weight,1529254.6305109859,-0.025148498217087756
2021-05-19,ridge_top20_equal_weight,1527472.8465811277,-0.02608436925683333
2021-05-19,spy_buy_and_hold,1297306.261728601,-0.026674878364994492
2021-05-19,universe_equal_weight,1417992.55655808,-0.024662508808290795
2021-05-20,elastic_net_score_weighted,1547930.5409675685,-0.017552861976714684
2021-05-20,elastic_net_top20_equal_weight,1551310.6666036027,-0.016724588315128908
2021-05-20,momentum_3m_top20_equal_weight,1539142.147126697,-0.01884551882476193
2021-05-20,ridge_top20_equal_weight,1542152.569122896,-0.016724588315128908
2021-05-20,spy_buy_and_hold,1311262.5393180915,-0.016203954125206588
2021-05-20,universe_equal_weight,1430639.7658428128,-0.015963381780226937
2021-05-21,elastic_net_score_weighted,1551684.236659292,-0.015170450433210414
2021-05-21,elastic_net_top20_equal_weight,1553470.8552883998,-0.015355384541772987
2021-05-21,momentum_3m_top20_equal_weight,1541002.3370934736,-0.017659706503822425
2021-05-21,ridge_top20_equal_weight,1544300.0052243595,-0.015355384541773098
2021-05-21,spy_buy_and_hold,1310188.9635900848,-0.01700942177526954
2021-05-21,universe_equal_weight,1430242.4188346027,-0.016236688880696404
2021-05-24,elastic_net_score_weighted,1566263.5434461518,-0.005917194005980231
2021-05-24,elastic_net_top20_equal_weight,1568228.4985596011,-0.006001469768042611
2021-05-24,momentum_3m_top20_equal_weight,1554313.9613979675,-0.009173966663316158
2021-05-24,ridge_top20_equal_weight,1558970.5273672321,-0.006001469768042611
2021-05-24,spy_buy_and_hold,1323545.5117190315,-0.0069884543169698166
2021-05-24,universe_equal_weight,1442387.485481819,-0.007882950506494457
2021-05-25,elastic_net_score_weighted,1558472.4830179664,-0.010862057368552502
2021-05-25,elastic_net_top20_equal_weight,1560621.8629965654,-0.01082282365659415
2021-05-25,momentum_3m_top20_equal_weight,1550856.4296797272,-0.011378033874060778
2021-05-25,ridge_top20_equal_weight,1551408.7972583303,-0.010822823656594038
2021-05-25,spy_buy_and_hold,1320608.9267958102,-0.00919167491483952
2021-05-25,universe_equal_weight,1438628.3613564523,-0.010468587981498412
2021-05-26,elastic_net_score_weighted,1564293.4935103275,-0.007167553676514116
2021-05-26,elastic_net_top20_equal_weight,1566905.685425718,-0.006839915384902029
2021-05-26,momentum_3m_top20_equal_weight,1554599.1259003729,-0.008992183304365575
2021-05-26,ridge_top20_equal_weight,1557655.5234052252,-0.006839915384902029
2021-05-26,spy_buy_and_hold,1323229.7176446887,-0.007225383957170428
2021-05-26,universe_equal_weight,1440290.9592730352,-0.00932500364227129
2021-05-27,elastic_net_score_weighted,1570270.5302757123,-0.003374022566040802
2021-05-27,elastic_net_top20_equal_weight,1571819.106202809,-0.00372561601122956
2021-05-27,momentum_3m_top20_equal_weight,1559362.342182155,-0.00595578344461134
2021-05-27,ridge_top20_equal_weight,1562539.9380087561,-0.003725616011229782
2021-05-27,spy_buy_and_hold,1323924.2991085644,-0.006704262917554438
2021-05-27,universe_equal_weight,1442821.0944572312,-0.007584701345537348
2021-05-28,elastic_net_score_weighted,1574058.6979135298,-0.0009697322212041115
2021-05-28,elastic_net_top20_equal_weight,1575011.7881235697,-0.0017019816112366914
2021-05-28,momentum_3m_top20_equal_weight,1562793.834815879,-0.0037683153273985193
2021-05-28,ridge_top20_equal_weight,1565713.772065653,-0.0017019816112366914
2021-05-28,spy_buy_and_hold,1326292.4960728881,-0.004927484629839496
2021-05-28,universe_equal_weight,1444874.4774718115,-0.006172323383019984
2021-06-01,elastic_net_score_weighted,1577603.4160395756,0.0
2021-06-01,elastic_net_top20_equal_weight,1577056.3423206909,-0.00040607105433465573
2021-06-01,momentum_3m_top20_equal_weight,1567078.613547103,-0.0010369042872726553
2021-06-01,ridge_top20_equal_weight,1567746.2563227906,-0.00040607105433465573
2021-06-01,spy_buy_and_hold,1325124.1717788484,-0.005804038932514466
2021-06-01,universe_equal_weight,1442720.0069592728,-0.007654232335804978
2021-06-02,elastic_net_score_weighted,1582306.2805247428,0.0
2021-06-02,elastic_net_top20_equal_weight,1582061.1305402692,0.0
2021-06-02,momentum_3m_top20_equal_weight,1571332.1649090615,0.0
2021-06-02,ridge_top20_equal_weight,1572721.4989849434,0.0
2021-06-02,spy_buy_and_hold,1327208.226482373,-0.004240442997118898
2021-06-02,universe_equal_weight,1447021.5784037374,-0.004695483447157978
2021-06-03,elastic_net_score_weighted,1582113.738534236,-0.00012168440009152626
2021-06-03,elastic_net_top20_equal_weight,1582092.9167925534,0.0
2021-06-03,momentum_3m_top20_equal_weight,1575596.9311846213,0.0
2021-06-03,ridge_top20_equal_weight,1572753.09758842,0.0
2021-06-03,spy_buy_and_hold,1322282.1285470617,-0.007936328088804179
2021-06-03,universe_equal_weight,1445624.3601418687,-0.005656531760053207
2021-06-04,elastic_net_score_weighted,1596570.1249629583,0.0
2021-06-04,elastic_net_top20_equal_weight,1596001.076587896,0.0
2021-06-04,momentum_3m_top20_equal_weight,1586254.179332174,0.0
2021-06-04,ridge_top20_equal_weight,1586579.1511455178,0.0
2021-06-04,spy_buy_and_hold,1334375.7072532352,0.0
2021-06-04,universe_equal_weight,1456493.5450762352,0.0
2021-06-07,elastic_net_score_weighted,1593968.6929606341,-0.0016293878744502166
2021-06-07,elastic_net_top20_equal_weight,1594071.0206359657,-0.0012093074248149538
2021-06-07,momentum_3m_top20_equal_weight,1585265.6571519445,-0.0006231801895996147
2021-06-07,ridge_top20_equal_weight,1584660.4891979813,-0.0012093074248147317
2021-06-07,spy_buy_and_hold,1333081.1894542174,-0.0009701299206671399
2021-06-07,universe_equal_weight,1455710.3523835512,-0.0005377247948208375
2021-06-08,elastic_net_score_weighted,1589167.198992481,-0.00463676844175509
2021-06-08,elastic_net_top20_equal_weight,1588480.212894176,-0.004712317431388668
2021-06-08,momentum_3m_top20_equal_weight,1582508.7408877094,-0.0023611842876538613
2021-06-08,ridge_top20_equal_weight,1579102.6865552976,-0.004712317431388335
2021-06-08,spy_buy_and_hold,1333365.538589615,-0.000757034662823397
2021-06-08,universe_equal_weight,1452632.0743605737,-0.0026512103185870606
2021-06-09,elastic_net_score_weighted,1581122.030434986,-0.009675800822297465
2021-06-09,elastic_net_top20_equal_weight,1579195.3811654777,-0.01052987724691734
2021-06-09,momentum_3m_top20_equal_weight,1571026.0515449916,-0.009600055265791996
2021-06-09,ridge_top20_equal_weight,1569872.6674414377,-0.010529877246917008
2021-06-09,spy_buy_and_hold,1331376.1290148238,-0.002247926294001501
2021-06-09,universe_equal_weight,1447839.7113569742,-0.00594155308721811
2021-06-10,elastic_net_score_weighted,1584992.5959368777,-0.00725150047909684
2021-06-10,elastic_net_top20_equal_weight,1582636.9876869249,-0.008373483637957424
2021-06-10,momentum_3m_top20_equal_weight,1573524.6963173458,-0.008024869646166888
2021-06-10,ridge_top20_equal_weight,1573293.9565830766,-0.008373483637957313
2021-06-10,spy_buy_and_hold,1337564.782623712,0.0
2021-06-10,universe_equal_weight,1454205.2517469581,-0.0015710974738012418
2021-06-11,elastic_net_score_weighted,1587455.1221809268,-0.00570911520860562
2021-06-11,elastic_net_top20_equal_weight,1583787.8077506449,-0.007652418921522353
2021-06-11,momentum_3m_top20_equal_weight,1576764.0184738827,-0.005982749159587186
2021-06-11,ridge_top20_equal_weight,1574437.9828287992,-0.007652418921522242
2021-06-11,spy_buy_and_hold,1339775.237706813,0.0
2021-06-11,universe_equal_weight,1454572.6060632898,-0.001318879180370769
2021-06-14,elastic_net_score_weighted,1592052.0794339727,-0.002829844714205998
2021-06-14,elastic_net_top20_equal_weight,1588248.3442731388,-0.004857598424264142
2021-06-14,momentum_3m_top20_equal_weight,1574745.150474258,-0.007255475829706759
2021-06-14,ridge_top20_equal_weight,1578872.1867609434,-0.00485759842426392
2021-06-14,spy_buy_and_hold,1342774.712507925,0.0
2021-06-14,universe_equal_weight,1456699.566278658,0.0
2021-06-15,elastic_net_score_weighted,1586501.910635646,-0.00630615227598974
2021-06-15,elastic_net_top20_equal_weight,1583134.6296857966,-0.008061678084583024
2021-06-15,momentum_3m_top20_equal_weight,1570931.5556079666,-0.009659627015550676
2021-06-15,ridge_top20_equal_weight,1573788.6607732722,-0.00806167808458269
2021-06-15,spy_buy_and_hold,1340311.973852167,-0.0018340669010353805
2021-06-15,universe_equal_weight,1452248.9680963003,-0.003055261555220734
2021-06-16,elastic_net_score_weighted,1575415.2758946477,-0.013250184716315783
2021-06-16,elastic_net_top20_equal_weight,1571065.3756002518,-0.015623862260139898
2021-06-16,momentum_3m_top20_equal_weight,1554460.6312074955,-0.020043161139574606
2021-06-16,ridge_top20_equal_weight,1561790.657023211,-0.015623862260139676
2021-06-16,spy_buy_and_hold,1332828.802444261,-0.007406983443326687
2021-06-16,universe_equal_weight,1442544.0570635037,-0.009717521404442153
2021-06-17,elastic_net_score_weighted,1576576.2730119594,-0.012523002678296202
2021-06-17,elastic_net_top20_equal_weight,1572651.4031129687,-0.014630111356094377
2021-06-17,momentum_3m_top20_equal_weight,1549266.7389787594,-0.023317473854654547
2021-06-17,ridge_top20_equal_weight,1563367.3214890019,-0.014630111356093933
2021-06-17,spy_buy_and_hold,1332386.5045530426,-0.00773637443281916
2021-06-17,universe_equal_weight,1441584.1677764263,-0.010376469419048573
2021-06-18,elastic_net_score_weighted,1555521.646929159,-0.025710413461952686
2021-06-18,elastic_net_top20_equal_weight,1553435.4843664095,-0.026670152574387984
2021-06-18,momentum_3m_top20_equal_weight,1525635.05284842,-0.03821526667893471
2021-06-18,ridge_top20_equal_weight,1544264.8431131244,-0.02667015257438765
2021-06-18,spy_buy_and_hold,1314412.1016402883,-0.021122389782470163
2021-06-18,universe_equal_weight,1420793.5542372405,-0.02464887947563854
2021-06-21,elastic_net_score_weighted,1579974.057478561,-0.010394825272571295
2021-06-21,elastic_net_top20_equal_weight,1577361.9304661786,-0.011678655105650915
2021-06-21,momentum_3m_top20_equal_weight,1555473.6478137155,-0.019404539272146915
2021-06-21,ridge_top20_equal_weight,1568050.0404414732,-0.011678655105650693
2021-06-21,spy_buy_and_hold,1333229.0013547204,-0.007108944683189566
2021-06-21,universe_equal_weight,1442548.9004990922,-0.009714196466547809
2021-06-22,elastic_net_score_weighted,1591635.8083335096,-0.003090573068040614
2021-06-22,elastic_net_top20_equal_weight,1589482.6123194154,-0.004084248039742278
2021-06-22,momentum_3m_top20_equal_weight,1564675.9818733628,-0.013603240728983113
2021-06-22,ridge_top20_equal_weight,1580099.1683575565,-0.0040842480397418335
2021-06-22,spy_buy_and_hold,1340356.8656400035,-0.001800634794056899
2021-06-22,universe_equal_weight,1449958.872135166,-0.004627374305267384
2021-06-23,elastic_net_score_weighted,1594050.2899121966,-0.0015782802216847136
2021-06-23,elastic_net_top20_equal_weight,1591696.9857146833,-0.0026967969736051423
2021-06-23,momentum_3m_top20_equal_weight,1560191.1784112623,-0.016430532546734877
