as_of_date,solver_status,objective_value,scenario_count,confidence_level,horizon_days,predicted_alpha_proxy,var_loss,cvar_loss,mean_scenario_return,worst_scenario_return,one_way_turnover,portfolio_beta_vs_spy,maximum_position_adv_fraction,positions,maximum_weight,maximum_sector_weight,solver
2025-04-30,optimal,-0.004360455570818997,252,0.95,21,0.002410463078296955,0.08636603485602629,0.10487227601838098,0.007580132897145867,-0.14267607230592402,0.14999722343753819,0.997018984356421,9.421278062936738e-05,24,0.04999899953895484,0.1999956927760242,CLARABEL
2025-05-30,optimal,-0.0041372389320575645,252,0.95,21,0.00223415469593685,0.08443389858680232,0.10163945619565441,0.014744597830124212,-0.1352361028483757,0.12634010319612338,1.0094265592964387,7.771713616814333e-05,24,0.049998999739025995,0.19999598699400736,CLARABEL
2025-06-30,optimal,-0.004590795821054595,252,0.95,21,0.0022537990398573825,0.07311763232376547,0.10136065390765306,0.012565776837759597,-0.14341675000811024,0.17367389822588492,0.982471511335893,8.766576926811056e-05,24,0.049998999937170926,0.24999499118218216,CLARABEL
2025-07-31,optimal,-0.005634243503435865,252,0.95,21,0.0023214379582027675,0.07671213408254668,0.09844454591425052,0.010117701380914902,-0.13517826743642367,0.29999408330842137,0.972524393062598,0.00011708340580532648,24,0.04999899999352223,0.15001692929885718,CLARABEL
2025-08-29,optimal,-0.004920648491284095,252,0.95,21,0.002457466056717025,0.08541667984957385,0.10690916252187305,0.013952360398677628,-0.1446537644855249,0.19999602145360945,1.0579814370578937,0.0001729309529572438,23,0.0499990004937612,0.24999494385715676,CLARABEL
2025-09-30,optimal,-0.003372965600094805,252,0.95,21,0.0024098353557420577,0.08577868472799545,0.10504847107655951,0.01658835035976519,-0.1446252778672375,0.05001905867656002,1.042841018693676,0.00018486679600176394,22,0.04999900001998247,0.24999494583326085,CLARABEL
2025-10-31,optimal,-0.003643157858559596,252,0.95,21,0.002508465026582114,0.08509666807325654,0.10250086672620053,0.016926456694352617,-0.13784147048048492,0.09999800463451661,1.076713963291264,0.00018075387092618276,23,0.04999899980851727,0.24999496335869753,CLARABEL
2025-11-28,optimal,-0.0037472163904160583,252,0.95,21,0.0024829451554279893,0.08501147312116226,0.10401699873740197,0.015219797389792409,-0.14102001857108398,0.10001802614331905,1.060266786787451,0.00015764014364476952,23,0.04999899986274038,0.24999497814811567,CLARABEL
2025-12-31,optimal,-0.00394854883304341,252,0.95,21,0.002329954971925518,0.08669382788188705,0.10503106014228258,0.012515075761695934,-0.14158819817180585,0.09999800093997098,1.0378957848372667,0.00013239974023949002,22,0.04999900027577486,0.24999498789673508,CLARABEL
2026-01-30,optimal,-0.0043243340324448576,252,0.95,21,0.0023469411597633423,0.09039000823981354,0.10303670939217528,0.013824741881045474,-0.12918523578219554,0.1499969035807803,1.046173678466105,0.00011970027611995188,22,0.04999900015278334,0.2499949935433843,CLARABEL
2026-02-27,optimal,-0.004163346110674945,252,0.95,21,0.0023384314204348638,0.09452131617224144,0.10958092900755712,0.012181483849092912,-0.14113205904075446,0.09999799770421061,1.0961058948713396,0.00011370314378797368,22,0.04999900019396186,0.24999499602003916,CLARABEL
2026-03-31,optimal,-0.004377297869217266,252,0.95,21,0.002363944075203357,0.0704706079522603,0.094119983086041,0.013004863887464812,-0.1386220492251228,0.19999602408693765,0.9326698092436168,8.738436378961218e-05,23,0.04999900010303807,0.24999502509530322,CLARABEL
2026-04-30,optimal,-0.002552841846088738,252,0.95,21,0.002295900326103204,0.04311344637524281,0.05655101719052643,0.02732855946022253,-0.07896603743245394,0.19999598991683915,1.0382217598741859,7.605747765263311e-05,24,0.049999000095150466,0.24999899575366893,CLARABEL
2026-05-29,optimal,-0.001786941690861715,252,0.95,21,0.002295915397915005,0.04003900489982677,0.05130249557198652,0.024479928397010277,-0.06964156749268331,0.14999702615696617,1.008090451543107,0.00014103902717247692,24,0.049999000044975934,0.24999899109998408,CLARABEL
