strategy_name,final_portfolio_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,beta_vs_spy,annualized_alpha_vs_spy,excess_cagr,total_transaction_cost,total_traded_notional,mean_two_way_turnover,mean_one_way_turnover,mean_positions,maximum_weight,maximum_sector_weight,mean_effective_positions,construction_one_way_turnover,effective_cost_bps,cagr_difference_vs_full,sharpe_difference_vs_full,excess_cagr_difference_vs_full,is_baseline
full_ensemble,4040172.810593051,3.0401728105930506,0.24427041052235543,0.22443769293454915,1.086881074531349,1.5551819576923949,-0.3434979632110363,1.0622843768589336,0.06723092754170845,0.08772851787318614,42012.90342213739,81775981.91486195,0.5048087659038759,0.259020939917959,25.0,0.050000000000000024,0.2500000000000001,24.17602535713524,0.23322462313972261,5.137560251600228,0.0,0.0,0.0,True
without_composite,3767327.8102144515,2.7673278102144514,0.23072706520069142,0.22366438907249162,1.0409721249838688,1.4778620882482154,-0.3465182360085908,1.0590243235502488,0.056664536030872355,0.07418517255152213,39425.25155560663,76762350.76853764,0.4905105813486686,0.25186817414601065,25.0,0.050000000000000024,0.2500000000000001,24.182651246944086,0.22953964627590645,5.136014095566981,-0.013543345321664013,-0.04590894954748026,-0.013543345321664013,False
without_elastic_net,4024251.7089223755,3.0242517089223755,0.24350165979930272,0.22496191750414452,1.0821879778652888,1.5416999516057623,-0.35179726750037044,1.06196957771505,0.06679729467968369,0.08695976715013343,49141.215821511425,95579336.90111342,0.5643015252818117,0.2887827196935198,25.0,0.05000000000000002,0.2500000000000001,24.1707469945147,0.26280952247726175,5.141405811629875,-0.0007687507230527135,-0.004693096666060326,-0.0007687507230527135,False
without_lightgbm_ranker,3960240.2836594973,2.9602402836594974,0.24038473963640916,0.224008876539911,1.0743436602941259,1.5526818570501875,-0.35044246441438887,1.0566396086648897,0.06489534444235406,0.08384284698723987,41731.41960471841,81301964.95234427,0.5172019671042721,0.2652205799226508,25.0,0.05000000000000002,0.2500000000000001,24.169639377929546,0.23859974764948283,5.13289188387754,-0.0038856708859462685,-0.01253741423722321,-0.0038856708859462685,False
