model_name,feature,mean_coefficient,mean_absolute_coefficient,nonzero_ratio
ridge,fund__accruals_zscore,-0.0013467908015035313,0.0013796353252878825,1.0
ridge,fund__revenue_growth_yoy_sector_zscore,-0.0013742487225783069,0.0013742487225783069,1.0
ridge,fund__interest_coverage_zscore,-0.0010685760530948346,0.0013075252437693523,1.0
ridge,fund__roe_sector_zscore,0.0013029209394075747,0.0013029209394075747,1.0
ridge,fund__gross_margin_zscore,-0.000954939056347383,0.0012219414882540676,1.0
ridge,fund__net_income_growth_yoy_zscore,-0.0008613096401093176,0.001197980430408943,1.0
ridge,tech__dollar_volume_change_20d_60d_sector_neutral,-0.00119692517689102,0.00119692517689102,1.0
ridge,tech__return_3m_sector_neutral,0.0010968969860507246,0.001196606640236059,1.0
ridge,fund__operating_cash_flow_growth_yoy_zscore,-0.00030864153191340673,0.0011857742718448425,1.0
ridge,fund__operating_cash_flow_growth_acceleration_sector_zscore,-0.0011522182182433715,0.0011522182182433715,1.0
ridge,fund__book_to_market_sector_zscore,-0.0002572365407694764,0.0011370283029312545,1.0
ridge,fund__gross_profitability_sector_zscore,0.0010550995959606852,0.0010550995959606852,1.0
ridge,fund__net_debt_to_assets_missing,-0.001033683273757233,0.0010364647958463476,1.0
ridge,fund__debt_to_assets_missing,-0.0010336832737572247,0.0010364647958463395,1.0
ridge,fund__revenue_growth_acceleration_zscore,-0.0010040716208589413,0.0010250473649046148,1.0
ridge,fund__debt_to_assets_zscore,0.000989610812317663,0.0009974279330758565,1.0
ridge,fund__net_income_growth_yoy_sector_zscore,-0.0009457085669783179,0.0009821966391822554,1.0
ridge,fund__roa_zscore,-0.0007036992123241256,0.0009720091282533976,1.0
ridge,fund__asset_growth_yoy_zscore,0.0009545686399200288,0.0009578663013147499,1.0
ridge,fund__net_margin_missing,-0.0008649597870874503,0.0009542075941694304,1.0
ridge,fund__capex_to_assets_sector_zscore,0.0008570129373048249,0.0009317409622561022,1.0
ridge,fund__roe_zscore,0.0008943327385255372,0.0008943327385255372,1.0
ridge,fund__net_debt_to_assets_sector_zscore,0.0006884139534812869,0.0008858564212575936,1.0
ridge,fund__gross_margin_sector_zscore,-0.0005667025423678288,0.0008586485697662182,1.0
ridge,tech__return_1m_sector_neutral,0.0007077062628801781,0.0008480543858375716,1.0
ridge,tech__reversal_1m_sector_neutral,-0.0007077062628801201,0.0008480543858375172,1.0
ridge,fund__operating_margin_sector_zscore,-0.0007111277776575644,0.0008087377226315396,1.0
ridge,fund__operating_cash_flow_growth_acceleration_zscore,-0.0005447003292355551,0.000767659897361817,1.0
ridge,fund__debt_to_assets_sector_zscore,0.000616780368497427,0.0007089911696731558,1.0
ridge,tech__momentum_12_1_sector_neutral,0.00018423432956530836,0.0007083021386269696,1.0
ridge,fund__revenue_growth_yoy_zscore,0.000599258258814303,0.0006911335900010959,1.0
ridge,fund__current_ratio_sector_zscore,-0.0005719028801980546,0.0006272022322947329,1.0
ridge,fund__revenue_growth_acceleration_sector_zscore,-0.0006003010788234206,0.0006214981338277387,1.0
ridge,tech__volatility_20d_sector_neutral,0.0005439312782429456,0.0005977280253299247,1.0
ridge,fund__accruals_sector_zscore,0.00011284795852098609,0.0005948118155181462,1.0
ridge,fund__fcf_yield_sector_zscore,0.0004953398207104256,0.0005880104544181673,1.0
ridge,fund__cash_conversion_sector_zscore,0.00036488219958732797,0.0005817288234877797,1.0
ridge,fund__earnings_yield_sector_zscore,0.0005735451242324975,0.0005803316300541942,1.0
ridge,fund__gross_profitability_zscore,-0.000346823304795224,0.0005749293709033699,1.0
ridge,fund__net_income_growth_acceleration_sector_zscore,-0.00028274859922506273,0.0004798859094628271,1.0
ridge,fund__fcf_yield_zscore,-0.0002297079469544226,0.0004626590826974994,1.0
ridge,tech__return_1w_sector_neutral,-0.00028643202364335207,0.0003856429770842785,1.0
ridge,fund__interest_coverage_sector_zscore,-0.00018669353839705067,0.00037656348775046025,1.0
ridge,tech__positive_day_ratio_60d_sector_neutral,0.00031008098738308085,0.00037088696743009644,1.0
ridge,tech__zero_volume_ratio_60d_sector_neutral,0.0,0.0,0.0
