model_name,as_of_date,observations,valid_ranking,unique_predictions,prediction_mean,prediction_std,target_mean,rmse,mae,information_coefficient,top_mean_target,bottom_mean_target,top_bottom_spread,top_quintile_precision,quintile_monotonicity,predicted_top_count,actual_top_count
ridge,2020-06-30,50,True,50,0.0017746003334589875,0.005515913228699401,0.012879217246477304,0.08408234817319393,0.05998507324996501,-0.08821128451380551,-0.0007103553668601937,0.021405580559526682,-0.022115935926386877,0.3,-0.7999999999999999,10,10
constant,2020-07-31,50,False,1,0.0019620831955319907,0.0,0.010609863650980527,0.11470207282238236,0.06383345522670834,,,,,,,0,10
elastic_net,2020-07-31,50,True,50,0.0018093011789400532,0.006497571025626381,0.010609863650980527,0.1120901200408973,0.06418941297278727,-0.1537094837935174,0.04342353456676825,0.0038696316157666886,0.039553902951001564,0.2,0.6,10,10
equal_weight_composite,2020-07-31,50,True,50,0.0010262992030875063,0.32977180817122453,0.010609863650980527,0.36593581855659124,0.2892150268258177,-0.2638655462184874,-0.025041024753907782,0.017861535821960962,-0.04290256057586875,0.2,-0.49999999999999994,10,10
momentum_3m,2020-07-31,50,True,50,0.006415024783092676,0.7909682730725311,0.010609863650980527,0.7338590652601504,0.5370322305636404,0.2302521008403361,0.12347800356760379,-0.0309598246598774,0.1544378282274812,0.7,0.6,10,10
ridge,2020-07-31,50,True,50,0.0018090037417535301,0.0065036230870460605,0.010609863650980527,0.11209064589973373,0.06418806645721355,-0.15294117647058825,0.04342353456676825,0.0038696316157666886,0.039553902951001564,0.2,0.6,10,10
constant,2020-08-31,50,False,1,0.0020715487709174157,4.336808689942018e-19,-0.018584731771714814,0.06322806114453389,0.04567894754915416,,,,,,,0,10
elastic_net,2020-08-31,50,True,50,0.002015230075363572,0.00728788083859471,-0.018584731771714814,0.06612375816183902,0.047275797705463016,-0.20384153661464588,-0.06001842405802371,-0.010883049183153637,-0.049135374874870075,0.0,-0.7,10,10
equal_weight_composite,2020-08-31,50,True,50,0.007079812375303365,0.2705020088721583,-0.018584731771714814,0.26907930739426594,0.21573065296121072,0.11932773109243697,-0.02624552227805943,-0.04258824333852347,0.01634272106046404,0.1,0.6,10,10
momentum_3m,2020-08-31,50,True,50,-0.007080449619860918,0.8257444738313306,-0.018584731771714814,0.8448694507216812,0.5410239355205346,-0.2471548619447779,-0.021304158849959554,0.009755863219609962,-0.031060022069569516,0.1,-0.7,10,10
ridge,2020-08-31,50,True,50,0.002012924985573281,0.007329422766186012,-0.018584731771714814,0.06614417596395175,0.04728611855857781,-0.20384153661464588,-0.06001842405802371,-0.010883049183153637,-0.049135374874870075,0.0,-0.7,10,10
constant,2020-09-30,50,False,1,0.001813345264134512,0.0,0.0027297170146546933,0.051361019153848005,0.039804340081495124,,,,,,,0,10
elastic_net,2020-09-30,50,True,50,0.0017911055629421773,0.007128709495481188,0.0027297170146546933,0.051230500364898325,0.04036117103528948,0.15860744297719087,0.006618028998403791,-0.010651086765937966,0.017269115764341758,0.2,0.7999999999999999,10,10
equal_weight_composite,2020-09-30,50,True,50,0.004011103725382772,0.2698934362369074,0.0027297170146546933,0.27426351192259857,0.18573993935936917,-0.00936374549819928,-0.008401605542191836,-0.01843483876598213,0.010033233223790294,0.1,0.0,10,10
momentum_3m,2020-09-30,50,True,50,-0.006213519247207144,0.7586864905770633,0.0027297170146546933,0.7502017389034715,0.513119485251719,0.19807923169267705,0.014651456023555377,-0.029083326026104674,0.043734782049660054,0.3,0.39999999999999997,10,10
ridge,2020-09-30,50,True,50,0.0017914282339739787,0.007110181803243674,0.0027297170146546933,0.05122874489981161,0.04035501921822183,0.15860744297719087,0.006618028998403791,-0.010651086765937966,0.017269115764341758,0.2,0.7999999999999999,10,10
constant,2020-10-30,50,False,1,0.0018246584956224153,2.168404344971009e-19,0.02647274251187144,0.11155397209965325,0.08151069185496031,,,,,,,0,10
elastic_net,2020-10-30,50,True,50,0.001636834132232861,0.0073081521247460625,0.02647274251187144,0.1086241964105618,0.08014248427300327,0.23322929171668666,0.13116169196386243,-0.0008780045632114097,0.13203969652707384,0.5,0.3,10,10
equal_weight_composite,2020-10-30,50,True,50,0.0007849302930148943,0.3204935523308737,0.02647274251187144,0.2975235659041436,0.2321510759042878,0.17983193277310922,0.12074760944469083,-0.006874900408238183,0.127622509852929,0.5,0.3,10,10
momentum_3m,2020-10-30,50,True,50,-0.011711597123151752,0.7330131002551609,0.02647274251187144,0.7360068087332332,0.5637925308254836,0.07975990396158462,0.0454519963311815,0.0401563600725082,0.0052956362586732975,0.2,0.3,10,10
ridge,2020-10-30,50,True,50,0.001636409745078323,0.007303187778824317,0.02647274251187144,0.10862267007839463,0.08013924745592972,0.23322929171668666,0.13116169196386243,-0.0008780045632114097,0.13203969652707384,0.5,0.3,10,10
constant,2020-11-30,50,False,1,0.0018246584956224153,2.168404344971009e-19,0.006467522877555099,0.059879480630645084,0.043717125336979,,,,,,,0,10
elastic_net,2020-11-30,50,True,50,0.0017720053331443221,0.005203018352295746,0.006467522877555099,0.05841738202700243,0.04303371622058573,0.3024729891956782,0.04300332670154783,-0.017725220285058164,0.06072854698660599,0.4,0.8999999999999998,10,10
equal_weight_composite,2020-11-30,50,True,50,0.004692561336548469,0.1883026543208098,0.006467522877555099,0.19457672552812974,0.15747913668633706,0.06996398559423768,0.0007280068989702126,-0.0005974246823333585,0.001325431581303571,0.3,0.09999999999999999,10,10
momentum_3m,2020-11-30,50,True,50,-0.01635192311141062,0.9008198815112027,0.006467522877555099,0.8928175864500552,0.7757458133086125,0.09695078031212485,0.04125091074344443,0.004865573373676391,0.03638533736976804,0.3,0.0,10,10
ridge,2020-11-30,50,True,50,0.001771775761129786,0.0052048692236756275,0.006467522877555099,0.05841319824332718,0.04303024479349709,0.3024729891956782,0.04300332670154783,-0.017725220285058164,0.06072854698660599,0.4,0.8999999999999998,10,10
constant,2020-12-31,50,False,1,0.0021775614883715925,0.0,-0.0004327700132464485,0.06538014209153195,0.051440869809757546,,,,,,,0,10
elastic_net,2020-12-31,50,True,50,0.0021048013420924506,0.0072859674967362875,-0.0004327700132464485,0.06225955740186491,0.05000941996835677,0.27644657863145256,0.0419894089950278,-0.027653740594817,0.0696431495898448,0.4,0.7,10,10
equal_weight_composite,2020-12-31,50,True,50,0.002771941138906373,0.22597440495825022,-0.0004327700132464485,0.23508721226145804,0.191274580010885,0.08734693877551021,0.01228121136883369,0.013018141990455256,-0.0007369306216215669,0.2,0.09999999999999999,10,10
momentum_3m,2020-12-31,50,True,50,-0.02238978048007228,0.8751673771846966,-0.0004327700132464485,0.8566903423953853,0.6806581135945892,0.16273709483793514,0.04024136957683866,-0.021851691065917434,0.06209306064275609,0.4,0.39999999999999997,10,10
ridge,2020-12-31,50,True,50,0.002106145113515619,0.007537017377500815,-0.0004327700132464485,0.06209246758412212,0.04991919648923061,0.2923889555822329,0.05080731238537246,-0.027653740594817,0.07846105298018946,0.4,0.49999999999999994,10,10
constant,2021-01-29,50,False,1,0.0021775614883715925,0.0,0.021469632143638697,0.10489166682976524,0.08084915725745198,,,,,,,0,10
elastic_net,2021-01-29,50,True,50,0.0019967852518107793,0.008743709440010215,0.021469632143638697,0.10567652887251647,0.08090554819374274,0.055750300120048016,0.043195912383947224,0.008723803533424213,0.034472108850523014,0.3,0.7,10,10
equal_weight_composite,2021-01-29,50,True,50,-0.004492036159100837,0.2739000141293122,0.021469632143638697,0.28083566414375055,0.22257242115296855,0.18521008403361344,0.06947272417137637,0.00801787943541955,0.06145484473595682,0.4,0.3,10,10
momentum_3m,2021-01-29,50,True,50,-0.011863817069858753,0.8386715730225677,0.021469632143638697,0.8404507331733012,0.5860356842591858,0.18386554621848739,0.07321828159231901,-0.010817421229104885,0.08403570282142389,0.5,0.8999999999999998,10,10
ridge,2021-01-29,50,True,50,0.0019858381355959314,0.00916790799449699,0.021469632143638697,0.10574116504241961,0.08090566879178915,0.058439375750300115,0.043195912383947224,0.004226873019711941,0.038969039364235285,0.3,0.7,10,10
constant,2021-02-26,50,False,1,0.0021464861133523305,0.0,-0.009675059988245395,0.06540506141053037,0.05245265074413183,,,,,,,0,10
elastic_net,2021-02-26,50,True,50,0.0019722194155310318,0.010098319689625473,-0.009675059988245395,0.07025855659906531,0.055878560853765545,-0.3381032412965186,-0.05987908564280958,0.03226710202286244,-0.09214618766567202,0.1,-0.6,10,10
equal_weight_composite,2021-02-26,50,True,50,0.001494100862529737,0.31015386975306714,-0.009675059988245395,0.33591919662615477,0.25154184558135917,-0.23716686674669865,-0.041386184606934086,0.007888571101304231,-0.04927475570823832,0.2,-0.7999999999999999,10,10
