strategy_name,monthly_final_portfolio_value,monthly_total_return,monthly_cagr,monthly_annualized_volatility,monthly_sharpe_ratio,monthly_sortino_ratio,monthly_maximum_drawdown,monthly_beta_vs_spy,monthly_annualized_alpha_vs_spy,monthly_excess_cagr,monthly_rebalances,monthly_total_transaction_cost,monthly_total_traded_notional,monthly_mean_one_way_turnover,monthly_mean_two_way_turnover,monthly_effective_cost_bps,quarterly_final_portfolio_value,quarterly_total_return,quarterly_cagr,quarterly_annualized_volatility,quarterly_sharpe_ratio,quarterly_sortino_ratio,quarterly_maximum_drawdown,quarterly_beta_vs_spy,quarterly_annualized_alpha_vs_spy,quarterly_excess_cagr,quarterly_rebalances,quarterly_total_transaction_cost,quarterly_total_traded_notional,quarterly_mean_one_way_turnover,quarterly_mean_two_way_turnover,quarterly_effective_cost_bps,quarterly_minus_monthly_cagr,quarterly_minus_monthly_sharpe,quarterly_minus_monthly_drawdown,transaction_cost_reduction_fraction
alpha_risk_turnover,4185959.9784865463,3.1859599784865464,0.2663313387103037,0.1832822956296049,1.3803709350441202,2.0583834684819915,-0.20972156102658113,0.9792734643765592,0.0524038211051848,0.05794229999255118,73,36339.63310513358,70429645.26893939,0.2514911594141348,0.5027228320293474,5.159706962369146,4258274.262585837,3.2582742625858376,0.26991347830745305,0.18454495304743562,1.3875376083598308,2.0675299597101717,-0.23160152411291834,0.9934576717288589,0.05256384638657078,0.06152443958970055,25,22869.613680044084,44140327.435481094,0.37889074937153666,0.7174510359311526,5.181115548694575,0.0035821395971493697,0.007166673315710526,-0.021879963086337217,0.37067020974371456
cvar,3944847.518741141,2.944847518741141,0.25400185174336687,0.18603173327409403,1.3100748291895437,1.9432227747699808,-0.22819415460527503,0.9961029468929758,0.039674418367476066,0.045612813025614374,73,29098.575478442704,56406016.16414866,0.2104103215655283,0.4206035446999942,5.158771609354959,4232612.05704892,3.23261205704892,0.2686481386056505,0.18624431428600727,1.3712111998697476,2.04015070849604,-0.24948452212270245,1.0032897423580414,0.04986707837699403,0.060259099887898016,25,20084.026498075724,38763491.021402605,0.3472503641603993,0.6542028638841749,5.181170727627878,0.014646286862283642,0.061136370680203944,-0.02129036751742741,0.3097934806824234
median_mad_de,4287992.503610877,3.2879925036108775,0.2713708784520077,0.1826952351516132,1.4059757379115192,2.095835659713681,-0.2081396944447892,0.9803160475980106,0.05605777330341126,0.0629818397342552,73,41136.093929411494,79710399.29407312,0.2891650658721689,0.5780317160287393,5.160693497174612,3939652.113913325,2.939652113913325,0.25372932854083885,0.18515130475164748,1.3142891409812278,1.9419336089678776,-0.256399162016014,0.9968951247487419,0.03913900725696407,0.045340289823086355,25,21997.68556053835,42540376.77316088,0.4040790887181599,0.7678022754716199,5.171013335833193,-0.01764154991116884,-0.09168659693029135,-0.04825946757122479,0.46524612671572985
score_weighted,4855363.570247973,3.855363570247973,0.29769519896672936,0.19449660793081572,1.4375889035714162,2.1438484375575078,-0.23146670566916605,1.0538539123803903,0.06373542271197445,0.08930616024897686,73,39008.67104743337,75926919.62708102,0.24862772117627807,0.4970000238027556,5.137660165725999,4958949.99629843,3.958949996298429,0.30222099674158875,0.19425133614720871,1.4571322400937647,2.171175449530425,-0.25876226358180454,1.057529106374111,0.06642631762806044,0.09383195802383626,25,21593.095267358753,41854351.235656135,0.3394216925312291,0.638555217314549,5.159104042918095,0.004525797774859397,0.01954333652234852,-0.02729555791263849,0.4464539629893518
top_n_equal_weight,4579163.963610643,3.5791639636106423,0.28522104358347766,0.1883123514623859,1.4271931845256194,2.1282661997690373,-0.22702982056315513,1.0234344223577252,0.059118470276603566,0.07683200486572517,73,35310.23726781629,68548249.76886837,0.23172952539850902,0.4632203871950067,5.151150815210552,4497883.585540921,3.4978835855409214,0.28143054357131336,0.1887821385741134,1.4084874457289622,2.092700925789541,-0.2553742506709332,1.029217957576257,0.05507294231480197,0.07304150485356087,25,19557.69303745384,37877446.52770856,0.3299476681542686,0.6196166049590289,5.163413806985844,-0.0037905000121642995,-0.018705738796657156,-0.028344430107778096,0.44611833420672575
