strategy_name,start_date,end_date,trading_days,initial_capital,final_portfolio_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,calmar_ratio,positive_day_ratio,beta_vs_spy,annualized_alpha_vs_spy,correlation_vs_spy,tracking_error_vs_spy,information_ratio_vs_spy,benchmark_total_return,excess_total_return,benchmark_cagr,excess_cagr,total_transaction_cost,total_traded_notional,total_two_way_turnover,mean_rebalance_two_way_turnover
elastic_net_top20_equal_weight,2020-02-03,2026-06-30,1610,1000000.0,4868540.214600343,3.868540214600343,0.2811289632350005,0.2225255874543821,1.2253043174315137,1.782977299443758,-0.3389967870080304,0.8292968370474287,0.5645962732919255,1.0439796013931122,0.09908210011091408,0.9573856460250401,0.06489182209145923,1.6395665517675575,1.5311272604724673,2.337412954127876,0.1564514520425606,0.12467751119243986,93482.4260634339,93482426.06343392,43.00917318390477,0.5585606907000621
ridge_top20_equal_weight,2020-02-03,2026-06-30,1610,1000000.0,4377238.06752234,3.377238067522341,0.2599745278848491,0.22021125099912722,1.160157376971008,1.6869348093483063,-0.3397678029620601,0.7651535125412661,0.5583850931677019,1.0330499201268712,0.08371749083333142,0.9573189581419674,0.06400478220624818,1.3938428067569006,1.5311272604724673,1.8461108070498735,0.1564514520425606,0.10352307584228848,103356.08584899294,103356085.84899293,47.36282252473109,0.6151015912302739
elastic_net_score_weighted,2020-02-03,2026-06-30,1610,1000000.0,4353621.353673719,3.353621353673719,0.2589080641422039,0.22093296086706915,1.1532782578459124,1.6726985490608497,-0.3353694926147369,0.772008396242619,0.5565217391304348,1.041392128209191,0.08164792894154323,0.9618971386379611,0.060993350563944,1.4514709772218393,1.5311272604724673,1.8224940932012519,0.1564514520425606,0.1024566120996433,81174.57939947254,81174579.39947252,39.198924007911785,0.5090769351676855
universe_equal_weight,2020-02-03,2026-06-30,1610,1000000.0,2984877.5916885203,1.9848775916885204,0.1866873852733606,0.19480719325659573,0.9766470049066284,1.3958622294455574,-0.32905664896984765,0.5673411731925443,0.5472049689440994,0.9276110391832253,0.0360266625022063,0.9717079912819027,0.048323886293982356,0.4964575824870656,1.5311272604724673,0.4537503312160531,0.1564514520425606,0.030235933230799983,8532.951189012492,8532951.189012494,5.059134793928108,0.06570304927179361
momentum_3m_top20_equal_weight,2020-02-03,2026-06-30,1610,1000000.0,2615746.9037766596,1.6157469037766594,0.1624192899978465,0.1990700299816015,0.8562470527806932,1.204646804965589,-0.3450209416144786,0.4707519759172516,0.5447204968944099,0.9197355911586976,0.017531355063077396,0.942826902334857,0.06833855774390732,0.06125421057270006,1.5311272604724673,0.08461964330419214,0.1564514520425606,0.005967837955285882,91593.73236879185,91593732.36879185,51.29025982650691,0.6661072704741158
spy_buy_and_hold,2020-02-03,2026-06-30,1610,1000000.0,2531127.260472467,1.5311272604724673,0.1564514520425606,0.2040679751001126,0.8147633257048909,1.1534782422177239,-0.33717269301235475,0.4640098539558418,0.5509316770186335,0.9999999999999999,2.7321894746634712e-17,0.9999999999999999,0.0,,1.5311272604724673,0.0,0.1564514520425606,0.0,999.0009990008548,999000.9990009991,0.9990009990009991,0.9990009990009991
