as_of_date,solver_status,objective_value,predicted_alpha_proxy,predicted_variance,predicted_volatility,one_way_turnover,portfolio_beta_vs_spy,maximum_position_adv_fraction,positions,maximum_weight,maximum_sector_weight,scenario
2023-12-29,optimal,0.01811813692814751,0.029578495292426944,0.02015037804559411,0.14195202726834905,0.13851693416180905,1.028774548226523,0.00012538219978373898,21,0.049999000164606025,0.18989277028325655,alpha_risk_turnover_penalized
2024-01-31,optimal,0.019010662838698178,0.030213150527223745,0.01926427511117408,0.1387958036511698,0.15703501042781218,1.0432494149981215,0.00012752171841709422,21,0.04999900160538736,0.1943348284458809,alpha_risk_turnover_penalized
2024-02-29,optimal,0.01857668710816981,0.029168158756991407,0.018852056062063884,0.13730278970969192,0.11654436182814222,1.0406144880728418,0.00012719239602234023,22,0.04999900062607405,0.1705041982729826,alpha_risk_turnover_penalized
2024-03-28,optimal,0.01907068758367577,0.030431460519729968,0.017772112774418293,0.13331208787810014,0.2474716536370075,1.1194048030919814,0.00012211160588367052,22,0.0499990007037522,0.24377079663951978,alpha_risk_turnover_penalized
2024-04-30,optimal,0.018435317370547114,0.03010154107162295,0.01725855008966078,0.1313718009683234,0.30369486449795596,1.0968307865874545,0.00011587563069040741,21,0.04999900115137062,0.19999600335699122,alpha_risk_turnover_penalized
2024-05-31,optimal,0.021746463007909465,0.030611816694883616,0.01573074728884982,0.12542227588769794,0.09999800058273493,1.04563038334726,0.00011579105221080824,21,0.04999900201325747,0.19999600234785472,alpha_risk_turnover_penalized
2024-06-28,optimal,0.021971868991997396,0.02999962478835013,0.01305557148167853,0.11426097969857658,0.14999700446431993,0.9614829975822253,0.0001273709683532903,21,0.04999900156346424,0.14999700410660743,alpha_risk_turnover_penalized
2024-07-31,optimal,0.021173350277018672,0.029693344925838104,0.014040448915782742,0.1184924002448374,0.14997701899739985,0.9509776735036041,0.0001387899520360377,21,0.04999900067993805,0.19999600036293133,alpha_risk_turnover_penalized
2024-08-30,optimal,0.020119305670606914,0.030024852058727937,0.016811152716951685,0.1296578293700449,0.14999700303847438,0.9970056761081433,0.00014588389845158502,21,0.04999900024862242,0.16040375382595695,alpha_risk_turnover_penalized
2024-09-30,optimal,0.020396939179860595,0.030369414948208474,0.017944991236058094,0.1339589162245578,0.0999980135075044,1.0068123977939165,0.0001400658538463283,21,0.04999900122020001,0.14999700220728998,alpha_risk_turnover_penalized
2024-10-31,optimal,0.018524176987360513,0.029270585920337756,0.017492897732846686,0.13226071878243625,0.19999600488433797,1.0188023575128742,0.00013459069355383158,21,0.049999001256794795,0.14999700252649456,alpha_risk_turnover_penalized
2024-11-29,optimal,0.01780289483931531,0.028799629590614148,0.017931939427817244,0.13391019165028942,0.20307650290355406,1.0667712966160043,0.00012784850618075078,22,0.04999900104529871,0.2295038029291756,alpha_risk_turnover_penalized
2024-12-31,optimal,0.01897809111259367,0.03002193650913678,0.0178530940697771,0.13361547092225923,0.21172983620739272,1.0112183110660335,0.00013679702252512914,21,0.049999000687965874,0.19999600135593515,alpha_risk_turnover_penalized
2025-01-31,optimal,0.019937941494989203,0.03002376721295504,0.01589526477772198,0.1260764243533341,0.21381933296488917,0.9341415751633398,0.0001235543600823875,21,0.049999000375883375,0.14999700010818065,alpha_risk_turnover_penalized
2025-02-28,optimal,0.01888978691788661,0.029093354819309514,0.01609343891147726,0.1268599184592094,0.21568484490589232,0.9457629543776382,0.0001272278782973157,21,0.04999900001778874,0.1999959950437265,alpha_risk_turnover_penalized
2025-03-31,optimal,0.01948006792806164,0.030006701540171064,0.016783112413194988,0.12954965230827517,0.21350773879293677,0.8891759178830253,0.00011640413386037204,21,0.04999900117224448,0.24999499975504505,alpha_risk_turnover_penalized
2025-04-30,optimal,0.008152534886827104,0.027823037182051154,0.033645445524302126,0.18342694874064205,0.2847779535087638,0.9191851367387545,0.0001241384058748555,21,0.04999900024849049,0.19999599985520905,alpha_risk_turnover_penalized
2025-05-30,optimal,0.006675912775255432,0.02639252343932417,0.03517530857216984,0.1875508159730846,0.2128956376849172,0.9180800519938168,0.00014252664138100242,22,0.04999900012955122,0.19999600011340712,alpha_risk_turnover_penalized
2025-06-30,optimal,0.007031197106717008,0.026399235938574198,0.034736157591259226,0.18637638689291952,0.1999959997169207,0.9029071904505324,0.00010109839202290534,22,0.049999001574068246,0.24999500366131894,alpha_risk_turnover_penalized
2025-07-31,optimal,0.009180255936367043,0.028359107831275942,0.03150417762002266,0.1774941622139237,0.34267630925540615,0.8500000008108203,0.0001170834108828869,21,0.049999000430914,0.19999600059602293,alpha_risk_turnover_penalized
2025-08-29,optimal,0.009147789286890627,0.029004875222106926,0.03586058563401778,0.18936891411743845,0.19267931034081368,0.9503723730741728,0.00017293098299853035,21,0.04999900019228513,0.19858925829323137,alpha_risk_turnover_penalized
2025-09-30,optimal,0.009821835394835218,0.027964120162023036,0.03270098618484167,0.1808341399870104,0.17917916803877168,0.9333817605733622,0.00018486682350129217,22,0.049998999968868744,0.2499949996989193,alpha_risk_turnover_penalized
2025-10-31,optimal,0.007795839040932683,0.027592852408397872,0.03484740618396769,0.1866745997289607,0.23733102754813426,0.9485285103429338,0.00018075388305537464,23,0.049999000000000016,0.17960355764799185,alpha_risk_turnover_penalized
2025-11-28,optimal,0.008235299965521187,0.02684564419238003,0.033676550268550105,0.1835117169789169,0.17720690918129767,0.9301064477284717,0.00015764014799677688,23,0.04999900001681399,0.18972867661174314,alpha_risk_turnover_penalized
2025-12-31,optimal,0.01051520588700219,0.028673283662752423,0.03377199754080361,0.18377159067930932,0.12720790562307838,0.9406463530688168,0.00013239973913673392,21,0.04999899989026815,0.20001601468807423,alpha_risk_turnover_penalized
2026-01-30,optimal,0.009375169312344942,0.02797823245761166,0.03348414279484041,0.18298672846641204,0.18609917467485373,0.9484894964049828,0.00011970027635253951,22,0.04999899999675188,0.1999959997661373,alpha_risk_turnover_penalized
2026-02-27,optimal,0.009712761884686033,0.029041308420164343,0.035935489306371096,0.18956658277864033,0.1360801803386072,0.9746955857813918,0.00011370314605417001,21,0.04999900119582011,0.19130313041445218,alpha_risk_turnover_penalized
2026-03-31,optimal,0.012738542671475086,0.02997756112797627,0.028303899567726953,0.168237628275386,0.30870686422776505,0.8735124928786985,8.738436945629388e-05,21,0.04999900081174278,0.24999500177851025,alpha_risk_turnover_penalized
2026-04-30,optimal,0.0191627496921612,0.029591673481493046,0.014857567656096244,0.12189162258373724,0.3000139955674992,0.8880295493701796,7.605772515336343e-05,21,0.04999900051633106,0.19999600068625328,alpha_risk_turnover_penalized
2026-05-29,optimal,0.021242858979781013,0.029603895545068853,0.01372213306407533,0.11714150871520876,0.14999700323482149,0.8582504418435676,0.0001410390347520962,22,0.04999900029579387,0.20934063560391142,alpha_risk_turnover_penalized
