month,alpha_risk_turnover,cvar,median_mad_de,score_weighted,top_n_equal_weight,spy_buy_and_hold
2024-10-31,-0.011105740503129846,-0.006845182210587719,-0.012383901064465075,-0.0078248448301933,-0.008696458919429051,-0.008923538766049122
2024-11-30,0.07332826605864917,0.07233780295399761,0.08850737038962753,0.07514694816563638,0.07532906795281091,0.05963352849400971
2024-12-31,-0.013157603350586133,-0.018834393138475236,-0.01248953140021225,-0.010313524022727782,-0.016759519494994213,-0.024060167942029476
2025-01-31,0.05830280997938497,0.04928037600775048,0.046860420339731146,0.054336408118837554,0.05366063243720087,0.026856343038532904
2025-02-28,-0.013070774628550996,-0.011118467217956063,-0.015831105610967122,-0.008979762521996726,-0.003364647549521149,-0.01269494148854089
2025-03-31,-0.07291225103984122,-0.08201378526309433,-0.07277803052928322,-0.07614148858823055,-0.0758693348610383,-0.05571921225653609
2025-04-30,-0.02312597803008465,-0.03986579091553788,-0.02014815237323786,-0.01562016872998706,-0.02401691126829575,-0.00867016718950231
2025-05-31,0.044297376005472344,0.055457770835314335,0.0550402715434084,0.06381502035492459,0.06373008135625469,0.06284494004594943
2025-06-30,0.07069471232625069,0.07002289403623507,0.07124447991139271,0.07261479478028088,0.07065843555731188,0.05138634041645607
2025-07-31,0.0045755120338264454,0.013143119158681271,0.0274651801731427,0.003447635676144367,0.007069683200698895,0.023031446515752618
2025-08-31,0.03855442271161813,0.04314695946698244,0.02959253431820108,0.039712971548231835,0.03683923755881047,0.020519484044388525
2025-09-30,0.016219327718219434,0.03403303866704954,0.03320221749396568,0.03633357099131462,0.03500549598568625,0.035620434185299255
2025-10-31,0.020234833124346485,0.01867788254313174,0.023831692057705967,0.027634233210684256,0.027159521046874913,0.023837393576300547
2025-11-30,0.013320931934212688,0.005450883001914875,0.008602112593568023,-0.0005399418417142421,0.0025007563109271658,0.0019500049129077546
2025-12-31,-0.0013734782330460105,0.00464678119952211,-0.0008310047237876095,0.0037429041279655184,0.0035504716890912835,0.0007975029584423865
2026-01-31,0.02122891824536821,0.009477123883258942,0.024100594474543824,0.015658786017598958,0.02063770111164187,0.014737728839574693
2026-02-28,0.013962679870425765,0.001981544198472296,-0.0013060505107289622,0.0011643646388066475,0.00041556012561683175,-0.008641958340224298
2026-03-31,-0.023672674486513223,-0.028554651632914374,-0.03227873444494189,-0.03450608541935196,-0.0360244643233385,-0.04937956664344367
2026-04-30,0.09336910034871249,0.103083624172438,0.1336320858877651,0.1061181471287751,0.09858674304888182,0.10505268686597247
2026-05-31,0.04007385841262168,0.05657520935116489,0.03740199648603704,0.04691206360268807,0.04339983329433594,0.05262575303750339
2026-06-30,-0.030928572390684805,-0.03972862390773446,-0.029323515947851875,-0.034375059417782405,-0.037254073370842855,-0.010292566443839246
