model_name,months,valid_ic_months,mean_ic,median_ic,std_ic,annualized_ic_ir,positive_ic_ratio,mean_top_bottom_spread,mean_top_quintile_precision,mean_top_quintile_turnover
constant,77,0,,,,,,,,
elastic_net,77,74,0.03707082833133253,0.04244897959183673,0.18716383695058728,0.6861214131390487,0.5675675675675675,0.010547434453292742,0.26486486486486494,0.26901408450704223
lightgbm_regressor,77,77,0.015313925763506148,0.03078031212484994,0.1955154979239669,0.27132884878564095,0.5324675324675324,0.005436078064966659,0.23766233766233766,0.4171052631578948
momentum_3m,77,77,-0.004657863145258108,0.005714285714285714,0.1935885008366962,-0.08334850042663619,0.5194805194805194,0.004545591995168337,0.22467532467532464,0.4407894736842105
ridge,77,77,0.019762086652842962,0.004369747899159664,0.1697202901677736,0.40335705427402285,0.5064935064935064,0.009474245560372647,0.25194805194805203,0.2907894736842105
technical_equal_weight_composite,77,77,0.037348341934176264,0.025498199279711888,0.16176380696711018,0.7997985089656202,0.5454545454545454,0.010980852067311348,0.24155844155844153,0.44999999999999996
